Wavelength(nm), SC charge (e-), PD charge (e-)
350.0, 7.127337231032564e-09
360.0, 8.477975078495898e-09
370.0, 8.89696465055225e-09
380.0, 9.308503178008392e-09
390.0, 1.184334813156705e-08
400.0, 1.1530225006212726e-08
420.0, 1.8451735961346456e-08
430.0, 1.875043105479108e-08
440.0, 1.647473406982814e-08
450.0, 1.6819920625820405e-08
460.0, 1.6724806361668103e-08
470.0, 1.6245066773715872e-08
480.0, 1.7659590736694146e-08
490.0, 1.639239516328585e-08
500.0, 1.784731362768373e-08
510.0, 1.835258173666343e-08
520.0, 1.5930427543179294e-08
530.0, 1.8038130260666416e-08
540.0, 1.7620625175684072e-08
550.0, 1.822771956707137e-08
560.0, 1.667100694146011e-08
570.0, 1.5772397846314886e-08
580.0, 1.8882930726169805e-08
590.0, 1.6832649706636985e-08
600.0, 1.7391028642304934e-08
610.0, 1.6222088892982492e-08
620.0, 1.700043714672288e-08
630.0, 1.5624722668213337e-08
640.0, 1.5335045103957726e-08
650.0, 1.5331505684559077e-08
660.0, 1.5021004975691578e-08
670.0, 1.5685892746349235e-08
680.0, 1.647434725182963e-08
690.0, 1.6102734780464234e-08
700.0, 1.6594967596672067e-08
710.0, 1.640442097773816e-08
720.0, 1.570739441638978e-08
730.0, 1.6481207966175924e-08
740.0, 1.6222163534581667e-08
750.0, 1.613951634739013e-08
760.0, 1.667268813302535e-08
770.0, 1.648879923657204e-08
780.0, 1.608553009293951e-08
790.0, 1.6180104607840296e-08
800.0, 1.6253085027510952e-08
810.0, 1.5690143064593647e-08
820.0, 1.583866406228168e-08
840.0, 1.6007845632023802e-08
850.0, 1.581124028623396e-08
860.0, 1.5916797229504528e-08
870.0, 1.5446321617889774e-08
880.0, 1.6076819159920288e-08
890.0, 1.612001486668313e-08
