Burst starts (s), Burst ends(A)
1626135117.2022643, 1626135119.2152781
1626135119.2671201, 1626135121.276989
1626135121.292483, 1626135123.3150694
1626135123.350855, 1626135125.3588378
1626135125.3900926, 1626135127.3988965
