Time sep (ms?), Charge (C)
0.0, -9.1e-11
2.002, -1.55e-10
4.004, -2.13e-10
6.006, -2.74e-10
8.008, -3.39e-10
10.01, -4.03e-10
12.012, -4.68e-10
14.014, -5.35e-10
16.016, -6.04e-10
18.018, -6.72e-10
20.02, -7.36e-10
22.022, -8.04e-10
24.024, -8.75e-10
26.026, -9.49e-10
28.028, -1.018e-09
30.03, -1.084e-09
32.032, -1.147e-09
34.034, -1.214e-09
36.036, -1.28e-09
38.038, -1.342e-09
40.04, -1.411e-09
42.042, -1.483e-09
44.044, -1.553e-09
46.046, -1.621e-09
48.048, -1.684e-09
50.05, -1.753e-09
52.052, -1.824e-09
54.054, -1.897e-09
56.056, -1.967e-09
58.058, -2.035e-09
60.06, -2.1e-09
62.062, -2.167e-09
64.064, -2.232e-09
66.066, -2.297e-09
68.068, -2.365e-09
70.07, -2.438e-09
72.072, -2.507e-09
74.074, -2.574e-09
76.076, -2.637e-09
78.078, -2.699e-09
80.08, -2.761e-09
82.082, -2.828e-09
84.084, -2.893e-09
86.086, -2.958e-09
88.088, -3.022e-09
90.09, -3.087e-09
92.092, -3.149e-09
94.094, -3.212e-09
96.096, -3.286e-09
98.098, -3.351e-09
100.1, -3.42e-09
102.1, -3.486e-09
104.1, -3.556e-09
106.11, -3.625e-09
108.11, -3.692e-09
110.11, -3.761e-09
112.11, -3.832e-09
114.11, -3.905e-09
116.12, -3.976e-09
118.12, -4.045e-09
120.12, -4.113e-09
122.12, -4.181e-09
124.12, -4.248e-09
126.13, -4.314e-09
128.13, -4.385e-09
130.13, -4.46e-09
132.13, -4.528e-09
134.13, -4.593e-09
136.14, -4.658e-09
138.14, -4.728e-09
140.14, -4.802e-09
142.14, -4.872e-09
144.14, -4.938e-09
146.15, -5.001e-09
148.15, -5.071e-09
150.15, -5.139e-09
152.15, -5.207e-09
154.15, -5.276e-09
156.16, -5.352e-09
158.16, -5.428e-09
160.16, -5.503e-09
162.16, -5.574e-09
164.16, -5.641e-09
166.17, -5.707e-09
168.17, -5.778e-09
170.17, -5.848e-09
172.17, -5.915e-09
174.17, -5.984e-09
176.18, -6.05e-09
178.18, -6.116e-09
180.18, -6.183e-09
182.18, -6.249e-09
184.18, -6.315e-09
186.19, -6.384e-09
188.19, -6.454e-09
190.19, -6.523e-09
192.19, -6.593e-09
194.19, -6.667e-09
196.2, -6.738e-09
198.2, -6.805e-09
200.2, -6.877e-09
202.2, -6.952e-09
204.2, -7.027e-09
206.21, -7.104e-09
208.21, -7.178e-09
210.21, -7.247e-09
212.21, -7.313e-09
214.21, -7.382e-09
216.22, -7.451e-09
218.22, -7.518e-09
220.22, -7.586e-09
222.22, -7.653e-09
224.22, -7.721e-09
226.23, -7.785e-09
228.23, -7.852e-09
230.23, -7.921e-09
232.23, -7.989e-09
234.23, -8.061e-09
236.24, -8.133e-09
238.24, -8.207e-09
240.24, -8.278e-09
242.24, -8.348e-09
244.24, -8.417e-09
246.25, -8.49e-09
248.25, -8.556e-09
250.25, -8.62e-09
252.25, -8.685e-09
254.25, -8.759e-09
256.26, -8.833e-09
258.26, -8.907e-09
260.26, -8.986e-09
262.26, -9.063e-09
264.26, -9.137e-09
266.27, -9.207e-09
268.27, -9.283e-09
270.27, -9.355e-09
272.27, -9.42e-09
