Wavelength(nm), SC photons / PD electrons
350.0, 19.75124028404188
360.0, 20.315714967243576
370.0, 20.99689203042476
380.0, 19.67729873043145
390.0, 17.580260918204544
400.0, 17.66663357733974
420.0, 14.437761231494926
430.0, 12.388046615572877
440.0, 11.998002781549912
450.0, 10.845617212194243
460.0, 10.443018590489416
470.0, 10.57367955959095
480.0, 9.442464645157958
490.0, 9.915500413995552
500.0, 8.738349794651512
510.0, 8.186545320015032
520.0, 8.22168070188863
530.0, 7.337264654699721
540.0, 7.216521123378757
550.0, 6.608882562780168
560.0, 6.76845588539261
570.0, 7.243048589400317
580.0, 6.0160379464056986
590.0, 6.453664688446953
600.0, 6.188415618004736
610.0, 5.826015400831152
620.0, 5.566867596732632
630.0, 5.415899102946507
640.0, 5.397149355818616
650.0, 5.140155964218081
660.0, 5.127282117830806
670.0, 4.425928780951394
680.0, 4.468992008217221
690.0, 7.411166017189597
700.0, 4.236117658718231
710.0, 4.201519071093596
720.0, 3.8961410979887625
730.0, 4.298337319164833
740.0, 3.9421356425195233
750.0, 3.8716534769870576
760.0, 3.8796116612540907
770.0, 3.801872104163723
780.0, 3.7234764221993584
790.0, 3.668019951971105
800.0, 3.6837105000204855
810.0, 3.5717916103415064
820.0, 3.4775689277737434
840.0, 3.635379906065436
850.0, 3.8824104763841465
860.0, 4.113316559907973
870.0, 3.771008725349334
880.0, 3.7550307341597353
890.0, 4.043167191752744
