Time sep (s?), Charge (C)
1.977539, 4.488605e-11
2.110352, 4.080393e-11
2.243164, 3.444035e-11
2.374023, 4.368554e-11
2.505859, 3.732201e-11
2.637695, 4.236468e-11
2.771484, 3.852269e-11
2.90332, 3.924317e-11
3.03418, -9.838259e-10
3.166016, -3.57013e-09
3.293945, -6.266896e-09
3.424805, -9.052727e-09
3.556641, -1.197837e-08
3.688477, -1.486013e-08
3.818359, -1.76573e-08
3.951172, -1.782091e-08
4.080078, -1.782047e-08
4.211914, -1.782718e-08
4.34082, -1.781747e-08
4.472656, -1.7821e-08
4.603516, -1.782219e-08
4.733398, -1.782486e-08
4.866211, -1.782421e-08
4.999023, -1.816807e-08
5.131836, -2.070403e-08
5.262695, -2.33557e-08
5.393555, -2.608704e-08
5.524414, -2.892991e-08
5.657227, -3.169331e-08
5.786133, -3.449171e-08
5.916992, -3.536057e-08
6.046875, -3.536702e-08
6.178711, -3.53613e-08
6.307617, -3.536962e-08
6.44043, -3.536101e-08
6.571289, -3.536845e-08
6.700195, -3.536498e-08
6.904297, -3.536902e-08
7.035156, -3.697035e-08
7.166992, -3.963632e-08
7.298828, -4.235486e-08
7.429688, -4.512359e-08
7.560547, -4.796714e-08
7.692383, -5.081192e-08
7.825195, -5.31255e-08
7.958008, -5.31258e-08
8.087891, -5.311964e-08
8.216797, -5.312397e-08
8.348633, -5.312324e-08
8.480469, -5.312475e-08
8.613281, -5.311736e-08
8.746094, -5.312233e-08
8.880859, -5.312407e-08
9.011719, -5.477879e-08
9.145508, -5.751308e-08
9.275391, -6.02593e-08
9.408203, -6.315415e-08
9.541016, -6.602632e-08
9.672852, -6.898646e-08
9.804688, -7.11658e-08
9.936523, -7.116591e-08
10.06934, -7.116402e-08
10.2002, -7.116152e-08
10.33203, -7.116694e-08
10.46191, -7.116657e-08
10.59277, -7.116461e-08
10.72168, -7.116628e-08
10.85254, -7.116545e-08
10.98437, -7.306016e-08
11.11523, -7.577241e-08
11.24609, -7.868017e-08
11.37695, -8.158574e-08
11.50684, -8.45105e-08
11.63965, -8.749689e-08
11.77051, -8.955352e-08
11.89844, -8.955026e-08
12.03027, -8.955245e-08
12.16113, -8.955138e-08
12.29199, -8.954818e-08
12.42285, -8.954975e-08
12.55371, -8.954398e-08
12.68359, -8.955032e-08
12.81543, -8.954928e-08
12.94824, -8.954794e-08
13.08008, -8.954548e-08
