Wavelength(nm), SC photons / PD photons
350.0, 3.1485107255442113
360.0, 3.148534520006968
370.0, 3.236513760689482
380.0, 3.0816935889348187
390.0, 3.018010902994206
400.0, 3.3950942481087134
420.0, 3.452247461664655
430.0, 3.2861587355613002
440.0, 3.4822491553461146
450.0, 3.4065357031847783
460.0, 3.4902476216092992
470.0, 3.765549756190043
480.0, 3.5609290532193696
490.0, 3.9138978847221497
500.0, 3.596945390847668
510.0, 3.5226548727078306
520.0, 3.6853729791047978
530.0, 3.415684322277151
540.0, 3.4795233663675846
550.0, 3.2775880025702064
560.0, 3.4766093654985637
570.0, 3.812661457807505
580.0, 3.2536394840683056
590.0, 3.5667812024974355
600.0, 3.516634659710425
610.0, 3.39852152763076
620.0, 3.328562577257108
630.0, 3.325453999741868
640.0, 3.377173089943096
650.0, 3.284536423560622
660.0, 3.332619358310323
670.0, 2.932101367062424
680.0, 3.0067226326381595
690.0, 5.060429549727594
700.0, 2.918676159589481
710.0, 2.942108591891173
720.0, 2.777594581506347
730.0, 3.095350449847035
740.0, 2.873131052711851
750.0, 2.8609421411183753
760.0, 2.8987214016828036
770.0, 2.8588409454767385
780.0, 2.8290995998656827
790.0, 2.809252365608072
800.0, 2.84880278896113
810.0, 2.78828784334855
820.0, 2.7342081482965903
840.0, 2.8868161564162977
850.0, 3.097677391455047
860.0, 3.291190350901906
870.0, 3.03635864468642
880.0, 3.031459573403371
890.0, 3.278091062531297
