Time sep (ms?), Charge (C)
0.0, -2.34e-10
2.002, -2.99e-10
4.004, -3.69e-10
6.006, -4.44e-10
8.008, -5.21e-10
10.01, -5.91e-10
12.012, -6.66e-10
14.014, -7.41e-10
16.016, -8.16e-10
18.018, -8.98e-10
20.02, -9.71e-10
22.022, -1.047e-09
24.024, -1.124e-09
26.026, -1.201e-09
28.028, -1.283e-09
30.03, -1.358e-09
32.032, -1.434e-09
34.034, -1.507e-09
36.036, -1.577e-09
38.038, -1.649e-09
40.04, -1.719e-09
42.042, -1.788e-09
44.044, -1.857e-09
46.046, -1.926e-09
48.048, -1.999e-09
50.05, -2.069e-09
52.052, -2.136e-09
54.054, -2.199e-09
56.056, -2.263e-09
58.058, -2.322e-09
60.06, -2.382e-09
62.062, -2.441e-09
64.064, -2.5e-09
66.066, -2.563e-09
68.068, -2.626e-09
70.07, -2.69e-09
72.072, -2.758e-09
74.074, -2.83e-09
76.076, -2.903e-09
78.078, -2.966e-09
80.08, -3.035e-09
82.082, -3.1e-09
84.084, -3.157e-09
86.086, -3.216e-09
88.088, -3.279e-09
90.09, -3.337e-09
92.092, -3.391e-09
94.094, -3.451e-09
96.096, -3.521e-09
98.098, -3.585e-09
100.1, -3.651e-09
102.1, -3.718e-09
104.1, -3.786e-09
106.11, -3.854e-09
108.11, -3.92e-09
110.11, -3.99e-09
112.11, -4.052e-09
114.11, -4.118e-09
116.12, -4.191e-09
118.12, -4.265e-09
120.12, -4.336e-09
122.12, -4.405e-09
124.12, -4.473e-09
126.13, -4.543e-09
128.13, -4.616e-09
130.13, -4.69e-09
132.13, -4.762e-09
134.13, -4.833e-09
136.14, -4.908e-09
138.14, -4.98e-09
140.14, -5.057e-09
142.14, -5.128e-09
144.14, -5.194e-09
146.15, -5.259e-09
148.15, -5.331e-09
150.15, -5.402e-09
152.15, -5.466e-09
154.15, -5.53e-09
156.16, -5.596e-09
158.16, -5.665e-09
160.16, -5.732e-09
162.16, -5.794e-09
164.16, -5.865e-09
166.17, -5.939e-09
168.17, -6.013e-09
170.17, -6.083e-09
172.17, -6.144e-09
174.17, -6.205e-09
176.18, -6.273e-09
178.18, -6.342e-09
180.18, -6.406e-09
182.18, -6.474e-09
184.18, -6.548e-09
186.19, -6.614e-09
188.19, -6.679e-09
190.19, -6.75e-09
192.19, -6.818e-09
194.19, -6.89e-09
196.2, -6.962e-09
198.2, -7.036e-09
200.2, -7.107e-09
202.2, -7.178e-09
204.2, -7.255e-09
206.21, -7.332e-09
208.21, -7.402e-09
210.21, -7.473e-09
212.21, -7.538e-09
214.21, -7.608e-09
216.22, -7.68e-09
218.22, -7.749e-09
220.22, -7.81e-09
222.22, -7.879e-09
224.22, -7.949e-09
226.23, -8.017e-09
228.23, -8.082e-09
230.23, -8.148e-09
232.23, -8.21e-09
234.23, -8.273e-09
236.24, -8.337e-09
238.24, -8.402e-09
240.24, -8.467e-09
242.24, -8.536e-09
244.24, -8.603e-09
246.25, -8.668e-09
248.25, -8.733e-09
250.25, -8.804e-09
252.25, -8.872e-09
254.25, -8.944e-09
256.26, -9.011e-09
258.26, -9.079e-09
260.26, -9.146e-09
262.26, -9.216e-09
264.26, -9.284e-09
266.27, -9.354e-09
268.27, -9.431e-09
270.27, -9.5e-09
272.27, -9.564e-09
274.27, -9.633e-09
276.28, -9.702e-09
278.28, -9.776e-09
280.28, -9.843e-09
282.28, -9.915e-09
284.28, -9.984e-09
286.29, -1.0058e-08
288.29, -1.0131e-08
290.29, -1.0205e-08
292.29, -1.0274e-08
294.29, -1.034e-08
296.3, -1.0402e-08
298.3, -1.0467e-08
300.3, -1.0534e-08
302.3, -1.0605e-08
304.3, -1.0677e-08
306.31, -1.0747e-08
308.31, -1.0814e-08
310.31, -1.088e-08
312.31, -1.0949e-08
314.31, -1.102e-08
316.32, -1.1094e-08
318.32, -1.1166e-08
320.32, -1.1236e-08
322.32, -1.1305e-08
324.32, -1.1375e-08
326.33, -1.144e-08
328.33, -1.1503e-08
330.33, -1.1572e-08
332.33, -1.1637e-08
334.33, -1.17e-08
336.34, -1.1771e-08
338.34, -1.1839e-08
340.34, -1.1907e-08
342.34, -1.1972e-08
344.34, -1.2037e-08
346.35, -1.2099e-08
348.35, -1.2166e-08
350.35, -1.2232e-08
352.35, -1.2291e-08
354.35, -1.2352e-08
356.36, -1.2419e-08
358.36, -1.2488e-08
360.36, -1.2558e-08
362.36, -1.263e-08
364.36, -1.2702e-08
366.37, -1.2771e-08
368.37, -1.2843e-08
370.37, -1.2914e-08
372.37, -1.2981e-08
374.37, -1.3051e-08
376.38, -1.3117e-08
378.38, -1.3188e-08
380.38, -1.3265e-08
382.38, -1.3337e-08
384.38, -1.3409e-08
386.39, -1.3483e-08
388.39, -1.3556e-08
390.39, -1.3628e-08
392.39, -1.3697e-08
394.39, -1.3778e-08
396.4, -1.3851e-08
398.4, -1.392e-08
400.4, -1.3991e-08
402.4, -1.4061e-08
404.4, -1.4135e-08
406.41, -1.4206e-08
408.41, -1.4279e-08
410.41, -1.4351e-08
412.41, -1.442e-08
414.41, -1.449e-08
416.42, -1.4567e-08
418.42, -1.4644e-08
420.42, -1.4716e-08
422.42, -1.4794e-08
424.42, -1.4869e-08
426.43, -1.4944e-08
428.43, -1.5016e-08
430.43, -1.5089e-08
432.43, -1.5161e-08
434.43, -1.523e-08
436.44, -1.5303e-08
438.44, -1.5381e-08
440.44, -1.5458e-08
442.44, -1.5532e-08
444.44, -1.5606e-08
446.45, -1.5681e-08
448.45, -1.5756e-08
450.45, -1.5828e-08
452.45, -1.5901e-08
454.45, -1.5976e-08
456.46, -1.6051e-08
458.46, -1.6126e-08
460.46, -1.6199e-08
462.46, -1.6274e-08
464.46, -1.635e-08
466.47, -1.6423e-08
468.47, -1.6498e-08
470.47, -1.6577e-08
472.47, -1.6647e-08
474.47, -1.6718e-08
476.48, -1.6792e-08
478.48, -1.6872e-08
480.48, -1.695e-08
482.48, -1.7022e-08
484.48, -1.7094e-08
486.49, -1.7157e-08
488.49, -1.7223e-08
490.49, -1.7288e-08
492.49, -1.7355e-08
494.49, -1.7421e-08
496.5, -1.7493e-08
498.5, -1.7565e-08
500.5, -1.7634e-08
502.5, -1.7697e-08
504.5, -1.7766e-08
506.51, -1.7832e-08
508.51, -1.7899e-08
510.51, -1.7964e-08
512.51, -1.803e-08
514.51, -1.8096e-08
516.52, -1.8164e-08
518.52, -1.8231e-08
520.52, -1.83e-08
522.52, -1.837e-08
524.52, -1.844e-08
526.53, -1.8509e-08
528.53, -1.8581e-08
530.53, -1.8657e-08
532.53, -1.8728e-08
534.53, -1.8804e-08
536.54, -1.8884e-08
538.54, -1.8958e-08
540.54, -1.9032e-08
542.54, -1.9105e-08
544.54, -1.9181e-08
546.55, -1.9256e-08
548.55, -1.9328e-08
550.55, -1.9401e-08
552.55, -1.9471e-08
554.55, -1.9542e-08
556.56, -1.961e-08
558.56, -1.9677e-08
560.56, -1.9741e-08
562.56, -1.9803e-08
564.56, -1.9867e-08
566.57, -1.993e-08
568.57, -1.9995e-08
570.57, -2.0061e-08
572.57, -2.0127e-08
574.57, -2.0199e-08
576.58, -2.0269e-08
578.58, -2.0336e-08
580.58, -2.0407e-08
582.58, -2.0475e-08
584.58, -2.0538e-08
586.59, -2.0606e-08
588.59, -2.0671e-08
590.59, -2.074e-08
592.59, -2.0807e-08
594.59, -2.087e-08
596.6, -2.0929e-08
598.6, -2.0993e-08
600.6, -2.1055e-08
602.6, -2.1113e-08
604.6, -2.1176e-08
606.61, -2.124e-08
608.61, -2.1307e-08
610.61, -2.1369e-08
612.61, -2.143e-08
614.61, -2.1493e-08
616.62, -2.1556e-08
618.62, -2.1619e-08
620.62, -2.1681e-08
622.62, -2.1744e-08
624.62, -2.1807e-08
626.63, -2.1872e-08
628.63, -2.1938e-08
630.63, -2.2006e-08
632.63, -2.2072e-08
634.63, -2.2137e-08
636.64, -2.2207e-08
638.64, -2.2274e-08
640.64, -2.2342e-08
642.64, -2.2414e-08
644.64, -2.2485e-08
646.65, -2.2556e-08
648.65, -2.2622e-08
650.65, -2.2686e-08
652.65, -2.2749e-08
654.65, -2.2816e-08
656.66, -2.288e-08
658.66, -2.2942e-08
660.66, -2.301e-08
662.66, -2.3078e-08
664.66, -2.3142e-08
666.67, -2.3204e-08
668.67, -2.3268e-08
670.67, -2.333e-08
672.67, -2.3396e-08
674.67, -2.3457e-08
676.68, -2.3517e-08
678.68, -2.3573e-08
680.68, -2.363e-08
682.68, -2.3689e-08
684.68, -2.3747e-08
686.69, -2.3814e-08
688.69, -2.3881e-08
690.69, -2.3947e-08
692.69, -2.4017e-08
694.69, -2.4081e-08
696.7, -2.4139e-08
698.7, -2.42e-08
700.7, -2.4262e-08
702.7, -2.4327e-08
704.7, -2.439e-08
706.71, -2.4457e-08
708.71, -2.4529e-08
710.71, -2.4591e-08
712.71, -2.4656e-08
714.71, -2.4723e-08
716.72, -2.4785e-08
718.72, -2.4851e-08
720.72, -2.4918e-08
722.72, -2.4983e-08
724.72, -2.5041e-08
726.73, -2.5103e-08
728.73, -2.5167e-08
