Burst starts (s), Burst ends(A)
1626135784.3220208, 1626135786.3319027
1626135786.3486118, 1626135788.3701353
1626135788.3701353, 1626135790.6425297
1626135790.67489, 1626135792.6794643
1626135792.7433116, 1626135794.7542396
