Time sep (s?), Charge (C)
1.976563, 3.648156e-11
2.107422, 4.308523e-11
2.239258, 3.960316e-11
2.369141, 4.080385e-11
2.500977, 3.468055e-11
2.633789, 4.380551e-11
2.765625, 3.732206e-11
2.894531, 4.16442e-11
3.02832, -2.768865e-10
3.15918, -1.705174e-09
3.291016, -3.185077e-09
3.422852, -4.712909e-09
3.554688, -6.260664e-09
3.686523, -7.805633e-09
3.817383, -9.356785e-09
3.949219, -1.09243e-08
4.079102, -1.113266e-08
4.208984, -1.113249e-08
4.337891, -1.112961e-08
4.46875, -1.113611e-08
4.601563, -1.113109e-08
4.735352, -1.113492e-08
4.866211, -1.114105e-08
4.99707, -1.11368e-08
5.126953, -1.249734e-08
5.256836, -1.39911e-08
5.387695, -1.551311e-08
5.519531, -1.705429e-08
5.651367, -1.863467e-08
5.782227, -2.021491e-08
5.913086, -2.179883e-08
6.042969, -2.248911e-08
6.175781, -2.248829e-08
6.305664, -2.24887e-08
6.435547, -2.248897e-08
6.567383, -2.248743e-08
6.699219, -2.248743e-08
6.828125, -2.248347e-08
6.959961, -2.248933e-08
7.091797, -2.370022e-08
7.223633, -2.521119e-08
7.354492, -2.673656e-08
7.487305, -2.832049e-08
7.618164, -2.989944e-08
7.75, -3.148533e-08
7.880859, -3.308652e-08
8.007813, -3.395839e-08
8.139648, -3.394843e-08
8.269531, -3.395768e-08
8.401367, -3.395195e-08
8.532227, -3.395672e-08
8.661133, -3.395716e-08
8.792969, -3.395501e-08
8.924805, -3.395115e-08
9.054688, -3.500361e-08
9.186523, -3.65067e-08
9.316406, -3.804649e-08
9.447266, -3.961359e-08
9.581055, -4.12121e-08
9.710938, -4.278494e-08
9.842773, -4.437888e-08
9.97168, -4.537816e-08
10.10449, -4.537292e-08
10.23438, -4.537553e-08
10.36621, -4.537032e-08
10.49805, -4.537733e-08
10.62891, -4.536921e-08
10.75977, -4.53718e-08
10.8916, -4.537836e-08
11.02539, -4.644941e-08
11.15723, -4.794075e-08
11.28809, -4.948113e-08
11.41992, -5.105085e-08
11.55078, -5.25891e-08
11.67969, -5.413136e-08
11.8125, -5.572896e-08
11.94238, -5.670209e-08
12.07129, -5.670449e-08
12.20117, -5.670448e-08
12.33203, -5.670086e-08
12.4668, -5.669855e-08
12.59863, -5.670001e-08
12.72949, -5.670349e-08
12.86035, -5.669905e-08
12.99121, -5.670189e-08
13.12402, -5.66999e-08
13.25586, -5.669996e-08
13.3877, -5.670129e-08
13.51855, -5.669653e-08
