Time sep (ms?), Charge (C)
0.0, -2.49e-10
2.002, -3.19e-10
4.004, -3.87e-10
6.006, -4.57e-10
8.008, -5.26e-10
10.01, -6.02e-10
12.012, -6.75e-10
14.014, -7.47e-10
16.016, -8.13e-10
18.018, -8.79e-10
20.02, -9.48e-10
22.022, -1.013e-09
24.024, -1.082e-09
26.026, -1.154e-09
28.028, -1.221e-09
30.03, -1.292e-09
32.032, -1.362e-09
34.034, -1.427e-09
36.036, -1.495e-09
38.038, -1.562e-09
40.04, -1.628e-09
42.042, -1.697e-09
44.044, -1.766e-09
46.046, -1.832e-09
48.048, -1.898e-09
50.05, -1.965e-09
52.052, -2.03e-09
54.054, -2.092e-09
56.056, -2.162e-09
58.058, -2.231e-09
60.06, -2.303e-09
62.062, -2.371e-09
64.064, -2.443e-09
66.066, -2.512e-09
68.068, -2.576e-09
70.07, -2.644e-09
72.072, -2.712e-09
74.074, -2.783e-09
76.076, -2.852e-09
78.078, -2.922e-09
80.08, -2.997e-09
82.082, -3.067e-09
84.084, -3.135e-09
86.086, -3.201e-09
88.088, -3.268e-09
90.09, -3.335e-09
92.092, -3.406e-09
94.094, -3.474e-09
96.096, -3.536e-09
98.098, -3.596e-09
100.1, -3.665e-09
102.1, -3.731e-09
104.1, -3.797e-09
106.11, -3.869e-09
108.11, -3.935e-09
110.11, -4.002e-09
112.11, -4.066e-09
114.11, -4.132e-09
116.12, -4.197e-09
118.12, -4.268e-09
120.12, -4.338e-09
122.12, -4.41e-09
124.12, -4.481e-09
126.13, -4.553e-09
128.13, -4.626e-09
130.13, -4.695e-09
132.13, -4.763e-09
134.13, -4.83e-09
136.14, -4.901e-09
138.14, -4.973e-09
140.14, -5.042e-09
142.14, -5.113e-09
144.14, -5.185e-09
146.15, -5.254e-09
148.15, -5.323e-09
150.15, -5.389e-09
152.15, -5.454e-09
154.15, -5.519e-09
156.16, -5.586e-09
158.16, -5.655e-09
160.16, -5.721e-09
162.16, -5.786e-09
164.16, -5.854e-09
166.17, -5.921e-09
168.17, -5.989e-09
170.17, -6.058e-09
172.17, -6.133e-09
174.17, -6.204e-09
176.18, -6.275e-09
178.18, -6.348e-09
180.18, -6.418e-09
182.18, -6.485e-09
184.18, -6.55e-09
186.19, -6.62e-09
188.19, -6.689e-09
190.19, -6.762e-09
192.19, -6.834e-09
194.19, -6.903e-09
196.2, -6.974e-09
198.2, -7.046e-09
200.2, -7.118e-09
202.2, -7.191e-09
204.2, -7.262e-09
206.21, -7.333e-09
208.21, -7.404e-09
210.21, -7.473e-09
212.21, -7.544e-09
214.21, -7.617e-09
216.22, -7.689e-09
218.22, -7.765e-09
220.22, -7.838e-09
222.22, -7.912e-09
224.22, -7.986e-09
226.23, -8.062e-09
228.23, -8.134e-09
230.23, -8.207e-09
232.23, -8.284e-09
234.23, -8.363e-09
236.24, -8.439e-09
238.24, -8.508e-09
240.24, -8.58e-09
242.24, -8.648e-09
244.24, -8.719e-09
246.25, -8.786e-09
248.25, -8.86e-09
250.25, -8.933e-09
252.25, -9.007e-09
254.25, -9.076e-09
256.26, -9.142e-09
258.26, -9.217e-09
260.26, -9.286e-09
262.26, -9.355e-09
264.26, -9.424e-09
266.27, -9.493e-09
268.27, -9.562e-09
270.27, -9.63e-09
272.27, -9.699e-09
274.27, -9.767e-09
276.28, -9.835e-09
278.28, -9.903e-09
280.28, -9.972e-09
282.28, -1.0038e-08
284.28, -1.0103e-08
286.29, -1.0171e-08
288.29, -1.0234e-08
290.29, -1.0303e-08
292.29, -1.0368e-08
294.29, -1.0436e-08
296.3, -1.0502e-08
298.3, -1.0564e-08
300.3, -1.0635e-08
302.3, -1.0708e-08
304.3, -1.0776e-08
306.31, -1.0842e-08
308.31, -1.0903e-08
310.31, -1.0967e-08
312.31, -1.1025e-08
314.31, -1.1086e-08
316.32, -1.115e-08
318.32, -1.1217e-08
320.32, -1.129e-08
322.32, -1.1359e-08
324.32, -1.1433e-08
326.33, -1.1506e-08
328.33, -1.1574e-08
330.33, -1.1646e-08
332.33, -1.1716e-08
334.33, -1.1786e-08
336.34, -1.1857e-08
338.34, -1.1925e-08
340.34, -1.1996e-08
342.34, -1.2066e-08
344.34, -1.2132e-08
346.35, -1.2196e-08
348.35, -1.2266e-08
350.35, -1.2338e-08
352.35, -1.2405e-08
354.35, -1.2474e-08
356.36, -1.2543e-08
358.36, -1.2607e-08
360.36, -1.267e-08
362.36, -1.274e-08
364.36, -1.2807e-08
366.37, -1.2875e-08
368.37, -1.2944e-08
370.37, -1.301e-08
372.37, -1.3076e-08
374.37, -1.3141e-08
376.38, -1.3208e-08
378.38, -1.327e-08
380.38, -1.3331e-08
382.38, -1.3393e-08
384.38, -1.3455e-08
386.39, -1.3513e-08
388.39, -1.3578e-08
390.39, -1.3643e-08
392.39, -1.3708e-08
394.39, -1.3777e-08
396.4, -1.3838e-08
398.4, -1.3901e-08
400.4, -1.3971e-08
402.4, -1.4045e-08
404.4, -1.4111e-08
406.41, -1.4179e-08
408.41, -1.4247e-08
410.41, -1.4319e-08
412.41, -1.4389e-08
414.41, -1.4461e-08
416.42, -1.4529e-08
418.42, -1.4596e-08
420.42, -1.4666e-08
422.42, -1.4739e-08
424.42, -1.4808e-08
426.43, -1.4876e-08
428.43, -1.4943e-08
430.43, -1.5013e-08
432.43, -1.5084e-08
434.43, -1.5152e-08
436.44, -1.5219e-08
438.44, -1.5287e-08
440.44, -1.5358e-08
442.44, -1.5427e-08
444.44, -1.5496e-08
446.45, -1.5566e-08
448.45, -1.5639e-08
450.45, -1.5707e-08
452.45, -1.5772e-08
454.45, -1.584e-08
456.46, -1.5908e-08
458.46, -1.5972e-08
460.46, -1.6036e-08
462.46, -1.6103e-08
464.46, -1.6173e-08
466.47, -1.624e-08
468.47, -1.6311e-08
470.47, -1.638e-08
472.47, -1.6454e-08
474.47, -1.6524e-08
476.48, -1.659e-08
478.48, -1.666e-08
480.48, -1.673e-08
482.48, -1.6802e-08
484.48, -1.6874e-08
486.49, -1.6939e-08
488.49, -1.7009e-08
490.49, -1.7071e-08
492.49, -1.7135e-08
494.49, -1.7201e-08
496.5, -1.7272e-08
498.5, -1.7346e-08
500.5, -1.7417e-08
502.5, -1.7488e-08
504.5, -1.7561e-08
506.51, -1.7627e-08
508.51, -1.7698e-08
510.51, -1.7767e-08
512.51, -1.784e-08
514.51, -1.791e-08
516.52, -1.7978e-08
518.52, -1.8044e-08
520.52, -1.8117e-08
522.52, -1.8191e-08
524.52, -1.8261e-08
526.53, -1.8332e-08
528.53, -1.8399e-08
530.53, -1.847e-08
532.53, -1.8537e-08
534.53, -1.8608e-08
536.54, -1.8681e-08
538.54, -1.8752e-08
540.54, -1.882e-08
542.54, -1.8888e-08
544.54, -1.896e-08
546.55, -1.9032e-08
548.55, -1.9101e-08
550.55, -1.9174e-08
552.55, -1.9242e-08
554.55, -1.9313e-08
556.56, -1.9374e-08
558.56, -1.9434e-08
560.56, -1.9504e-08
562.56, -1.9566e-08
564.56, -1.9636e-08
566.57, -1.9699e-08
568.57, -1.9762e-08
570.57, -1.9831e-08
572.57, -1.99e-08
574.57, -1.9966e-08
576.58, -2.0034e-08
578.58, -2.0102e-08
