Time sep (ms?), Current (A)
0.0, -2.004e-08
2.002, -1.606e-08
4.004, -1.629e-08
6.006, -1.59e-08
8.008, -1.641e-08
10.01, -1.493e-08
12.012, -1.958e-08
14.014, -1.927e-08
16.016, -2.018e-08
18.018, -2.158e-08
20.02, -1.945e-08
22.022, -1.932e-08
24.024, -1.674e-08
26.026, -1.815e-08
28.028, -1.615e-08
30.03, -1.386e-08
32.032, -1.583e-08
34.034, -1.853e-08
36.036, -1.865e-08
38.038, -1.753e-08
40.04, -1.639e-08
42.042, -1.611e-08
44.044, -1.669e-08
46.046, -1.998e-08
48.048, -1.756e-08
50.05, -2.058e-08
52.052, -1.837e-08
54.054, -1.574e-08
56.056, -2.006e-08
58.058, -1.789e-08
60.06, -1.512e-08
62.062, -1.63e-08
64.064, -1.451e-08
66.066, -1.749e-08
68.068, -1.795e-08
70.07, -1.695e-08
72.072, -1.929e-08
74.074, -1.795e-08
76.076, -1.751e-08
78.078, -2.222e-08
80.08, -1.951e-08
82.082, -1.797e-08
84.084, -1.655e-08
86.086, -2.069e-08
88.088, -1.772e-08
90.09, -1.386e-08
92.092, -1.551e-08
94.094, -1.913e-08
96.096, -1.602e-08
98.098, -1.814e-08
100.1, -1.964e-08
102.1, -1.684e-08
104.1, -1.69e-08
106.11, -1.838e-08
108.11, -1.998e-08
110.11, -2.073e-08
112.11, -1.623e-08
114.11, -1.452e-08
116.12, -1.28e-08
118.12, -1.684e-08
120.12, -1.984e-08
122.12, -2.099e-08
124.12, -2.175e-08
126.13, -1.859e-08
128.13, -1.724e-08
130.13, -1.671e-08
132.13, -1.669e-08
134.13, -1.664e-08
136.14, -1.653e-08
138.14, -1.438e-08
140.14, -1.604e-08
142.14, -1.761e-08
144.14, -1.944e-08
146.15, -1.606e-08
148.15, -1.42e-08
150.15, -1.583e-08
152.15, -1.692e-08
154.15, -1.724e-08
156.16, -1.86e-08
158.16, -1.521e-08
160.16, -1.643e-08
162.16, -1.481e-08
164.16, -1.893e-08
166.17, -1.72e-08
168.17, -1.585e-08
170.17, -1.859e-08
172.17, -2.12e-08
174.17, -2.04e-08
176.18, -1.674e-08
178.18, -1.619e-08
180.18, -1.854e-08
182.18, -1.913e-08
184.18, -1.958e-08
186.19, -1.541e-08
188.19, -1.561e-08
190.19, -1.637e-08
192.19, -1.548e-08
194.19, -1.95e-08
196.2, -1.356e-08
198.2, -1.572e-08
200.2, -1.575e-08
202.2, -1.418e-08
204.2, -1.631e-08
206.21, -1.472e-08
208.21, -1.701e-08
210.21, -1.926e-08
212.21, -1.588e-08
214.21, -2.248e-08
216.22, -2.125e-08
218.22, -2.075e-08
220.22, -2.089e-08
222.22, -2.063e-08
224.22, -1.832e-08
226.23, -2.328e-08
228.23, -2.091e-08
230.23, -2.026e-08
232.23, -1.961e-08
234.23, -1.714e-08
236.24, -2.365e-08
238.24, -1.918e-08
240.24, -2.063e-08
242.24, -2.411e-08
244.24, -2.284e-08
246.25, -2.269e-08
248.25, -2.396e-08
250.25, -1.923e-08
252.25, -2.156e-08
254.25, -2.153e-08
256.26, -2.177e-08
258.26, -1.959e-08
260.26, -1.987e-08
262.26, -2.093e-08
264.26, -2.122e-08
266.27, -2.348e-08
268.27, -2.265e-08
270.27, -2.073e-08
272.27, -1.927e-08
274.27, -1.75e-08
276.28, -2.143e-08
278.28, -2.054e-08
280.28, -2.121e-08
282.28, -2.148e-08
284.28, -2.786e-08
286.29, -2.434e-08
288.29, -2.077e-08
290.29, -2.241e-08
292.29, -1.972e-08
294.29, -2.16e-08
296.3, -1.808e-08
298.3, -1.886e-08
300.3, -1.592e-08
302.3, -1.498e-08
304.3, -1.978e-08
306.31, -1.936e-08
308.31, -1.794e-08
310.31, -1.764e-08
312.31, -1.594e-08
314.31, -1.756e-08
316.32, -1.702e-08
318.32, -1.832e-08
320.32, -1.809e-08
322.32, -1.799e-08
324.32, -1.912e-08
326.33, -2.209e-08
328.33, -1.841e-08
330.33, -2.06e-08
332.33, -2.106e-08
334.33, -2.257e-08
336.34, -1.665e-08
338.34, -1.914e-08
340.34, -1.942e-08
342.34, -2.314e-08
344.34, -2.049e-08
346.35, -2.352e-08
348.35, -2.203e-08
350.35, -1.79e-08
352.35, -1.723e-08
354.35, -1.993e-08
356.36, -1.846e-08
358.36, -2.184e-08
360.36, -1.912e-08
362.36, -2.193e-08
364.36, -2.051e-08
366.37, -2.109e-08
368.37, -2.052e-08
370.37, -1.736e-08
372.37, -2.151e-08
374.37, -2.055e-08
376.38, -2.05e-08
378.38, -2.013e-08
380.38, -1.912e-08
382.38, -2.229e-08
384.38, -2.188e-08
386.39, -2.058e-08
388.39, -1.929e-08
390.39, -1.772e-08
392.39, -1.647e-08
394.39, -1.576e-08
396.4, -1.783e-08
398.4, -1.611e-08
400.4, -1.578e-08
402.4, -1.567e-08
404.4, -1.604e-08
406.41, -1.737e-08
408.41, -1.697e-08
410.41, -2.095e-08
412.41, -2.02e-08
414.41, -1.835e-08
416.42, -1.952e-08
418.42, -1.562e-08
420.42, -1.883e-08
422.42, -1.821e-08
424.42, -2.219e-08
426.43, -2.274e-08
428.43, -2.097e-08
430.43, -1.805e-08
432.43, -2.309e-08
434.43, -1.986e-08
436.44, -1.845e-08
438.44, -2.103e-08
440.44, -2.104e-08
442.44, -1.736e-08
444.44, -1.957e-08
446.45, -1.914e-08
448.45, -1.984e-08
450.45, -1.73e-08
452.45, -2.079e-08
454.45, -2.045e-08
456.46, -1.796e-08
458.46, -1.902e-08
460.46, -1.762e-08
462.46, -1.528e-08
464.46, -1.785e-08
466.47, -2.179e-08
468.47, -1.8e-08
470.47, -2.104e-08
472.47, -2.101e-08
474.47, -2.169e-08
476.48, -2.148e-08
478.48, -1.89e-08
480.48, -1.969e-08
482.48, -2.214e-08
