Time sep (s?), Charge (C)
2.010742, 4.080344e-11
2.165039, 4.332503e-11
2.314453, 3.876242e-11
2.458984, 3.347941e-11
2.599609, 3.8042e-11
2.753906, 3.576076e-11
2.899414, 3.708166e-11
3.048828, -1.01301e-09
3.199219, -4.127605e-09
3.360352, -7.640126e-09
3.514648, -1.113978e-08
3.665039, -1.458302e-08
3.828125, -1.829077e-08
3.975586, -2.152262e-08
4.12793, -2.151802e-08
4.283203, -2.151467e-08
4.442383, -2.151233e-08
4.594727, -2.151743e-08
4.738281, -2.151515e-08
4.870117, -2.151283e-08
5.014648, -2.179317e-08
5.146484, -2.45061e-08
5.27832, -2.73562e-08
5.40918, -3.025292e-08
5.540039, -3.324222e-08
5.732422, -3.76431e-08
5.864258, -4.069113e-08
6.007813, -4.31924e-08
6.165039, -4.318865e-08
6.322266, -4.318846e-08
6.481445, -4.319346e-08
6.639648, -4.319358e-08
6.791016, -4.319142e-08
6.923828, -4.31917e-08
7.05957, -4.461135e-08
7.200195, -4.757099e-08
7.331055, -5.046857e-08
7.461914, -5.340633e-08
7.597656, -5.651219e-08
7.741211, -5.975336e-08
7.873047, -6.278335e-08
8.006836, -6.477626e-08
8.15625, -6.477126e-08
8.298828, -6.47762e-08
8.429688, -6.478122e-08
8.560547, -6.477192e-08
8.698242, -6.477359e-08
8.841797, -6.477083e-08
8.981445, -6.515529e-08
9.130859, -6.812923e-08
9.262695, -7.099086e-08
9.397461, -7.396977e-08
9.52832, -7.689133e-08
9.668945, -8.008475e-08
9.799805, -8.307785e-08
9.931641, -8.594097e-08
10.06738, -8.594262e-08
10.2002, -8.594782e-08
10.33203, -8.594348e-08
10.46289, -8.594434e-08
10.59277, -8.594585e-08
10.72754, -8.593978e-08
10.86133, -8.59375e-08
10.99414, -8.594386e-08
11.125, -8.594286e-08
11.25781, -8.593724e-08
11.38965, -8.593814e-08
11.51953, -8.593684e-08
11.65137, -8.594392e-08
11.78125, -8.594031e-08
11.91016, -8.59383e-08
12.03906, -8.593348e-08
12.18555, -8.593567e-08
12.32227, -8.593953e-08
