Time sep (ms?), Current (A)
0.0, -2.152e-08
2.002, -2.221e-08
4.004, -2.133e-08
6.006, -2.526e-08
8.008, -2.173e-08
10.01, -2.03e-08
12.012, -2.172e-08
14.014, -2.666e-08
16.016, -2.417e-08
18.018, -2.278e-08
20.02, -2.463e-08
22.022, -2.688e-08
24.024, -2.262e-08
26.026, -2.417e-08
28.028, -2.079e-08
30.03, -2.054e-08
32.032, -2.475e-08
34.034, -2.199e-08
36.036, -2.217e-08
38.038, -2.278e-08
40.04, -2.093e-08
42.042, -2.318e-08
44.044, -2.267e-08
46.046, -2.487e-08
48.048, -2.273e-08
50.05, -2.167e-08
52.052, -2.48e-08
54.054, -2.482e-08
56.056, -2.539e-08
58.058, -2.484e-08
60.06, -2.055e-08
62.062, -2.69e-08
64.064, -2.273e-08
66.066, -2.363e-08
68.068, -2.209e-08
70.07, -2.091e-08
72.072, -2.612e-08
74.074, -2.507e-08
76.076, -2.476e-08
78.078, -2.345e-08
80.08, -2.498e-08
82.082, -2.451e-08
84.084, -2.888e-08
86.086, -2.485e-08
88.088, -2.441e-08
90.09, -2.559e-08
92.092, -2.591e-08
94.094, -2.344e-08
96.096, -2.685e-08
98.098, -2.448e-08
100.1, -2.629e-08
102.1, -2.949e-08
104.1, -3.06e-08
106.11, -2.094e-08
108.11, -2.284e-08
110.11, -2.354e-08
112.11, -2.1e-08
114.11, -2.105e-08
116.12, -2.405e-08
118.12, -2.551e-08
120.12, -2.551e-08
122.12, -2.482e-08
124.12, -2.145e-08
126.13, -1.95e-08
128.13, -1.98e-08
130.13, -2.094e-08
132.13, -2.202e-08
134.13, -2.252e-08
136.14, -2.091e-08
138.14, -2.132e-08
140.14, -2.093e-08
142.14, -2.224e-08
144.14, -2.126e-08
146.15, -2.133e-08
148.15, -1.921e-08
150.15, -1.996e-08
152.15, -2.191e-08
154.15, -2.277e-08
156.16, -2.641e-08
158.16, -2.164e-08
160.16, -2.418e-08
162.16, -2.257e-08
164.16, -2.058e-08
166.17, -2.19e-08
168.17, -2.333e-08
170.17, -2.282e-08
172.17, -1.992e-08
174.17, -2.174e-08
176.18, -2.226e-08
178.18, -2.518e-08
180.18, -2.51e-08
182.18, -2.72e-08
184.18, -2.419e-08
186.19, -2.682e-08
188.19, -2.308e-08
190.19, -2.486e-08
192.19, -2.4e-08
194.19, -2.784e-08
196.2, -2.714e-08
198.2, -2.415e-08
200.2, -2.535e-08
202.2, -2.528e-08
204.2, -2.446e-08
206.21, -2.511e-08
208.21, -2.519e-08
210.21, -2.726e-08
212.21, -2.759e-08
214.21, -2.381e-08
216.22, -2.075e-08
218.22, -2.155e-08
220.22, -2.341e-08
222.22, -2.33e-08
224.22, -1.756e-08
226.23, -2.265e-08
228.23, -2.24e-08
230.23, -2.083e-08
232.23, -1.989e-08
234.23, -2.459e-08
236.24, -2.138e-08
238.24, -2.09e-08
240.24, -2.543e-08
242.24, -2.108e-08
244.24, -1.952e-08
246.25, -2.398e-08
248.25, -2.228e-08
250.25, -2.385e-08
252.25, -2.282e-08
254.25, -2.162e-08
256.26, -1.972e-08
258.26, -1.959e-08
260.26, -2.191e-08
262.26, -2.159e-08
264.26, -2.201e-08
266.27, -1.853e-08
268.27, -2.023e-08
270.27, -1.915e-08
272.27, -2.073e-08
274.27, -2.275e-08
276.28, -2.151e-08
278.28, -2.459e-08
280.28, -1.932e-08
282.28, -1.853e-08
284.28, -2.136e-08
286.29, -2.129e-08
288.29, -2.05e-08
290.29, -1.752e-08
292.29, -2.029e-08
294.29, -2.779e-08
296.3, -2.363e-08
298.3, -2.142e-08
300.3, -2.384e-08
302.3, -1.906e-08
304.3, -2.12e-08
306.31, -2.091e-08
308.31, -2.1e-08
310.31, -2.374e-08
312.31, -2.148e-08
314.31, -2.212e-08
316.32, -1.808e-08
318.32, -1.934e-08
320.32, -1.74e-08
322.32, -2.012e-08
324.32, -2.26e-08
326.33, -1.858e-08
328.33, -2.371e-08
330.33, -2.453e-08
332.33, -2.282e-08
334.33, -2.523e-08
336.34, -2.449e-08
338.34, -2.231e-08
340.34, -2.444e-08
342.34, -2.259e-08
344.34, -2.141e-08
346.35, -2.147e-08
348.35, -1.849e-08
350.35, -2.195e-08
352.35, -2.112e-08
354.35, -2.606e-08
356.36, -2.317e-08
358.36, -1.681e-08
360.36, -2.049e-08
362.36, -1.776e-08
364.36, -2.196e-08
366.37, -2.373e-08
368.37, -2.075e-08
370.37, -2.126e-08
372.37, -2.349e-08
374.37, -2.275e-08
376.38, -2.331e-08
378.38, -2.324e-08
380.38, -2.556e-08
382.38, -2.324e-08
384.38, -2.658e-08
386.39, -2.533e-08
388.39, -2.075e-08
390.39, -2.257e-08
392.39, -2.216e-08
394.39, -2.491e-08
396.4, -2.606e-08
398.4, -2.298e-08
400.4, -2.586e-08
402.4, -2.241e-08
404.4, -2.167e-08
406.41, -2.316e-08
408.41, -2.38e-08
410.41, -2.358e-08
412.41, -2.31e-08
414.41, -2.619e-08
416.42, -2.557e-08
418.42, -2.259e-08
420.42, -2.168e-08
422.42, -2.049e-08
424.42, -1.968e-08
426.43, -1.699e-08
428.43, -1.901e-08
430.43, -1.85e-08
432.43, -2.243e-08
434.43, -2.145e-08
436.44, -1.896e-08
438.44, -1.829e-08
440.44, -2.136e-08
442.44, -2.354e-08
444.44, -2.185e-08
446.45, -2.223e-08
448.45, -2.191e-08
450.45, -1.948e-08
452.45, -1.862e-08
454.45, -2.037e-08
456.46, -1.527e-08
458.46, -1.791e-08
460.46, -1.545e-08
462.46, -1.592e-08
464.46, -1.803e-08
466.47, -2.17e-08
468.47, -1.938e-08
470.47, -1.823e-08
472.47, -1.736e-08
474.47, -2.145e-08
476.48, -2.009e-08
478.48, -2.17e-08
480.48, -2.086e-08
482.48, -2.146e-08
484.48, -2.047e-08
486.49, -2.473e-08
488.49, -2.267e-08
490.49, -2.2e-08
492.49, -2.051e-08
494.49, -2.324e-08
496.5, -2.118e-08
498.5, -2.185e-08
500.5, -2.132e-08
502.5, -1.821e-08
504.5, -2.204e-08
506.51, -1.766e-08
508.51, -1.819e-08
510.51, -2.055e-08
512.51, -1.547e-08
514.51, -1.75e-08
516.52, -1.97e-08
518.52, -2.454e-08
520.52, -2.292e-08
522.52, -1.923e-08
524.52, -1.481e-08
526.53, -1.647e-08
528.53, -2.029e-08
530.53, -2.021e-08
532.53, -1.887e-08
534.53, -2.116e-08
536.54, -1.801e-08
538.54, -1.85e-08
540.54, -1.672e-08
542.54, -1.633e-08
544.54, -1.714e-08
546.55, -1.484e-08
548.55, -1.665e-08
550.55, -2.184e-08
552.55, -2.278e-08
554.55, -2.281e-08
556.56, -1.919e-08
558.56, -2.472e-08
560.56, -2.234e-08
562.56, -2.157e-08
564.56, -1.667e-08
566.57, -1.735e-08
568.57, -1.637e-08
570.57, -1.701e-08
572.57, -1.938e-08
574.57, -1.943e-08
576.58, -2.272e-08
578.58, -1.703e-08
580.58, -1.818e-08
582.58, -1.94e-08
584.58, -1.72e-08
586.59, -2.166e-08
588.59, -1.961e-08
590.59, -1.91e-08
592.59, -1.581e-08
594.59, -1.722e-08
596.6, -1.732e-08
598.6, -1.927e-08
600.6, -1.847e-08
602.6, -1.642e-08
604.6, -1.678e-08
606.61, -1.767e-08
608.61, -1.802e-08
610.61, -2.16e-08
612.61, -2.118e-08
614.61, -1.967e-08
616.62, -2.143e-08
618.62, -2.339e-08
620.62, -2.404e-08
622.62, -1.728e-08
624.62, -2.075e-08
626.63, -2.505e-08
628.63, -2.257e-08
630.63, -2.846e-08
632.63, -2.488e-08
634.63, -2.705e-08
636.64, -2.584e-08
638.64, -2.64e-08
640.64, -2.497e-08
642.64, -2.597e-08
644.64, -2.472e-08
646.65, -2.739e-08
648.65, -2.871e-08
650.65, -2.734e-08
652.65, -2.632e-08
654.65, -3.053e-08
656.66, -2.468e-08
658.66, -2.56e-08
660.66, -2.751e-08
662.66, -2.597e-08
664.66, -2.76e-08
666.67, -3.087e-08
668.67, -2.783e-08
670.67, -2.694e-08
672.67, -2.119e-08
674.67, -2.574e-08
676.68, -2.519e-08
678.68, -2.822e-08
680.68, -2.509e-08
682.68, -2.187e-08
684.68, -2.51e-08
686.69, -2.566e-08
688.69, -2.644e-08
690.69, -2.924e-08
692.69, -2.389e-08
694.69, -2.269e-08
696.7, -2.443e-08
698.7, -2.517e-08
700.7, -2.634e-08
702.7, -2.652e-08
704.7, -2.634e-08
706.71, -2.568e-08
708.71, -2.32e-08
710.71, -2.349e-08
712.71, -2.56e-08
714.71, -2.602e-08
716.72, -2.422e-08
718.72, -2.531e-08
720.72, -3.012e-08
722.72, -2.717e-08
724.72, -2.729e-08
726.73, -2.263e-08
728.73, -2.342e-08
730.73, -2.635e-08
732.73, -2.27e-08
734.73, -2.421e-08
736.74, -2.368e-08
738.74, -2.188e-08
740.74, -2.204e-08
742.74, -2.167e-08
744.74, -2.459e-08
746.75, -2.261e-08
748.75, -2.633e-08
750.75, -2.676e-08
752.75, -2.585e-08
754.75, -2.45e-08
756.76, -2.378e-08
758.76, -2.559e-08
760.76, -2.372e-08
762.76, -2.996e-08
764.76, -2.643e-08
766.77, -2.637e-08
768.77, -2.604e-08
770.77, -2.606e-08
772.77, -2.56e-08
774.77, -2.553e-08
776.78, -2.845e-08
778.78, -2.593e-08
780.78, -2.823e-08
782.78, -2.272e-08
784.78, -2.592e-08
786.79, -2.479e-08
788.79, -2.703e-08
790.79, -2.673e-08
792.79, -2.903e-08
794.79, -2.931e-08
796.8, -3.185e-08
798.8, -2.885e-08
800.8, -2.78e-08
802.8, -2.937e-08
804.8, -2.814e-08
806.81, -2.834e-08
808.81, -2.674e-08
810.81, -2.979e-08
812.81, -2.642e-08
814.81, -2.856e-08
816.82, -2.756e-08
818.82, -2.431e-08
820.82, -2.309e-08
822.82, -3.055e-08
824.82, -2.851e-08
826.83, -2.53e-08
828.83, -3.045e-08
830.83, -3.002e-08
832.83, -2.498e-08
834.83, -2.624e-08
836.84, -2.358e-08
838.84, -2.497e-08
840.84, -2.648e-08
842.84, -2.784e-08
844.84, -2.866e-08
846.85, -2.926e-08
848.85, -2.717e-08
850.85, -2.348e-08
852.85, -2.536e-08
854.85, -2.861e-08
856.86, -2.972e-08
858.86, -2.649e-08
860.86, -2.852e-08
862.86, -2.529e-08
864.86, -2.677e-08
866.87, -2.717e-08
868.87, -2.723e-08
870.87, -2.363e-08
872.87, -2.503e-08
874.87, -2.535e-08
876.88, -2.776e-08
878.88, -2.57e-08
880.88, -2.673e-08
882.88, -2.693e-08
884.88, -2.79e-08
886.89, -2.689e-08
888.89, -2.569e-08
890.89, -2.665e-08
892.89, -2.53e-08
894.89, -2.764e-08
896.9, -2.451e-08
898.9, -2.53e-08
900.9, -2.334e-08
902.9, -2.938e-08
904.9, -2.463e-08
906.91, -2.755e-08
908.91, -2.54e-08
910.91, -2.615e-08
912.91, -2.674e-08
914.91, -2.973e-08
916.92, -2.702e-08
918.92, -2.864e-08
920.92, -2.778e-08
922.92, -3.038e-08
924.92, -2.58e-08
926.93, -2.778e-08
928.93, -2.836e-08
930.93, -3.15e-08
932.93, -2.748e-08
934.93, -2.807e-08
936.94, -2.982e-08
938.94, -2.687e-08
940.94, -2.341e-08
942.94, -2.277e-08
944.94, -2.367e-08
946.95, -2.407e-08
948.95, -2.568e-08
950.95, -2.893e-08
952.95, -2.95e-08
954.95, -2.925e-08
956.96, -2.9e-08
958.96, -2.656e-08
960.96, -2.806e-08
962.96, -2.493e-08
964.96, -2.728e-08
966.97, -2.822e-08
968.97, -2.485e-08
970.97, -2.373e-08
972.97, -2.995e-08
974.97, -2.331e-08
976.98, -2.549e-08
978.98, -2.429e-08
980.98, -2.483e-08
982.98, -2.686e-08
984.98, -2.982e-08
986.99, -2.818e-08
988.99, -2.541e-08
990.99, -2.81e-08
992.99, -2.142e-08
994.99, -2.571e-08
997.0, -2.799e-08
999.0, -2.521e-08
1001.0, -2.134e-08
1003.0, -2.567e-08
1005.0, -2.951e-08
1007.0, -3.047e-08
1009.0, -2.802e-08
1011.0, -2.541e-08
1013.0, -2.918e-08
1015.0, 2.1278e-07
1017.0, 1.7874e-07
1019.0, 1.5882e-07
1021.0, 1.8455e-07
1023.0, 2.1783e-07
1025.0, 1.4723e-07
1027.0, 1.8355e-07
1029.0, 2.3385e-07
1031.0, 1.5207e-07
1033.0, 1.7172e-07
1035.0, 1.9067e-07
1037.0, 2.1742e-07
1039.0, 1.7413e-07
1041.0, 1.8707e-07
1043.0, 1.6468e-07
1045.0, 2.1842e-07
1047.0, 1.7999e-07
1049.0, 1.7346e-07
1051.0, 1.8397e-07
1053.1, 1.92e-07
1055.1, 1.8176e-07
1057.1, 1.9598e-07
1059.1, 1.6439e-07
1061.1, 1.9271e-07
1063.1, 2.2665e-07
1065.1, 2.0835e-07
1067.1, 1.8348e-07
1069.1, 1.7492e-07
1071.1, 2.1799e-07
1073.1, 1.7893e-07
1075.1, 1.9664e-07
1077.1, 1.8979e-07
1079.1, 1.9557e-07
1081.1, 2.0319e-07
1083.1, 2.1109e-07
1085.1, 1.7521e-07
1087.1, 2.5806e-07
1089.1, 1.977e-07
1091.1, 1.7076e-07
1093.1, 1.8828e-07
1095.1, 1.8398e-07
1097.1, 2.1054e-07
1099.1, 2.1523e-07
1101.1, 1.964e-07
1103.1, 1.795e-07
1105.1, 1.4992e-07
1107.1, 2.0616e-07
1109.1, 2.4301e-07
1111.1, 1.7761e-07
1113.1, 2.1047e-07
1115.1, 1.9342e-07
1117.1, 1.851e-07
1119.1, 1.9795e-07
1121.1, 1.8127e-07
1123.1, 2.1844e-07
1125.1, 2.2899e-07
1127.1, 2.0776e-07
1129.1, 2.3653e-07
1131.1, 2.4762e-07
1133.1, 1.9335e-07
1135.1, 1.8815e-07
1137.1, 2.2084e-07
1139.1, 2.1756e-07
1141.1, 1.8562e-07
1143.1, 1.9487e-07
1145.1, 2.0886e-07
1147.1, 2.0033e-07
1149.1, 2.3538e-07
1151.1, 2.0043e-07
1153.2, 2.0883e-07
1155.2, 1.9244e-07
1157.2, 2.0139e-07
1159.2, 2.2979e-07
1161.2, 1.6812e-07
1163.2, 1.7659e-07
1165.2, 2.1323e-07
1167.2, 1.7226e-07
1169.2, 1.6102e-07
1171.2, 2.1521e-07
1173.2, 2.3427e-07
1175.2, 2.0825e-07
1177.2, 1.9909e-07
1179.2, 2.1564e-07
1181.2, 1.7956e-07
1183.2, 2.2805e-07
1185.2, 2.2027e-07
1187.2, 1.6402e-07
1189.2, 1.8637e-07
1191.2, 1.8749e-07
1193.2, 1.9045e-07
1195.2, 2.492e-07
1197.2, 1.9581e-07
1199.2, 1.7297e-07
1201.2, 1.9857e-07
1203.2, 2.3548e-07
1205.2, 2.2383e-07
1207.2, 2.1649e-07
1209.2, 2.0365e-07
1211.2, 1.8421e-07
1213.2, 2.1504e-07
1215.2, 2.4682e-07
1217.2, 2.0717e-07
1219.2, 2.1576e-07
1221.2, 2.0458e-07
1223.2, 2.2123e-07
1225.2, 2.3595e-07
1227.2, 2.3899e-07
1229.2, 1.8748e-07
1231.2, 2.3678e-07
1233.2, 2.135e-07
1235.2, 2.0848e-07
1237.2, 2.3837e-07
1239.2, 2.1085e-07
1241.2, 2.0121e-07
1243.2, 2.0595e-07
1245.2, 2.1299e-07
1247.2, 2.0961e-07
1249.2, 2.0384e-07
1251.2, 2.1501e-07
1253.3, 1.9581e-07
1255.3, 2.213e-07
1257.3, 1.9105e-07
1259.3, 1.8219e-07
1261.3, 2.077e-07
1263.3, 2.3e-07
1265.3, 1.6673e-07
1267.3, 1.81e-07
1269.3, 1.8209e-07
1271.3, 2.2956e-07
1273.3, 1.8964e-07
1275.3, 2.1437e-07
1277.3, 1.9285e-07
1279.3, 1.8619e-07
1281.3, 2.0403e-07
1283.3, 2.0281e-07
1285.3, 1.9492e-07
