Time sep (s?), Charge (C)
2.006836, 4.296459e-11
2.138672, 4.116377e-11
2.275391, 3.864237e-11
2.405273, 3.516034e-11
2.536133, 3.924283e-11
2.667969, 3.660122e-11
2.808594, 4.176418e-11
2.955078, 3.852215e-11
3.086914, -5.353886e-10
3.216797, -1.570957e-09
3.360352, -2.737986e-09
3.508789, -3.970107e-09
3.65625, -5.201124e-09
3.792969, -6.362993e-09
3.926758, -7.479978e-09
4.055664, -7.922511e-09
4.19043, -7.922146e-09
4.322266, -7.929382e-09
4.462891, -7.924797e-09
4.597656, -7.924434e-09
4.737305, -7.923606e-09
4.869141, -7.925745e-09
5.000977, -8.048607e-09
5.135742, -9.09378e-09
5.275391, -1.019317e-08
5.426758, -1.141449e-08
5.588867, -1.27514e-08
5.757813, -1.415394e-08
5.901367, -1.537318e-08
6.054688, -1.584847e-08
6.208008, -1.585206e-08
6.363281, -1.585838e-08
6.500977, -1.584978e-08
6.637695, -1.585209e-08
6.771484, -1.585314e-08
6.902344, -1.585406e-08
7.036133, -1.586514e-08
7.231445, -1.735024e-08
7.37793, -1.852776e-08
7.515625, -1.966384e-08
7.667969, -2.093157e-08
7.820313, -2.221428e-08
7.957031, -2.336458e-08
8.111328, -2.381116e-08
8.261719, -2.38113e-08
8.397461, -2.381273e-08
8.540039, -2.381508e-08
8.686523, -2.381325e-08
8.818359, -2.381166e-08
8.953125, -2.380851e-08
9.095703, -2.42954e-08
9.227539, -2.535117e-08
9.360352, -2.644753e-08
9.490234, -2.755552e-08
9.644531, -2.886768e-08
9.789063, -3.011401e-08
9.952148, -3.149151e-08
10.13086, -3.1939e-08
10.28223, -3.193138e-08
10.42773, -3.193557e-08
10.56543, -3.193843e-08
10.69727, -3.19386e-08
10.8291, -3.194229e-08
10.95801, -3.193835e-08
11.08691, -3.19367e-08
11.22168, -3.193498e-08
11.3623, -3.194299e-08
11.49316, -3.193828e-08
11.62695, -3.193654e-08
11.76172, -3.194194e-08
11.89258, -3.194062e-08
12.02539, -3.194224e-08
12.16602, -3.194025e-08
12.29883, -3.194896e-08
