Time sep (s?), Charge (C)
1.973633, 4.416577e-11
2.103516, 3.504085e-11
2.235352, 4.596684e-11
2.369141, 3.684197e-11
2.5, 3.708178e-11
2.629883, 4.092409e-11
2.759766, 3.732196e-11
2.891602, 4.20048e-11
3.023438, -1.136816e-08
3.15625, -1.13646e-08
3.288086, -1.136407e-08
3.419922, -1.136878e-08
3.547852, -1.136827e-08
3.679688, -1.136207e-08
3.8125, -1.135927e-08
3.945313, -1.136337e-08
4.077148, -1.13689e-08
4.208984, -1.136142e-08
4.339844, -1.136361e-08
4.470703, -1.136108e-08
4.602539, -1.136214e-08
4.734375, -1.136901e-08
4.868164, -1.135808e-08
4.998047, -2.343508e-08
5.128906, -2.342767e-08
5.257813, -2.343657e-08
5.4375, -2.343149e-08
5.56543, -2.34252e-08
5.697266, -2.343244e-08
5.828125, -2.342573e-08
5.966797, -2.343127e-08
6.099609, -2.342489e-08
6.228516, -2.342904e-08
6.360352, -2.342353e-08
6.490234, -2.342995e-08
6.621094, -2.342791e-08
6.755859, -2.342801e-08
6.886719, -2.343341e-08
7.018555, -3.53571e-08
7.151367, -3.536346e-08
7.28418, -3.536151e-08
7.416016, -3.535937e-08
7.545898, -3.536174e-08
7.677734, -3.535914e-08
7.807617, -3.535999e-08
7.938477, -3.53568e-08
8.070313, -3.53609e-08
8.201172, -3.536033e-08
8.331055, -3.535939e-08
8.460938, -3.53553e-08
8.592773, -3.536171e-08
8.723633, -3.53571e-08
8.854492, -3.535843e-08
8.984375, -4.766411e-08
9.116211, -4.766342e-08
9.245117, -4.765824e-08
9.37793, -4.766218e-08
9.510742, -4.76603e-08
9.643555, -4.765778e-08
9.777344, -4.765832e-08
9.90918, -4.766391e-08
10.03711, -4.765844e-08
10.16797, -4.765646e-08
10.29785, -4.765568e-08
10.42676, -4.765217e-08
10.55957, -4.76604e-08
10.69043, -4.765623e-08
10.82129, -4.765578e-08
10.95312, -5.94144e-08
11.08301, -5.941051e-08
11.21191, -5.940442e-08
11.3418, -5.941061e-08
11.47266, -5.940025e-08
11.60254, -5.940684e-08
11.74121, -5.940488e-08
11.875, -5.940883e-08
12.00684, -5.94067e-08
12.1377, -5.940427e-08
12.26758, -5.94089e-08
12.39844, -5.939996e-08
12.5293, -5.940518e-08
12.66113, -5.939867e-08
12.79004, -5.940876e-08
12.91992, -5.940471e-08
13.05176, -5.940598e-08
13.18457, -5.939884e-08
13.31445, -5.940516e-08
13.44629, -5.940061e-08
