Time sep (ms?), Charge (C)
0.0, -3.2e-10
2.002, -3.95e-10
4.004, -4.67e-10
6.006, -5.39e-10
8.008, -6.1e-10
10.01, -6.79e-10
12.012, -7.49e-10
14.014, -8.21e-10
16.016, -8.87e-10
18.018, -9.51e-10
20.02, -1.015e-09
22.022, -1.079e-09
24.024, -1.147e-09
26.026, -1.213e-09
28.028, -1.283e-09
30.03, -1.354e-09
32.032, -1.425e-09
34.034, -1.497e-09
36.036, -1.566e-09
38.038, -1.64e-09
40.04, -1.708e-09
42.042, -1.778e-09
44.044, -1.847e-09
46.046, -1.915e-09
48.048, -1.989e-09
50.05, -2.06e-09
52.052, -2.134e-09
54.054, -2.208e-09
56.056, -2.282e-09
58.058, -2.357e-09
60.06, -2.426e-09
62.062, -2.493e-09
64.064, -2.565e-09
66.066, -2.642e-09
68.068, -2.721e-09
70.07, -2.796e-09
72.072, -2.872e-09
74.074, -2.945e-09
76.076, -3.021e-09
78.078, -3.099e-09
80.08, -3.172e-09
82.082, -3.244e-09
84.084, -3.316e-09
86.086, -3.387e-09
88.088, -3.459e-09
90.09, -3.531e-09
92.092, -3.606e-09
94.094, -3.684e-09
96.096, -3.758e-09
98.098, -3.837e-09
100.1, -3.915e-09
102.1, -3.998e-09
104.1, -4.078e-09
106.11, -4.156e-09
108.11, -4.232e-09
110.11, -4.308e-09
112.11, -4.387e-09
114.11, -4.463e-09
116.12, -4.539e-09
118.12, -4.615e-09
120.12, -4.688e-09
122.12, -4.764e-09
124.12, -4.843e-09
126.13, -4.92e-09
128.13, -5.002e-09
130.13, -5.08e-09
132.13, -5.151e-09
134.13, -5.221e-09
136.14, -5.29e-09
138.14, -5.362e-09
140.14, -5.437e-09
142.14, -5.512e-09
144.14, -5.581e-09
146.15, -5.656e-09
148.15, -5.728e-09
150.15, -5.803e-09
152.15, -5.879e-09
154.15, -5.958e-09
156.16, -6.033e-09
158.16, -6.108e-09
160.16, -6.183e-09
162.16, -6.259e-09
164.16, -6.333e-09
166.17, -6.409e-09
168.17, -6.486e-09
170.17, -6.56e-09
172.17, -6.634e-09
174.17, -6.707e-09
176.18, -6.783e-09
178.18, -6.859e-09
180.18, -6.936e-09
182.18, -7.014e-09
184.18, -7.092e-09
186.19, -7.173e-09
188.19, -7.253e-09
190.19, -7.334e-09
192.19, -7.406e-09
194.19, -7.477e-09
196.2, -7.552e-09
198.2, -7.631e-09
200.2, -7.71e-09
202.2, -7.79e-09
204.2, -7.869e-09
206.21, -7.943e-09
208.21, -8.023e-09
210.21, -8.101e-09
212.21, -8.178e-09
214.21, -8.259e-09
216.22, -8.335e-09
218.22, -8.421e-09
220.22, -8.497e-09
222.22, -8.569e-09
224.22, -8.645e-09
226.23, -8.726e-09
228.23, -8.812e-09
230.23, -8.889e-09
232.23, -8.964e-09
234.23, -9.041e-09
236.24, -9.118e-09
238.24, -9.197e-09
240.24, -9.276e-09
242.24, -9.349e-09
244.24, -9.431e-09
246.25, -9.509e-09
248.25, -9.587e-09
250.25, -9.663e-09
252.25, -9.74e-09
254.25, -9.821e-09
256.26, -9.897e-09
258.26, -9.977e-09
260.26, -1.0048e-08
262.26, -1.0125e-08
264.26, -1.0203e-08
266.27, -1.0284e-08
268.27, -1.0365e-08
270.27, -1.0438e-08
272.27, -1.0511e-08
274.27, -1.0583e-08
276.28, -1.066e-08
278.28, -1.0733e-08
280.28, -1.0811e-08
282.28, -1.0884e-08
284.28, -1.0953e-08
286.29, -1.1025e-08
288.29, -1.1096e-08
290.29, -1.1166e-08
292.29, -1.1236e-08
294.29, -1.1311e-08
296.3, -1.1382e-08
298.3, -1.1456e-08
300.3, -1.153e-08
302.3, -1.1604e-08
304.3, -1.1675e-08
306.31, -1.1752e-08
308.31, -1.1824e-08
310.31, -1.1895e-08
312.31, -1.1965e-08
314.31, -1.2034e-08
316.32, -1.2105e-08
318.32, -1.2175e-08
320.32, -1.2247e-08
322.32, -1.2317e-08
324.32, -1.2391e-08
326.33, -1.2464e-08
328.33, -1.2541e-08
330.33, -1.2614e-08
332.33, -1.2681e-08
334.33, -1.2753e-08
336.34, -1.2826e-08
338.34, -1.2895e-08
340.34, -1.2968e-08
342.34, -1.3041e-08
344.34, -1.3117e-08
346.35, -1.3191e-08
348.35, -1.3268e-08
350.35, -1.334e-08
352.35, -1.3413e-08
354.35, -1.348e-08
356.36, -1.3553e-08
358.36, -1.3626e-08
360.36, -1.37e-08
362.36, -1.3774e-08
364.36, -1.3848e-08
366.37, -1.3925e-08
368.37, -1.4001e-08
370.37, -1.4077e-08
372.37, -1.4157e-08
374.37, -1.4231e-08
376.38, -1.4302e-08
378.38, -1.4379e-08
380.38, -1.4462e-08
382.38, -1.4535e-08
384.38, -1.461e-08
386.39, -1.4679e-08
388.39, -1.4749e-08
390.39, -1.482e-08
392.39, -1.4888e-08
394.39, -1.4961e-08
396.4, -1.5032e-08
398.4, -1.5109e-08
400.4, -1.5186e-08
402.4, -1.5262e-08
404.4, -1.5339e-08
406.41, -1.5414e-08
