Time sep (ms?), Current (A)
0.0, -1.742e-08
2.002, -1.774e-08
4.004, -1.973e-08
6.005999999999999, -1.729e-08
8.008, -1.926e-08
10.009999999999998, -1.726e-08
12.011999999999999, -1.581e-08
14.014, -1.717e-08
16.016, -2.018e-08
18.017999999999997, -1.701e-08
20.019999999999996, -1.678e-08
22.022, -2.129e-08
24.023999999999997, -1.808e-08
26.025999999999996, -2.02e-08
28.028, -1.909e-08
30.029999999999998, -1.747e-08
32.032, -1.867e-08
34.034, -1.66e-08
36.035999999999994, -2.175e-08
38.038, -1.853e-08
40.03999999999999, -1.865e-08
42.041999999999994, -1.93e-08
44.044, -1.457e-08
46.04599999999999, -1.573e-08
48.047999999999995, -1.797e-08
50.05, -1.743e-08
52.05199999999999, -1.926e-08
54.053999999999995, -1.862e-08
56.056, -2.01e-08
58.05799999999999, -1.835e-08
60.059999999999995, -2.147e-08
62.06199999999999, -2.432e-08
64.064, -2.411e-08
66.06599999999999, -1.818e-08
68.068, -2.109e-08
70.07, -1.73e-08
72.07199999999999, -2.018e-08
74.074, -1.945e-08
76.076, -1.941e-08
78.07799999999999, -2.14e-08
80.07999999999998, -2.397e-08
82.082, -2.272e-08
84.08399999999999, -2.082e-08
86.08599999999998, -2.111e-08
88.088, -2.231e-08
90.08999999999999, -2.045e-08
92.09199999999998, -2.124e-08
94.094, -2.316e-08
96.09599999999999, -2.246e-08
98.09799999999998, -2.104e-08
100.1, -2.18e-08
102.10199999999999, -1.794e-08
104.10399999999998, -2.096e-08
106.106, -1.937e-08
108.10799999999999, -1.664e-08
110.10999999999999, -1.4e-08
112.112, -1.775e-08
114.11399999999999, -1.573e-08
116.11599999999999, -1.729e-08
118.11799999999998, -1.44e-08
120.11999999999999, -2.163e-08
122.12199999999999, -1.956e-08
124.12399999999998, -2.136e-08
126.12599999999999, -2.096e-08
128.128, -1.95e-08
130.13, -1.753e-08
132.13199999999998, -1.433e-08
134.134, -1.72e-08
136.136, -1.609e-08
138.13799999999998, -1.577e-08
140.14, -1.645e-08
142.142, -1.719e-08
144.14399999999998, -1.755e-08
146.146, -1.824e-08
148.148, -1.767e-08
150.14999999999998, -1.915e-08
152.152, -2.058e-08
154.154, -1.941e-08
156.15599999999998, -2.143e-08
158.158, -2.065e-08
160.15999999999997, -1.736e-08
162.16199999999998, -1.67e-08
164.164, -1.768e-08
166.16599999999997, -1.958e-08
168.16799999999998, -2.001e-08
170.17, -2.03e-08
172.17199999999997, -2.112e-08
174.17399999999998, -1.673e-08
176.176, -1.973e-08
178.17799999999997, -1.871e-08
180.17999999999998, -1.822e-08
182.182, -1.953e-08
184.18399999999997, -1.99e-08
186.18599999999998, -2.186e-08
188.188, -2.302e-08
190.18999999999997, -1.844e-08
192.19199999999998, -2.229e-08
194.194, -1.858e-08
196.19599999999997, -2.127e-08
198.19799999999998, -1.923e-08
200.2, -1.737e-08
202.20199999999997, -2.137e-08
204.20399999999998, -1.963e-08
206.206, -1.954e-08
208.20799999999997, -1.887e-08
210.20999999999998, -2.101e-08
212.212, -2.097e-08
214.21399999999997, -2.339e-08
216.21599999999998, -2.574e-08
218.218, -2.603e-08
220.21999999999997, -2.03e-08
222.22199999999998, -2.291e-08
224.224, -1.976e-08
226.22599999999997, -1.917e-08
228.22799999999998, -1.939e-08
230.22999999999996, -2.237e-08
232.23199999999997, -2.307e-08
234.23399999999998, -2.14e-08
236.23599999999996, -2e-08
238.23799999999997, -2.071e-08
240.23999999999998, -1.893e-08
242.24199999999996, -2.312e-08
244.24399999999997, -2.071e-08
246.24599999999998, -2.044e-08
248.24799999999996, -2.14e-08
250.24999999999997, -1.845e-08
252.25199999999998, -1.961e-08
254.25399999999996, -1.582e-08
256.256, -1.601e-08
258.258, -1.575e-08
260.26, -2.289e-08
262.26199999999994, -2.247e-08
264.26399999999995, -1.765e-08
266.26599999999996, -2.005e-08
268.268, -2.058e-08
270.27, -1.964e-08
272.272, -1.805e-08
274.27399999999994, -1.741e-08
276.27599999999995, -2.042e-08
278.27799999999996, -1.985e-08
280.28, -1.747e-08
282.282, -2.107e-08
284.284, -2.085e-08
286.28599999999994, -1.715e-08
288.28799999999995, -1.944e-08
290.28999999999996, -2.153e-08
292.292, -1.871e-08
294.294, -2.315e-08
296.296, -2.058e-08
298.29799999999994, -2.162e-08
300.29999999999995, -2.397e-08
302.30199999999996, -1.903e-08
304.304, -1.794e-08
306.306, -1.934e-08
308.308, -1.863e-08
310.30999999999995, -2.09e-08
312.31199999999995, -1.938e-08
314.31399999999996, -1.834e-08
316.316, -1.972e-08
318.318, -2.006e-08
320.31999999999994, -1.919e-08
322.32199999999995, -1.971e-08
324.32399999999996, -1.642e-08
326.32599999999996, -1.875e-08
328.328, -1.959e-08
330.33, -1.744e-08
332.33199999999994, -1.676e-08
334.33399999999995, -1.747e-08
336.33599999999996, -1.866e-08
338.33799999999997, -1.818e-08
340.34, -2.098e-08
342.342, -1.72e-08
344.34399999999994, -1.76e-08
346.34599999999995, -2.071e-08
348.34799999999996, -1.835e-08
350.34999999999997, -1.305e-08
352.352, -1.661e-08
354.354, -1.521e-08
356.35599999999994, -1.619e-08
358.35799999999995, -2.072e-08
360.35999999999996, -1.734e-08
362.36199999999997, -1.688e-08
364.364, -1.616e-08
366.366, -1.858e-08
368.36799999999994, -2.084e-08
370.36999999999995, -1.88e-08
372.37199999999996, -1.66e-08
374.37399999999997, -2.135e-08
376.376, -1.848e-08
378.378, -1.823e-08
380.37999999999994, -1.729e-08
382.38199999999995, -1.695e-08
384.38399999999996, -1.491e-08
386.38599999999997, -1.286e-08
388.388, -1.441e-08
390.38999999999993, -1.306e-08
392.39199999999994, -1.868e-08
394.39399999999995, -1.772e-08
396.39599999999996, -1.627e-08
398.39799999999997, -1.372e-08
400.4, -1.739e-08
402.40199999999993, -1.23e-08
404.40399999999994, -1.141e-08
406.40599999999995, -1.26e-08
408.40799999999996, -1.188e-08
410.40999999999997, -1.423e-08
412.412, -1.434e-08
414.41399999999993, -1.368e-08
416.41599999999994, -1.618e-08
418.41799999999995, -2.061e-08
420.41999999999996, -2.09e-08
422.42199999999997, -2.226e-08
424.424, -1.771e-08
426.42599999999993, -1.806e-08
428.42799999999994, -1.685e-08
430.42999999999995, -1.885e-08
432.43199999999996, -2.022e-08
434.43399999999997, -1.853e-08
436.436, -1.805e-08
438.43799999999993, -1.904e-08
440.43999999999994, -1.965e-08
442.44199999999995, -2.136e-08
444.44399999999996, -2.097e-08
446.44599999999997, -2.096e-08
448.448, -2.25e-08
450.44999999999993, -1.726e-08
452.45199999999994, -2.141e-08
454.45399999999995, -1.639e-08
456.45599999999996, -1.913e-08
458.45799999999997, -2.086e-08
460.4599999999999, -1.935e-08
462.46199999999993, -2.059e-08
464.46399999999994, -2.071e-08
466.46599999999995, -2.349e-08
468.46799999999996, -1.967e-08
470.46999999999997, -2.194e-08
472.4719999999999, -2.069e-08
474.47399999999993, -2.298e-08
476.47599999999994, -2.164e-08
478.47799999999995, -2.313e-08
480.47999999999996, -2.183e-08
482.48199999999997, -1.715e-08
484.4839999999999, -1.834e-08
486.48599999999993, -1.98e-08
488.48799999999994, -1.685e-08
490.48999999999995, -2.134e-08
492.49199999999996, -2.101e-08
494.49399999999997, -2.023e-08
496.4959999999999, -1.916e-08
498.49799999999993, -2.242e-08
500.49999999999994, -2.049e-08
502.50199999999995, -2.076e-08
504.50399999999996, -1.939e-08
506.506, -2.111e-08
508.5079999999999, -1.659e-08
510.50999999999993, -2.291e-08
512.512, -2.213e-08
514.5139999999999, -1.947e-08
516.516, -1.767e-08
518.5179999999999, -1.957e-08
520.52, -1.863e-08
522.5219999999999, -1.822e-08
524.5239999999999, -2.096e-08
526.526, -2.177e-08
528.5279999999999, -1.831e-08
530.53, -2.282e-08
532.5319999999999, -2.268e-08
