Time sep (s?), Charge (C)
746.2461, 9.9e+37
746.3838, 9.9e+37
746.5469, 9.9e+37
746.6875, 9.9e+37
746.8281, 9.9e+37
746.9668, 9.9e+37
747.1182, 9.9e+37
747.2568, 9.9e+37
747.3857, 9.9e+37
747.5166, 9.9e+37
747.6484, 9.9e+37
747.7783, 9.9e+37
747.9082, 9.9e+37
748.0332, 9.9e+37
748.168, 9.9e+37
748.2939, 9.9e+37
748.4238, 9.9e+37
748.5547, 9.9e+37
748.6816, 9.9e+37
748.8174, 9.9e+37
748.9492, 9.9e+37
749.0986, 9.9e+37
749.2402, 9.9e+37
749.3682, 9.9e+37
749.499, 9.9e+37
749.627, 9.9e+37
749.7568, 9.9e+37
749.8975, 9.9e+37
750.0518, 9.9e+37
750.1953, 9.9e+37
750.3379, 9.9e+37
750.4736, 9.9e+37
750.6309, 9.9e+37
750.7744, 9.9e+37
750.9297, 9.9e+37
751.0645, 9.9e+37
751.1963, 9.9e+37
751.3262, 9.9e+37
751.4551, 9.9e+37
751.585, 9.9e+37
751.7119, 9.9e+37
751.8398, 9.9e+37
751.9854, 9.9e+37
752.1279, 9.9e+37
752.2568, 9.9e+37
752.3887, 9.9e+37
752.5166, 9.9e+37
752.6455, 9.9e+37
752.7754, 9.9e+37
752.9131, 9.9e+37
753.0518, 9.9e+37
753.1836, 9.9e+37
753.3105, 9.9e+37
753.4443, 9.9e+37
753.5723, 9.9e+37
753.708, 9.9e+37
753.8428, 9.9e+37
753.9717, 9.9e+37
754.0996, 9.9e+37
754.2344, 9.9e+37
754.3652, 9.9e+37
754.5107, 9.9e+37
754.6514, 9.9e+37
754.7832, 9.9e+37
754.9121, 9.9e+37
755.041, 9.9e+37
755.1738, 9.9e+37
755.3086, 9.9e+37
755.4385, 9.9e+37
755.5713, 9.9e+37
755.7021, 9.9e+37
755.8408, 9.9e+37
755.9687, 9.9e+37
756.0947, 9.9e+37
756.2295, 9.9e+37
756.3613, 9.9e+37
756.4902, 9.9e+37
