Time sep (s?), Charge (C)
2.037109, 3.528052e-11
2.188477, 1.198795e-11
2.344727, -7.462767e-12
2.492188, -2.247068e-11
2.644531, -3.687895e-11
2.78418, -5.224666e-11
2.931641, -6.197217e-11
3.074219, -1.739663e-08
3.204102, -1.295797e-07
3.34668, -2.549741e-07
3.479492, -3.752506e-07
3.618164, -5.021597e-07
3.749023, -6.215663e-07
3.879883, -7.423438e-07
4.010742, -8.617052e-07
4.140625, -8.716146e-07
4.270508, -8.715884e-07
4.410156, -8.715806e-07
4.544922, -8.715659e-07
4.703125, -8.715564e-07
4.84375, -8.715441e-07
4.989258, -8.715378e-07
5.128906, -9.241845e-07
5.268555, -1.046512e-06
5.400391, -1.163027e-06
5.529297, -1.280063e-06
5.662109, -1.400263e-06
5.795898, -1.522407e-06
5.929688, -1.644536e-06
6.05957, -1.740383e-06
6.197266, -1.740335e-06
6.331055, -1.740317e-06
6.462891, -1.740292e-06
6.601563, -1.740274e-06
6.740234, -1.740256e-06
6.895508, -1.740241e-06
7.045898, -1.74064e-06
7.182617, -1.852546e-06
7.337891, -1.989605e-06
7.546875, -2.174168e-06
7.69043, -2.305919e-06
7.84082, -2.444255e-06
7.980469, -2.573345e-06
8.146484, -2.614883e-06
8.310547, -2.614848e-06
8.453125, -2.614787e-06
8.612305, -2.614797e-06
8.761719, -2.614735e-06
8.892578, -2.614802e-06
9.03125, -2.614686e-06
9.175781, -2.662832e-06
9.324219, -2.793278e-06
9.478516, -2.933691e-06
9.626953, -3.071954e-06
9.757813, -3.195565e-06
9.891602, -3.320861e-06
10.02344, -3.445135e-06
10.16797, -3.504094e-06
10.31738, -3.504152e-06
10.46191, -3.504095e-06
10.59277, -3.504069e-06
10.72949, -3.504017e-06
10.86133, -3.504029e-06
10.99316, -3.50396e-06
11.14062, -3.503924e-06
11.28418, -3.503901e-06
11.43359, -3.50395e-06
11.58691, -3.50386e-06
11.75098, -3.503879e-06
11.89453, -3.503889e-06
12.0293, -3.503866e-06
12.16113, -3.503887e-06
12.2959, -3.503847e-06
12.43262, -3.503859e-06
