Time sep (ms?), Current (A)
0.0, -2.242e-08
2.002, -1.643e-08
4.004, -1.75e-08
6.006, -2.262e-08
8.008, -1.494e-08
10.01, -1.737e-08
12.012, -1.78e-08
14.014, -2.096e-08
16.016, -1.986e-08
18.018, -1.595e-08
20.02, -1.755e-08
22.022, -1.868e-08
24.024, -1.558e-08
26.026, -1.18e-08
28.028, -1.584e-08
30.03, -2.063e-08
32.032, -1.76e-08
34.034, -2.104e-08
36.036, -2.216e-08
38.038, -1.841e-08
40.04, -2.02e-08
42.042, -1.9e-08
44.044, -1.686e-08
46.046, -1.764e-08
48.048, -1.709e-08
50.05, -2.016e-08
52.052, -1.813e-08
54.054, -1.805e-08
56.056, -1.743e-08
58.058, -1.956e-08
60.06, -1.538e-08
62.062, -1.867e-08
64.064, -1.735e-08
66.066, -2.075e-08
68.068, -1.728e-08
70.07, -1.971e-08
72.072, -1.715e-08
74.074, -1.886e-08
76.076, -1.865e-08
78.078, -1.555e-08
80.08, -1.549e-08
82.082, -1.609e-08
84.084, -1.831e-08
86.086, -1.784e-08
88.088, -1.601e-08
90.09, -1.761e-08
92.092, -2.287e-08
94.094, -2.02e-08
96.096, -1.864e-08
98.098, -1.93e-08
100.1, -2.072e-08
102.1, -1.982e-08
104.1, -1.855e-08
106.11, -1.924e-08
108.11, -1.817e-08
110.11, -1.54e-08
112.11, -1.762e-08
114.11, -1.982e-08
116.12, -1.745e-08
118.12, -2.189e-08
120.12, -1.778e-08
122.12, -2.048e-08
124.12, -1.835e-08
126.13, -1.923e-08
128.13, -1.905e-08
130.13, -1.454e-08
132.13, -1.697e-08
134.13, -1.937e-08
136.14, -1.788e-08
138.14, -1.395e-08
140.14, -1.59e-08
142.14, -1.656e-08
144.14, -1.876e-08
146.15, -1.635e-08
148.15, -1.478e-08
150.15, -1.511e-08
152.15, -1.581e-08
154.15, -1.659e-08
156.16, -2.013e-08
158.16, -1.737e-08
160.16, -1.516e-08
162.16, -1.72e-08
164.16, -1.595e-08
166.17, -1.488e-08
168.17, -1.719e-08
170.17, -1.76e-08
172.17, -1.915e-08
174.17, -2e-08
176.18, -1.657e-08
178.18, -1.719e-08
180.18, -1.982e-08
182.18, -1.689e-08
184.18, -1.529e-08
186.19, -1.5e-08
188.19, -1.303e-08
190.19, -1.699e-08
192.19, -1.83e-08
194.19, -1.879e-08
196.2, -2.004e-08
198.2, -1.758e-08
200.2, -1.393e-08
202.2, -1.681e-08
204.2, -2.185e-08
206.21, -2.256e-08
208.21, -2.158e-08
210.21, -1.989e-08
212.21, -1.815e-08
214.21, -1.908e-08
216.22, -1.662e-08
218.22, -2.173e-08
220.22, -2.108e-08
222.22, -2.315e-08
224.22, -2.288e-08
226.23, -2.198e-08
228.23, -2.371e-08
230.23, -2.282e-08
232.23, -1.974e-08
234.23, -2.621e-08
236.24, -2.298e-08
238.24, -2.227e-08
240.24, -2.008e-08
242.24, -2.22e-08
244.24, -2.166e-08
246.25, -1.853e-08
248.25, -2.013e-08
250.25, -1.903e-08
252.25, -1.754e-08
254.25, -1.757e-08
256.26, -1.743e-08
258.26, -1.704e-08
260.26, -1.772e-08
262.26, -1.968e-08
264.26, -2.35e-08
266.27, -2.036e-08
268.27, -1.742e-08
270.27, -1.772e-08
272.27, -1.964e-08
274.27, -2.051e-08
276.28, -2.347e-08
278.28, -1.832e-08
280.28, -1.695e-08
282.28, -2.282e-08
284.28, -2.356e-08
286.29, -2.026e-08
288.29, -2.148e-08
290.29, -1.887e-08
292.29, -2.057e-08
294.29, -2.226e-08
296.3, -2.183e-08
298.3, -2.323e-08
300.3, -1.818e-08
302.3, -1.768e-08
304.3, -2.247e-08
306.31, -2.078e-08
308.31, -1.967e-08
310.31, -1.998e-08
312.31, -2.219e-08
314.31, -1.885e-08
316.32, -2.153e-08
318.32, -2.48e-08
320.32, -2.016e-08
322.32, -2.422e-08
324.32, -2.421e-08
326.33, -2.211e-08
328.33, -2.273e-08
330.33, -2.288e-08
332.33, -2.175e-08
334.33, -2.126e-08
336.34, -2.371e-08
338.34, -2.034e-08
340.34, -2.463e-08
342.34, -2.251e-08
344.34, -2.1e-08
346.35, -2.174e-08
348.35, -2.102e-08
350.35, -2.007e-08
