Time sep (s?), Charge (C)
399.1045, -2.089535e-06
399.2324, -2.089531e-06
399.3633, -2.089541e-06
399.501, -2.089534e-06
399.6328, -2.089549e-06
399.7852, -2.089535e-06
399.9482, -2.089535e-06
400.1152, -2.089823e-06
400.2734, -2.092271e-06
400.4229, -2.094669e-06
400.5791, -2.097334e-06
400.8135, -2.099436e-06
400.9854, -2.102314e-06
401.1582, -2.103853e-06
401.3262, -2.103835e-06
401.4932, -2.103784e-06
401.667, -2.103863e-06
401.8154, -2.103828e-06
401.9727, -2.103817e-06
402.1318, -2.103857e-06
402.2754, -2.105312e-06
402.4268, -2.107693e-06
402.5781, -2.110319e-06
402.7559, -2.113355e-06
402.9141, -2.116054e-06
403.0732, -2.118851e-06
403.2188, -2.12029e-06
403.3652, -2.120342e-06
403.5078, -2.120315e-06
403.6484, -2.120366e-06
403.8018, -2.120275e-06
403.9492, -2.120352e-06
404.083, -2.120309e-06
404.2324, -2.120616e-06
404.3662, -2.122803e-06
404.498, -2.124975e-06
404.627, -2.127268e-06
404.7773, -2.129856e-06
404.9092, -2.132194e-06
405.041, -2.134485e-06
405.1758, -2.136904e-06
405.3027, -2.137029e-06
405.4326, -2.137106e-06
405.5645, -2.137038e-06
405.6963, -2.137053e-06
405.8281, -2.13714e-06
405.959, -2.137047e-06
406.0908, -2.1371e-06
406.2295, -2.137244e-06
406.3662, -2.139407e-06
406.498, -2.141693e-06
406.6494, -2.144323e-06
406.793, -2.146813e-06
406.9248, -2.149184e-06
407.0557, -2.151447e-06
407.1875, -2.153738e-06
407.3164, -2.153765e-06
407.4502, -2.153769e-06
407.583, -2.153828e-06
407.7119, -2.153772e-06
407.8408, -2.153875e-06
407.9717, -2.153748e-06
408.0996, -2.153831e-06
408.2324, -2.153815e-06
408.3779, -2.153759e-06
408.5107, -2.153838e-06
408.6475, -2.153842e-06
408.7793, -2.153848e-06
408.918, -2.153807e-06
409.0508, -2.153823e-06
409.1797, -2.153798e-06
409.3115, -2.153831e-06
409.4434, -2.153731e-06
409.5859, -2.153763e-06
