Time sep (s?), Charge (C)
2.016602, 3.5761e-11
2.15625, 1.27082e-11
2.288086, -1.670739e-11
2.419922, -4.600392e-11
2.553711, -5.752961e-11
2.689453, -8.010238e-11
2.822266, -1.051955e-10
2.956055, -1.244063e-10
3.088867, -4.404185e-08
3.227539, -1.707366e-07
3.360352, -2.970588e-07
3.491211, -4.242066e-07
3.626953, -5.54963e-07
3.755859, -6.809931e-07
3.887695, -8.100419e-07
4.025391, -9.264534e-07
4.160156, -9.264292e-07
4.294922, -9.264123e-07
4.426758, -9.264052e-07
4.558594, -9.263925e-07
4.695313, -9.263879e-07
4.830078, -9.263825e-07
4.969727, -9.263897e-07
5.105469, -1.017269e-06
5.239258, -1.142248e-06
5.423828, -1.317973e-06
5.555664, -1.447809e-06
5.68457, -1.573745e-06
5.827148, -1.713578e-06
5.966797, -1.849629e-06
6.125977, -1.856929e-06
6.279297, -1.856895e-06
6.424805, -1.856873e-06
6.55957, -1.856854e-06
6.697266, -1.856839e-06
6.832031, -1.856827e-06
6.96875, -1.856821e-06
7.121094, -1.973833e-06
7.326172, -2.162406e-06
7.472656, -2.302019e-06
7.609375, -2.433678e-06
7.753906, -2.571895e-06
7.895508, -2.70788e-06
8.048828, -2.773901e-06
8.189453, -2.773886e-06
8.330078, -2.773905e-06
8.462891, -2.773851e-06
8.594727, -2.773814e-06
8.729492, -2.773805e-06
8.861328, -2.773742e-06
9.000977, -2.786869e-06
9.133789, -2.906241e-06
9.267578, -3.030096e-06
9.415039, -3.170237e-06
9.557617, -3.306672e-06
9.720703, -3.462163e-06
9.876953, -3.611935e-06
10.03711, -3.688251e-06
10.18555, -3.688197e-06
10.34961, -3.688175e-06
10.48535, -3.688147e-06
10.61719, -3.688062e-06
10.75, -3.688048e-06
10.88281, -3.688052e-06
11.01465, -3.687959e-06
11.1543, -3.688024e-06
11.28613, -3.687939e-06
11.41797, -3.687995e-06
11.55957, -3.688006e-06
11.70117, -3.687938e-06
11.85156, -3.687992e-06
11.98047, -3.687926e-06
12.12109, -3.68786e-06
12.25293, -3.687902e-06
12.38574, -3.687892e-06
