Time sep (s?), Charge (C)
162.3418, -6.578136e-07
162.4746, -6.578116e-07
162.6104, -6.578148e-07
162.7422, -6.578192e-07
162.874, -6.578186e-07
163.0059, -6.578165e-07
163.1396, -6.578123e-07
163.2734, -6.578105e-07
163.4063, -6.595778e-07
163.541, -6.629258e-07
163.7402, -6.681063e-07
163.873, -6.716396e-07
164.0088, -6.75245e-07
164.1396, -6.7875e-07
164.2715, -6.823257e-07
164.4053, -6.831962e-07
164.5381, -6.831892e-07
164.6709, -6.831923e-07
164.8057, -6.831917e-07
164.9473, -6.831908e-07
165.0918, -6.831875e-07
165.2383, -6.831925e-07
165.3789, -6.844578e-07
165.5107, -6.878511e-07
165.6426, -6.9135e-07
165.7754, -6.949252e-07
165.9268, -6.990043e-07
166.0713, -7.029458e-07
166.2207, -7.070306e-07
166.3525, -7.090106e-07
166.4893, -7.090064e-07
166.6211, -7.090075e-07
166.7549, -7.090077e-07
166.8867, -7.090116e-07
167.0186, -7.090022e-07
167.1504, -7.090102e-07
167.291, -7.089992e-07
167.4775, -7.134622e-07
167.6768, -7.186815e-07
167.8662, -7.237709e-07
168.1338, -7.310145e-07
168.3154, -7.348672e-07
168.4707, -7.348631e-07
168.6328, -7.348689e-07
168.7871, -7.348675e-07
168.9424, -7.348669e-07
169.0752, -7.348665e-07
169.208, -7.348601e-07
169.3408, -7.352552e-07
169.4805, -7.387424e-07
169.6123, -7.422125e-07
169.7451, -7.457269e-07
169.877, -7.493068e-07
170.0107, -7.528748e-07
170.1436, -7.564375e-07
170.2754, -7.599888e-07
170.4043, -7.603834e-07
170.5371, -7.603841e-07
170.666, -7.603859e-07
170.8066, -7.603831e-07
170.9375, -7.603868e-07
171.0742, -7.603879e-07
171.208, -7.603783e-07
171.3418, -7.603761e-07
171.4727, -7.603822e-07
171.6123, -7.60374e-07
171.75, -7.603856e-07
171.8887, -7.603736e-07
172.0391, -7.603816e-07
172.1826, -7.603718e-07
172.3193, -7.603776e-07
172.458, -7.603767e-07
172.5898, -7.603732e-07
172.7227, -7.603695e-07
