Time sep (s?), Charge (C)
1.995117, 3.335968e-11
2.128906, 6.584948e-12
2.267578, -1.154464e-11
2.418945, -4.204142e-11
2.551758, -5.801034e-11
2.68457, -8.274346e-11
2.816406, -1.055565e-10
2.949219, -1.134804e-10
3.082031, -3.394811e-08
3.212891, -1.466501e-07
3.345703, -2.646755e-07
3.488281, -3.922055e-07
3.621094, -5.129794e-07
3.765625, -6.453215e-07
3.897461, -7.670948e-07
4.038086, -8.721226e-07
4.178711, -8.720926e-07
4.308594, -8.720821e-07
4.44043, -8.720683e-07
4.573242, -8.72065e-07
4.702148, -8.720568e-07
4.834961, -8.720585e-07
4.96875, -8.720524e-07
5.098633, -9.372241e-07
5.235352, -1.057242e-06
5.369141, -1.178463e-06
5.504883, -1.30321e-06
5.636719, -1.425654e-06
5.777344, -1.55817e-06
5.935547, -1.705746e-06
6.092773, -1.760017e-06
6.258789, -1.759988e-06
6.414063, -1.759958e-06
6.579102, -1.759936e-06
6.71875, -1.759932e-06
6.853516, -1.759923e-06
6.985352, -1.759895e-06
7.121094, -1.840974e-06
7.25293, -1.958061e-06
7.400391, -2.09309e-06
7.628906, -2.299815e-06
7.783203, -2.443871e-06
7.925781, -2.578242e-06
8.067383, -2.647884e-06
8.204102, -2.647886e-06
8.34668, -2.64777e-06
8.523438, -2.647748e-06
8.665039, -2.647759e-06
8.828125, -2.64779e-06
9.015625, -2.64771e-06
9.189453, -2.724359e-06
9.347656, -2.864058e-06
9.491211, -2.995294e-06
9.628906, -3.122634e-06
9.785156, -3.266596e-06
9.924805, -3.397878e-06
10.0752, -3.53256e-06
10.20312, -3.532849e-06
10.33398, -3.532869e-06
10.4668, -3.53276e-06
10.59863, -3.532779e-06
10.73047, -3.532728e-06
10.8623, -3.532679e-06
10.99316, -3.53268e-06
11.125, -3.532658e-06
11.25684, -3.532688e-06
11.3877, -3.532618e-06
11.51563, -3.5327e-06
11.6543, -3.532596e-06
11.7959, -3.532644e-06
11.93555, -3.532605e-06
12.07617, -3.532562e-06
12.2207, -3.532533e-06
12.37598, -3.532559e-06
12.53125, -3.53253e-06
