Burst starts (s), Burst ends(A)
1626143447.3997746, 1626143449.4243197
1626143449.4243197, 1626143451.4487271
1626143451.4646242, 1626143453.4861066
1626143453.5045485, 1626143455.5259254
1626143455.5259254, 1626143457.5497127
