Time sep (s?), Charge (C)
1.983398, 4.51264e-11
2.113281, 3.972345e-11
2.245117, 4.008346e-11
2.37793, 4.080401e-11
2.509766, 3.588137e-11
2.637695, 3.624161e-11
2.768555, 3.840259e-11
2.898438, 4.260508e-11
3.027344, -6.989102e-10
3.160156, -1.906749e-09
3.291992, -3.130816e-09
3.422852, -4.357737e-09
3.552734, -5.594655e-09
3.681641, -6.849179e-09
3.8125, -8.092467e-09
3.941406, -9.051137e-09
4.074219, -9.052866e-09
4.208008, -9.049336e-09
4.338867, -9.053438e-09
4.472656, -9.051439e-09
4.604492, -9.052362e-09
4.736328, -9.053435e-09
4.869141, -9.046727e-09
5.0, -9.925467e-09
5.130859, -1.115062e-08
5.263672, -1.241234e-08
5.391602, -1.365056e-08
5.523438, -1.492804e-08
5.655273, -1.620798e-08
5.788086, -1.75123e-08
5.916016, -1.832527e-08
6.046875, -1.833329e-08
6.177734, -1.832822e-08
6.310547, -1.832959e-08
6.443359, -1.833209e-08
6.575195, -1.832589e-08
6.705078, -1.833139e-08
6.837891, -1.832892e-08
6.966797, -1.931793e-08
7.09668, -2.053177e-08
7.228516, -2.180121e-08
7.357422, -2.303862e-08
7.489258, -2.43187e-08
7.621094, -2.55992e-08
7.750977, -2.686931e-08
7.945313, -2.764038e-08
8.078125, -2.763454e-08
8.210938, -2.763813e-08
8.34082, -2.764029e-08
8.470703, -2.763893e-08
8.602539, -2.763855e-08
8.732422, -2.76378e-08
8.862305, -2.764169e-08
8.993164, -2.853903e-08
9.123047, -2.975256e-08
9.254883, -3.101618e-08
9.386719, -3.229943e-08
9.520508, -3.359504e-08
9.651367, -3.486448e-08
9.779297, -3.612527e-08
9.907227, -3.690194e-08
10.03906, -3.690385e-08
10.16992, -3.690607e-08
10.29883, -3.690191e-08
10.42676, -3.690679e-08
10.55664, -3.690367e-08
10.68848, -3.690481e-08
10.82031, -3.689958e-08
10.95117, -3.779045e-08
11.08105, -3.896637e-08
11.21191, -4.019905e-08
11.34277, -4.142694e-08
11.47363, -4.268215e-08
11.60449, -4.394667e-08
11.73633, -4.519934e-08
11.86523, -4.599723e-08
12.00684, -4.600208e-08
12.13867, -4.600258e-08
12.26855, -4.600051e-08
12.40137, -4.60028e-08
12.53418, -4.599393e-08
12.66406, -4.599847e-08
12.79297, -4.599992e-08
12.92578, -4.599922e-08
13.05664, -4.599246e-08
13.1875, -4.600221e-08
13.31836, -4.599671e-08
