Burst starts (s), Burst ends(A)
1626148246.418696, 1626148249.4941707
1626148249.527762, 1626148251.5519252
1626148251.584366, 1626148253.6060648
1626148253.6216826, 1626148255.6358204
1626148255.652885, 1626148257.6745963
