Burst starts (s), Burst ends(A)
1626145638.5531704, 1626145640.5749092
1626145640.5915904, 1626145642.6148038
1626145642.6458929, 1626145644.6598167
1626145644.6723247, 1626145646.67884
1626145646.727219, 1626145648.7507854
