Burst starts (s), Burst ends(A)
1625797056.948769, 1625797058.9621527
1625797059.023194, 1625797061.0322394
1625797061.078135, 1625797063.092689
1625797063.1167185, 1625797065.1321099
1625797065.2114334, 1625797067.222246
