Burst starts (s), Burst ends(A)
1625813105.5979111, 1625813107.6134765
1625813107.6323297, 1625813109.6466594
1625813109.664438, 1625813111.6777892
1625813111.7013607, 1625813113.715725
1625813113.73011, 1625813115.7461748
