Time sep (ms?), Charge (C)
0.0, -1.431e-09
2.002, -1.509e-09
4.004, -1.591e-09
6.006, -1.667e-09
8.008, -1.745e-09
10.01, -1.821e-09
12.012, -1.9e-09
14.014, -1.98e-09
16.016, -2.05e-09
18.018, -2.124e-09
20.02, -2.197e-09
22.022, -2.27e-09
24.024, -2.346e-09
26.026, -2.422e-09
28.028, -2.496e-09
30.03, -2.568e-09
32.032, -2.643e-09
34.034, -2.713e-09
36.036, -2.783e-09
38.038, -2.851e-09
40.04, -2.921e-09
42.042, -2.989e-09
44.044, -3.059e-09
46.046, -3.123e-09
48.048, -3.186e-09
50.05, -3.246e-09
52.052, -3.313e-09
54.054, -3.371e-09
56.056, -3.43e-09
58.058, -3.495e-09
60.06, -3.563e-09
62.062, -3.635e-09
64.064, -3.704e-09
66.066, -3.768e-09
68.068, -3.83e-09
70.07, -3.892e-09
72.072, -3.96e-09
74.074, -4.026e-09
76.076, -4.091e-09
78.078, -4.153e-09
80.08, -4.221e-09
82.082, -4.291e-09
84.084, -4.361e-09
86.086, -4.426e-09
88.088, -4.487e-09
90.09, -4.546e-09
92.092, -4.612e-09
94.094, -4.678e-09
96.096, -4.746e-09
98.098, -4.808e-09
100.1, -4.871e-09
102.1, -4.941e-09
104.1, -5.012e-09
106.11, -5.08e-09
108.11, -5.147e-09
110.11, -5.217e-09
112.11, -5.287e-09
114.11, -5.355e-09
116.12, -5.421e-09
118.12, -5.49e-09
120.12, -5.554e-09
122.12, -5.616e-09
124.12, -5.68e-09
126.13, -5.747e-09
128.13, -5.815e-09
130.13, -5.879e-09
132.13, -5.939e-09
134.13, -6e-09
136.14, -6.055e-09
138.14, -6.117e-09
140.14, -6.176e-09
142.14, -6.237e-09
144.14, -6.302e-09
146.15, -6.361e-09
148.15, -6.424e-09
150.15, -6.483e-09
152.15, -6.549e-09
154.15, -6.609e-09
156.16, -6.673e-09
158.16, -6.732e-09
160.16, -6.792e-09
162.16, -6.854e-09
164.16, -6.925e-09
166.17, -6.994e-09
168.17, -7.059e-09
170.17, -7.127e-09
172.17, -7.194e-09
174.17, -7.258e-09
176.18, -7.327e-09
178.18, -7.389e-09
180.18, -7.455e-09
182.18, -7.517e-09
184.18, -7.582e-09
186.19, -7.647e-09
188.19, -7.71e-09
190.19, -7.777e-09
192.19, -7.839e-09
194.19, -7.91e-09
196.2, -7.982e-09
198.2, -8.051e-09
200.2, -8.117e-09
202.2, -8.186e-09
204.2, -8.256e-09
206.21, -8.324e-09
208.21, -8.394e-09
210.21, -8.468e-09
212.21, -8.54e-09
214.21, -8.617e-09
216.22, -8.69e-09
218.22, -8.768e-09
220.22, -8.84e-09
222.22, -8.908e-09
224.22, -8.979e-09
226.23, -9.049e-09
228.23, -9.117e-09
230.23, -9.182e-09
232.23, -9.249e-09
234.23, -9.318e-09
236.24, -9.386e-09
238.24, -9.453e-09
240.24, -9.522e-09
242.24, -9.589e-09
244.24, -9.654e-09
246.25, -9.716e-09
248.25, -9.786e-09
250.25, -9.849e-09
252.25, -9.916e-09
254.25, -9.981e-09
256.26, -1.0047e-08
258.26, -1.0108e-08
260.26, -1.0171e-08
262.26, -1.0232e-08
264.26, -1.0291e-08
266.27, -1.0359e-08
268.27, -1.0425e-08
270.27, -1.0491e-08
272.27, -1.0557e-08
274.27, -1.0627e-08
276.28, -1.0694e-08
278.28, -1.0763e-08
280.28, -1.0832e-08
282.28, -1.0901e-08
284.28, -1.0971e-08
286.29, -1.1041e-08
288.29, -1.111e-08
290.29, -1.1182e-08
292.29, -1.1248e-08
294.29, -1.1317e-08
296.3, -1.1383e-08
298.3, -1.1449e-08
300.3, -1.1508e-08
302.3, -1.1574e-08
304.3, -1.1643e-08
306.31, -1.1709e-08
308.31, -1.1772e-08
310.31, -1.1836e-08
312.31, -1.1901e-08
314.31, -1.1966e-08
316.32, -1.2033e-08
318.32, -1.2098e-08
320.32, -1.2165e-08
322.32, -1.2231e-08
324.32, -1.2297e-08
326.33, -1.2365e-08
328.33, -1.2435e-08
330.33, -1.2498e-08
332.33, -1.2565e-08
334.33, -1.2633e-08
336.34, -1.2701e-08
338.34, -1.277e-08
340.34, -1.2836e-08
342.34, -1.2903e-08
344.34, -1.2968e-08
346.35, -1.3032e-08
348.35, -1.3097e-08
350.35, -1.3163e-08
352.35, -1.3225e-08
354.35, -1.3292e-08
356.36, -1.3361e-08
358.36, -1.3427e-08
360.36, -1.3495e-08
362.36, -1.3567e-08
364.36, -1.3636e-08
366.37, -1.3705e-08
368.37, -1.3774e-08
370.37, -1.3847e-08
372.37, -1.3912e-08
374.37, -1.3973e-08
376.38, -1.4032e-08
378.38, -1.4096e-08
380.38, -1.4169e-08
382.38, -1.4245e-08
384.38, -1.432e-08
386.39, -1.439e-08
388.39, -1.4459e-08
390.39, -1.4533e-08
392.39, -1.4612e-08
394.39, -1.4684e-08
396.4, -1.4754e-08
398.4, -1.4823e-08
400.4, -1.49e-08
402.4, -1.4976e-08
404.4, -1.505e-08
406.41, -1.5122e-08
408.41, -1.5199e-08
410.41, -1.5274e-08
412.41, -1.5344e-08
414.41, -1.5416e-08
416.42, -1.5481e-08
418.42, -1.5554e-08
420.42, -1.5623e-08
422.42, -1.5696e-08
424.42, -1.5765e-08
426.43, -1.5831e-08
428.43, -1.5899e-08
430.43, -1.5969e-08
432.43, -1.6039e-08
434.43, -1.6114e-08
436.44, -1.6187e-08
438.44, -1.6254e-08
440.44, -1.6322e-08
442.44, -1.6394e-08
444.44, -1.6464e-08
446.45, -1.6535e-08
448.45, -1.6606e-08
450.45, -1.6672e-08
452.45, -1.6738e-08
454.45, -1.6808e-08
456.46, -1.6873e-08
458.46, -1.6937e-08
460.46, -1.7008e-08
462.46, -1.7079e-08
464.46, -1.7145e-08
466.47, -1.7214e-08
468.47, -1.7281e-08
470.47, -1.735e-08
472.47, -1.7417e-08
474.47, -1.7482e-08
476.48, -1.7549e-08
478.48, -1.7617e-08
480.48, -1.7679e-08
482.48, -1.7746e-08
484.48, -1.7809e-08
486.49, -1.7868e-08
488.49, -1.7928e-08
490.49, -1.799e-08
492.49, -1.8045e-08
494.49, -1.8107e-08
496.5, -1.8171e-08
498.5, -1.824e-08
500.5, -1.8308e-08
502.5, -1.8375e-08
504.5, -1.8441e-08
506.51, -1.8509e-08
508.51, -1.8575e-08
510.51, -1.8645e-08
512.51, -1.8715e-08
514.51, -1.8789e-08
516.52, -1.8864e-08
518.52, -1.8935e-08
520.52, -1.8998e-08
522.52, -1.9062e-08
524.52, -1.9127e-08
526.53, -1.9191e-08
528.53, -1.9257e-08
530.53, -1.9326e-08
532.53, -1.9397e-08
534.53, -1.9467e-08
536.54, -1.9536e-08
538.54, -1.9599e-08
540.54, -1.966e-08
542.54, -1.9722e-08
544.54, -1.9787e-08
546.55, -1.9848e-08
548.55, -1.9915e-08
550.55, -1.998e-08
552.55, -2.0053e-08
554.55, -2.0123e-08
556.56, -2.0193e-08
558.56, -2.0254e-08
560.56, -2.0319e-08
562.56, -2.0385e-08
564.56, -2.0453e-08
566.57, -2.0519e-08
568.57, -2.0586e-08
570.57, -2.0655e-08
572.57, -2.0726e-08
574.57, -2.0796e-08
576.58, -2.0869e-08
578.58, -2.094e-08
580.58, -2.1015e-08
582.58, -2.1087e-08
584.58, -2.1163e-08
586.59, -2.123e-08
588.59, -2.1292e-08
590.59, -2.1363e-08
592.59, -2.1438e-08
594.59, -2.1508e-08
596.6, -2.157e-08
598.6, -2.1631e-08
600.6, -2.1693e-08
602.6, -2.1758e-08
604.6, -2.1824e-08
606.61, -2.1886e-08
608.61, -2.1946e-08
610.61, -2.2013e-08
612.61, -2.2078e-08
