Time sep (s?), Charge (C)
1.989258, 4.452528e-11
2.121094, 4.080331e-11
2.255859, 4.140365e-11
2.389648, 3.528023e-11
2.518555, 3.744152e-11
2.652344, 3.576047e-11
2.785156, 3.552016e-11
2.917969, 4.128357e-11
3.049805, -9.469776e-10
3.181641, -3.929191e-09
3.31543, -7.052792e-09
3.445313, -1.021716e-08
3.577148, -1.342963e-08
3.719727, -1.69515e-08
3.849609, -2.024653e-08
3.978516, -2.336076e-08
4.112305, -2.336786e-08
4.244141, -2.337308e-08
4.374023, -2.33667e-08
4.504883, -2.336535e-08
4.634766, -2.336433e-08
4.766602, -2.337191e-08
4.898438, -2.336888e-08
5.030273, -2.484188e-08
5.164063, -2.795599e-08
5.294922, -3.117997e-08
5.427734, -3.44528e-08
5.560547, -3.7808e-08
5.692383, -4.111046e-08
5.824219, -4.448107e-08
5.953125, -4.734577e-08
6.083984, -4.735231e-08
6.216797, -4.7348e-08
6.34668, -4.734654e-08
6.477539, -4.734203e-08
6.606445, -4.734925e-08
6.736328, -4.734666e-08
6.868164, -4.73511e-08
6.999023, -4.794083e-08
7.130859, -5.109346e-08
7.262695, -5.430482e-08
7.393555, -5.756728e-08
7.524414, -6.085974e-08
7.661133, -6.433545e-08
7.792969, -6.767393e-08
7.923828, -7.103938e-08
8.053711, -7.15407e-08
8.186523, -7.15392e-08
8.317383, -7.153355e-08
8.449219, -7.153918e-08
8.578125, -7.153441e-08
8.709961, -7.153837e-08
8.84082, -7.154228e-08
8.972656, -7.251593e-08
9.105469, -7.566071e-08
9.237305, -7.8913e-08
9.365234, -8.214767e-08
9.499023, -8.551991e-08
9.630859, -8.883789e-08
9.761719, -9.218905e-08
9.892578, -9.548442e-08
10.02441, -9.557048e-08
10.1582, -9.556673e-08
10.28906, -9.557372e-08
10.4248, -9.557206e-08
10.55371, -9.557004e-08
10.68652, -9.557126e-08
10.81543, -9.556813e-08
10.94922, -9.702548e-08
11.08105, -1.001472e-07
11.21484, -1.033857e-07
11.34668, -1.066254e-07
11.47852, -1.098784e-07
11.6084, -1.131203e-07
11.74023, -1.164133e-07
11.87012, -1.191916e-07
12.00195, -1.191972e-07
12.13379, -1.191881e-07
12.26563, -1.191918e-07
12.39648, -1.191964e-07
12.52734, -1.191908e-07
12.65527, -1.191884e-07
12.78809, -1.19187e-07
12.91504, -1.191886e-07
