Time sep (s?), Charge (C)
2.166016, 4.14037e-11
2.300781, 3.912248e-11
2.4375, 4.020317e-11
2.568359, 4.320463e-11
2.699219, 3.251875e-11
2.833984, 3.540036e-11
2.96582, 3.696103e-11
3.09668, 3.455997e-11
3.230469, 3.287913e-11
3.396484, 3.047767e-11
3.530273, 3.203832e-11
3.662109, 3.143817e-11
3.795898, 3.227876e-11
3.93457, 3.227857e-11
4.072266, 2.711567e-11
4.204102, 2.687564e-11
4.425781, 2.351374e-11
4.557617, 2.783607e-11
4.69043, 2.315365e-11
4.827148, 2.315359e-11
4.970703, 1.823101e-11
5.103516, 1.967164e-11
5.246094, 2.243315e-11
5.430664, 2.06323e-11
5.591797, 1.691033e-11
5.787109, 1.546942e-11
5.919922, 1.61896e-11
6.049805, 1.402865e-11
6.182617, 8.385431e-12
6.314453, 1.751066e-11
6.444336, 9.22603e-12
6.578125, 8.865658e-12
6.709961, 1.618979e-11
6.841797, 1.21077e-11
7.010742, 1.522951e-11
7.143555, 9.346302e-12
7.28125, 1.318823e-11
7.415039, 7.065147e-12
7.550781, 3.343048e-12
7.688477, 9.946648e-12
7.819336, 2.982635e-12
7.955078, 2.02198e-12
8.094727, -7.392004e-13
8.230469, 1.181846e-12
8.375, 9.41594e-13
8.526367, -6.262518e-12
8.683594, -6.190673e-13
8.818359, -3.620847e-12
8.956055, -1.099572e-12
9.09375, -4.992465e-13
9.259766, 1.01183e-13
9.397461, -8.303795e-12
9.540039, -6.86283e-12
9.703125, -9.744296e-12
9.923828, -1.226598e-11
10.05762, -7.823513e-12
10.19336, -7.583302e-12
10.3291, -1.238602e-11
10.45996, -1.094468e-11
10.59277, -1.262587e-11
10.72461, -8.543846e-12
10.85742, -1.406673e-11
11.00195, -1.466682e-11
11.18066, -1.202572e-11
11.3125, -1.826883e-11
11.44629, -1.814885e-11
11.58398, -1.754824e-11
11.71484, -2.007003e-11
11.84668, -1.382668e-11
11.97852, -1.994984e-11
12.11035, -2.427224e-11
12.24219, -1.514703e-11
12.37109, -2.439253e-11
12.50586, -2.331203e-11
12.63965, -1.95899e-11
12.76855, -2.355163e-11
12.90137, -2.643379e-11
13.12695, -2.691414e-11
13.34375, -2.907514e-11
13.47559, -2.319182e-11
