Burst starts (s), Burst ends(A)
1625796850.8812232, 1625796852.9219804
1625796852.9308343, 1625796854.9438899
1625796854.9508085, 1625796856.965761
1625796856.9791698, 1625796858.9936397
1625796859.007793, 1625796861.0175169
