Time sep (ms?), Charge (C)
0.0, -4.61e-10
2.002, -5.36e-10
4.004, -6.12e-10
6.006, -6.84e-10
8.008, -7.54e-10
10.01, -8.25e-10
12.012, -8.97e-10
14.014, -9.62e-10
16.016, -1.035e-09
18.018, -1.106e-09
20.02, -1.178e-09
22.022, -1.246e-09
24.024, -1.319e-09
26.026, -1.39e-09
28.028, -1.469e-09
30.03, -1.545e-09
32.032, -1.611e-09
34.034, -1.683e-09
36.036, -1.759e-09
38.038, -1.836e-09
40.04, -1.911e-09
42.042, -1.984e-09
44.044, -2.055e-09
46.046, -2.128e-09
48.048, -2.198e-09
50.05, -2.269e-09
52.052, -2.343e-09
54.054, -2.414e-09
56.056, -2.487e-09
58.058, -2.555e-09
60.06, -2.622e-09
62.062, -2.693e-09
64.064, -2.761e-09
66.066, -2.827e-09
68.068, -2.891e-09
70.07, -2.96e-09
72.072, -3.029e-09
74.074, -3.101e-09
76.076, -3.172e-09
78.078, -3.249e-09
80.08, -3.324e-09
82.082, -3.395e-09
84.084, -3.469e-09
86.086, -3.539e-09
88.088, -3.609e-09
90.09, -3.68e-09
92.092, -3.753e-09
94.094, -3.823e-09
96.096, -3.898e-09
98.098, -3.972e-09
100.1, -4.052e-09
102.1, -4.122e-09
104.1, -4.196e-09
106.11, -4.273e-09
108.11, -4.348e-09
110.11, -4.423e-09
112.11, -4.5e-09
114.11, -4.574e-09
116.12, -4.65e-09
118.12, -4.729e-09
120.12, -4.805e-09
122.12, -4.885e-09
124.12, -4.96e-09
126.13, -5.04e-09
128.13, -5.116e-09
130.13, -5.193e-09
132.13, -5.271e-09
134.13, -5.352e-09
136.14, -5.436e-09
138.14, -5.516e-09
140.14, -5.593e-09
142.14, -5.673e-09
144.14, -5.753e-09
146.15, -5.828e-09
148.15, -5.905e-09
150.15, -5.983e-09
152.15, -6.059e-09
154.15, -6.143e-09
156.16, -6.218e-09
158.16, -6.292e-09
160.16, -6.364e-09
162.16, -6.441e-09
164.16, -6.518e-09
166.17, -6.594e-09
168.17, -6.671e-09
170.17, -6.746e-09
172.17, -6.823e-09
174.17, -6.894e-09
176.18, -6.97e-09
178.18, -7.045e-09
180.18, -7.115e-09
182.18, -7.188e-09
184.18, -7.26e-09
186.19, -7.33e-09
188.19, -7.403e-09
190.19, -7.476e-09
192.19, -7.549e-09
194.19, -7.623e-09
196.2, -7.698e-09
198.2, -7.775e-09
200.2, -7.847e-09
202.2, -7.922e-09
204.2, -7.996e-09
206.21, -8.073e-09
208.21, -8.148e-09
210.21, -8.223e-09
212.21, -8.299e-09
214.21, -8.373e-09
216.22, -8.452e-09
218.22, -8.522e-09
220.22, -8.601e-09
222.22, -8.673e-09
224.22, -8.74e-09
226.23, -8.805e-09
228.23, -8.876e-09
230.23, -8.95e-09
232.23, -9.022e-09
234.23, -9.094e-09
236.24, -9.175e-09
238.24, -9.249e-09
240.24, -9.327e-09
242.24, -9.402e-09
244.24, -9.48e-09
246.25, -9.555e-09
248.25, -9.629e-09
250.25, -9.701e-09
252.25, -9.773e-09
254.25, -9.844e-09
256.26, -9.92e-09
258.26, -9.995e-09
260.26, -1.0073e-08
262.26, -1.0148e-08
264.26, -1.0219e-08
266.27, -1.029e-08
268.27, -1.0366e-08
270.27, -1.0439e-08
272.27, -1.0512e-08
274.27, -1.0588e-08
276.28, -1.0662e-08
278.28, -1.0731e-08
280.28, -1.0805e-08
282.28, -1.0875e-08
284.28, -1.0947e-08
286.29, -1.1019e-08
288.29, -1.1088e-08
290.29, -1.1163e-08
292.29, -1.1237e-08
294.29, -1.1308e-08
296.3, -1.1379e-08
298.3, -1.1452e-08
300.3, -1.1523e-08
302.3, -1.1593e-08
304.3, -1.1662e-08
306.31, -1.1736e-08
308.31, -1.1807e-08
310.31, -1.1875e-08
312.31, -1.1943e-08
314.31, -1.2009e-08
316.32, -1.2079e-08
318.32, -1.2144e-08
320.32, -1.2215e-08
322.32, -1.2284e-08
324.32, -1.2353e-08
326.33, -1.2421e-08
328.33, -1.2492e-08
330.33, -1.2559e-08
332.33, -1.2632e-08
334.33, -1.2701e-08
336.34, -1.2775e-08
338.34, -1.2847e-08
340.34, -1.2922e-08
342.34, -1.2996e-08
344.34, -1.3071e-08
346.35, -1.3141e-08
