Time sep (s?), Charge (C)
1.989258, 4.200402e-11
2.123047, 3.576041e-11
2.253906, 4.524577e-11
2.384766, 3.804164e-11
2.513672, 3.804159e-11
2.645508, 3.696122e-11
2.779297, 3.503997e-11
2.911133, 3.948262e-11
3.084961, -5.024498e-08
3.543945, -3.818772e-07
3.732422, -5.243353e-07
4.011719, -7.229168e-07
4.144531, -7.228863e-07
4.277344, -7.228547e-07
4.410156, -7.228402e-07
4.539063, -7.228315e-07
4.670898, -7.228136e-07
4.801758, -7.228078e-07
4.933594, -7.227903e-07
5.070313, -7.618536e-07
5.203125, -8.55695e-07
5.333984, -9.526915e-07
5.466797, -1.050102e-06
5.598633, -1.148926e-06
5.732422, -1.249349e-06
5.864258, -1.34761e-06
5.99707, -1.437101e-06
6.129883, -1.437066e-06
6.263672, -1.437048e-06
6.544922, -1.436994e-06
6.680664, -1.436977e-06
6.995117, -1.445655e-06
7.12793, -1.53674e-06
7.258789, -1.631787e-06
7.390625, -1.728425e-06
7.521484, -1.82481e-06
7.658203, -1.925802e-06
7.797852, -2.030606e-06
7.995117, -2.141782e-06
8.125977, -2.141852e-06
8.257813, -2.141742e-06
8.389648, -2.141733e-06
8.519531, -2.141673e-06
8.654297, -2.141692e-06
8.785156, -2.141714e-06
8.918945, -2.141705e-06
9.048828, -2.210905e-06
9.179688, -2.304853e-06
9.311523, -2.401064e-06
9.444336, -2.499449e-06
9.573242, -2.596539e-06
9.704102, -2.695317e-06
9.837891, -2.796637e-06
9.969727, -2.852948e-06
10.10156, -2.852976e-06
10.23438, -2.85297e-06
10.36523, -2.852885e-06
10.49609, -2.852847e-06
10.62793, -2.852912e-06
10.75977, -2.85281e-06
10.89063, -2.852845e-06
11.02148, -2.933495e-06
11.15527, -3.029754e-06
11.28711, -3.128112e-06
11.41895, -3.228787e-06
11.5498, -3.327771e-06
11.68262, -3.429896e-06
11.81348, -3.529633e-06
11.94531, -3.574947e-06
12.07812, -3.574989e-06
12.21094, -3.57484e-06
12.34375, -3.574899e-06
12.47559, -3.574881e-06
12.60938, -3.57478e-06
12.74316, -3.574782e-06
12.875, -3.574818e-06
