Time sep (ms?), Charge (C)
0.0, -2.91e-10
2.002, -3.62e-10
4.004, -4.36e-10
6.006, -5.11e-10
8.008, -5.84e-10
10.01, -6.55e-10
12.012, -7.26e-10
14.014, -7.92e-10
16.016, -8.63e-10
18.018, -9.35e-10
20.02, -1.006e-09
22.022, -1.074e-09
24.024, -1.14e-09
26.026, -1.211e-09
28.028, -1.282e-09
30.03, -1.353e-09
32.032, -1.429e-09
34.034, -1.494e-09
36.036, -1.563e-09
38.038, -1.636e-09
40.04, -1.708e-09
42.042, -1.782e-09
44.044, -1.858e-09
46.046, -1.931e-09
48.048, -2.003e-09
50.05, -2.075e-09
52.052, -2.157e-09
54.054, -2.233e-09
56.056, -2.306e-09
58.058, -2.379e-09
60.06, -2.45e-09
62.062, -2.525e-09
64.064, -2.595e-09
66.066, -2.665e-09
68.068, -2.737e-09
70.07, -2.809e-09
72.072, -2.881e-09
74.074, -2.957e-09
76.076, -3.031e-09
78.078, -3.105e-09
80.08, -3.185e-09
82.082, -3.258e-09
84.084, -3.333e-09
86.086, -3.402e-09
88.088, -3.475e-09
90.09, -3.55e-09
92.092, -3.626e-09
94.094, -3.702e-09
96.096, -3.775e-09
98.098, -3.853e-09
100.1, -3.935e-09
102.1, -4.016e-09
104.1, -4.093e-09
106.11, -4.167e-09
108.11, -4.243e-09
110.11, -4.316e-09
112.11, -4.391e-09
114.11, -4.468e-09
116.12, -4.543e-09
118.12, -4.623e-09
120.12, -4.699e-09
122.12, -4.772e-09
124.12, -4.844e-09
126.13, -4.919e-09
128.13, -4.994e-09
130.13, -5.073e-09
132.13, -5.151e-09
134.13, -5.221e-09
136.14, -5.293e-09
138.14, -5.363e-09
140.14, -5.439e-09
142.14, -5.514e-09
144.14, -5.583e-09
146.15, -5.652e-09
148.15, -5.718e-09
150.15, -5.788e-09
152.15, -5.864e-09
154.15, -5.937e-09
156.16, -6.01e-09
158.16, -6.081e-09
160.16, -6.152e-09
162.16, -6.225e-09
164.16, -6.289e-09
166.17, -6.361e-09
168.17, -6.427e-09
170.17, -6.494e-09
172.17, -6.559e-09
174.17, -6.627e-09
176.18, -6.687e-09
178.18, -6.751e-09
180.18, -6.816e-09
182.18, -6.882e-09
184.18, -6.95e-09
186.19, -7.019e-09
188.19, -7.092e-09
190.19, -7.164e-09
192.19, -7.235e-09
194.19, -7.299e-09
196.2, -7.367e-09
198.2, -7.435e-09
200.2, -7.502e-09
202.2, -7.575e-09
204.2, -7.649e-09
206.21, -7.717e-09
208.21, -7.786e-09
210.21, -7.856e-09
212.21, -7.923e-09
214.21, -7.99e-09
216.22, -8.057e-09
218.22, -8.128e-09
220.22, -8.203e-09
222.22, -8.273e-09
224.22, -8.342e-09
226.23, -8.409e-09
228.23, -8.481e-09
230.23, -8.551e-09
232.23, -8.62e-09
234.23, -8.688e-09
236.24, -8.756e-09
238.24, -8.827e-09
240.24, -8.895e-09
242.24, -8.963e-09
244.24, -9.036e-09
246.25, -9.111e-09
248.25, -9.176e-09
250.25, -9.245e-09
252.25, -9.316e-09
254.25, -9.384e-09
256.26, -9.449e-09
258.26, -9.513e-09
260.26, -9.581e-09
262.26, -9.646e-09
264.26, -9.709e-09
266.27, -9.778e-09
268.27, -9.849e-09
270.27, -9.919e-09
272.27, -9.99e-09
274.27, -1.0062e-08
276.28, -1.013e-08
278.28, -1.0195e-08
280.28, -1.0267e-08
282.28, -1.0334e-08
284.28, -1.0402e-08
286.29, -1.0466e-08
288.29, -1.0536e-08
290.29, -1.061e-08
292.29, -1.0687e-08
294.29, -1.0764e-08
296.3, -1.084e-08
298.3, -1.0917e-08
300.3, -1.0989e-08
302.3, -1.1061e-08
304.3, -1.1127e-08
306.31, -1.1196e-08
308.31, -1.1262e-08
310.31, -1.1329e-08
312.31, -1.1402e-08
314.31, -1.147e-08
316.32, -1.1533e-08
318.32, -1.1601e-08
320.32, -1.1671e-08
322.32, -1.1736e-08
324.32, -1.1805e-08
326.33, -1.187e-08
328.33, -1.1934e-08
330.33, -1.2003e-08
332.33, -1.2072e-08
334.33, -1.2143e-08
336.34, -1.2206e-08
338.34, -1.2273e-08
340.34, -1.2344e-08
342.34, -1.2414e-08
344.34, -1.2481e-08
346.35, -1.2539e-08
348.35, -1.2601e-08
350.35, -1.2667e-08
352.35, -1.2739e-08
354.35, -1.2805e-08
356.36, -1.2875e-08
358.36, -1.294e-08
360.36, -1.3005e-08
362.36, -1.3068e-08
364.36, -1.3129e-08
366.37, -1.3184e-08
368.37, -1.3244e-08
370.37, -1.3305e-08
372.37, -1.3369e-08
374.37, -1.343e-08
376.38, -1.3488e-08
378.38, -1.3542e-08
380.38, -1.3601e-08
382.38, -1.3653e-08
384.38, -1.3707e-08
386.39, -1.377e-08
388.39, -1.383e-08
390.39, -1.3894e-08
392.39, -1.3955e-08
394.39, -1.4016e-08
396.4, -1.4081e-08
398.4, -1.4147e-08
400.4, -1.4216e-08
402.4, -1.4283e-08
404.4, -1.4345e-08
406.41, -1.441e-08
408.41, -1.4473e-08
410.41, -1.4537e-08
412.41, -1.4601e-08
414.41, -1.467e-08
416.42, -1.474e-08
418.42, -1.4803e-08
420.42, -1.4867e-08
422.42, -1.4929e-08
424.42, -1.4999e-08
426.43, -1.5068e-08
428.43, -1.5143e-08
430.43, -1.5211e-08
432.43, -1.5272e-08
434.43, -1.5337e-08
436.44, -1.5406e-08
438.44, -1.5479e-08
440.44, -1.5551e-08
442.44, -1.5628e-08
444.44, -1.5702e-08
446.45, -1.5773e-08
448.45, -1.5849e-08
450.45, -1.5922e-08
452.45, -1.5995e-08
454.45, -1.607e-08
456.46, -1.6144e-08
458.46, -1.6224e-08
460.46, -1.6299e-08
462.46, -1.6369e-08
464.46, -1.6437e-08
466.47, -1.6508e-08
468.47, -1.658e-08
470.47, -1.6654e-08
472.47, -1.6727e-08
474.47, -1.6803e-08
476.48, -1.687e-08
478.48, -1.6939e-08
480.48, -1.7002e-08
482.48, -1.7073e-08
484.48, -1.7145e-08
486.49, -1.7211e-08
488.49, -1.7276e-08
490.49, -1.7346e-08
492.49, -1.7415e-08
494.49, -1.7486e-08
496.5, -1.7555e-08
498.5, -1.7625e-08
500.5, -1.7702e-08
