Burst starts (s), Burst ends(A)
1625794669.0824265, 1625794671.0833004
1625794671.1023073, 1625794673.103122
1625794673.1737194, 1625794675.183175
1625794675.1983087, 1625794677.203558
1625794677.221241, 1625794679.226423
