Time sep (s?), Charge (C)
1.978516, 3.636079e-11
2.110352, 3.756145e-11
2.241211, 4.464544e-11
2.371094, 3.720112e-11
2.50293, 4.416507e-11
2.633789, 4.272439e-11
2.766602, 3.840178e-11
2.898438, 3.888228e-11
3.029297, -4.144881e-10
3.160156, -1.63556e-09
3.288086, -2.892899e-09
3.419922, -4.211679e-09
3.550781, -5.516827e-09
3.682617, -6.878238e-09
3.81543, -8.246247e-09
3.947266, -9.55486e-09
4.075195, -9.584308e-09
4.208008, -9.577685e-09
4.339844, -9.57753e-09
4.470703, -9.578057e-09
4.603516, -9.584376e-09
4.734375, -9.582273e-09
4.864258, -9.581528e-09
4.994141, -9.583718e-09
5.125977, -1.070206e-08
5.255859, -1.195527e-08
5.387695, -1.326863e-08
5.519531, -1.460176e-08
5.651367, -1.59404e-08
5.78125, -1.730478e-08
5.913086, -1.86488e-08
6.043945, -1.926708e-08
6.174805, -1.926909e-08
6.306641, -1.927165e-08
6.435547, -1.926569e-08
6.564453, -1.927378e-08
6.697266, -1.926371e-08
6.829102, -1.927012e-08
6.958008, -1.926989e-08
7.088867, -1.971673e-08
7.21875, -2.092194e-08
7.350586, -2.223581e-08
7.482422, -2.355445e-08
7.614258, -2.487329e-08
7.746094, -2.620395e-08
7.87793, -2.75544e-08
8.009766, -2.888882e-08
8.138672, -2.89068e-08
8.268555, -2.890337e-08
8.397461, -2.891029e-08
8.529297, -2.890386e-08
8.660156, -2.890462e-08
8.790039, -2.890283e-08
8.918945, -2.890852e-08
9.050781, -2.916095e-08
9.180664, -3.036476e-08
9.3125, -3.162541e-08
9.442383, -3.288562e-08
9.575195, -3.416826e-08
9.708984, -3.549492e-08
9.84082, -3.681075e-08
9.969727, -3.809756e-08
10.10254, -3.828916e-08
10.2334, -3.828968e-08
10.36523, -3.828848e-08
10.49707, -3.829252e-08
10.62793, -3.828218e-08
10.75879, -3.829052e-08
10.88867, -3.828532e-08
11.02051, -3.85552e-08
11.15137, -3.974207e-08
11.28418, -4.098648e-08
11.41602, -4.228122e-08
11.54883, -4.356116e-08
11.68066, -4.4849e-08
11.81348, -4.616232e-08
11.94629, -4.748151e-08
12.07617, -4.760955e-08
12.20703, -4.760348e-08
12.33887, -4.76067e-08
12.47266, -4.761211e-08
12.60352, -4.760239e-08
12.7334, -4.760944e-08
12.8623, -4.76062e-08
12.99707, -4.760655e-08
13.12988, -4.761219e-08
13.26074, -4.760071e-08
13.38965, -4.760888e-08
