Time sep (s?), Charge (C)
1.977539, 4.08032e-11
2.236328, 3.744145e-11
2.382813, 3.852207e-11
2.523438, 4.512568e-11
2.655273, 3.804183e-11
2.787109, 4.176371e-11
2.918945, 3.94826e-11
3.049805, -6.923209e-10
3.37793, -5.049865e-09
3.641602, -8.879277e-09
3.774414, -1.089562e-08
4.013672, -1.385294e-08
4.160156, -1.385393e-08
4.298828, -1.385571e-08
4.478516, -1.38518e-08
4.613281, -1.384621e-08
4.741211, -1.385339e-08
5.070313, -1.464801e-08
5.207031, -1.641082e-08
5.37793, -1.882863e-08
5.651367, -2.286722e-08
5.905273, -2.671657e-08
6.041992, -2.786019e-08
6.257813, -2.785978e-08
6.394531, -2.785712e-08
6.535156, -2.785993e-08
6.663086, -2.785911e-08
6.794922, -2.785448e-08
6.927734, -2.785755e-08
7.058594, -2.787811e-08
7.189453, -2.942636e-08
7.323242, -3.123504e-08
7.499023, -3.367882e-08
7.631836, -3.557095e-08
7.761719, -3.749897e-08
7.894531, -3.945935e-08
8.025391, -4.134948e-08
8.163086, -4.142187e-08
8.300781, -4.142341e-08
8.515625, -4.14215e-08
8.644531, -4.142297e-08
8.774414, -4.14185e-08
8.90918, -4.141462e-08
9.054688, -4.17446e-08
9.191406, -4.337616e-08
9.328125, -4.520818e-08
9.462891, -4.703556e-08
9.59375, -4.89507e-08
9.799805, -5.184897e-08
10.21777, -5.471268e-08
10.35449, -5.471574e-08
10.5752, -5.471949e-08
10.70703, -5.471811e-08
10.84668, -5.472051e-08
10.9873, -5.471204e-08
11.40332, -5.626066e-08
11.53516, -5.79838e-08
11.66406, -5.982978e-08
11.7959, -6.174496e-08
11.93066, -6.371943e-08
12.16113, -6.703988e-08
12.29883, -6.829854e-08
12.43359, -6.829664e-08
12.56348, -6.829861e-08
12.69824, -6.829839e-08
12.83301, -6.829627e-08
12.9707, -6.829772e-08
13.10742, -6.829482e-08
