Time sep (s?), Charge (C)
1.991211, 3.804176e-11
2.124023, 3.275874e-11
2.254883, 4.080333e-11
2.383789, 3.07175e-11
2.515625, 3.407949e-11
2.648438, 3.287899e-11
2.77832, 3.41997e-11
2.90625, 2.555462e-11
3.038086, -4.606296e-08
3.168945, -1.406665e-07
3.300781, -2.378562e-07
3.431641, -3.356465e-07
3.563477, -4.360409e-07
3.694336, -5.357136e-07
3.827148, -6.367616e-07
3.957031, -7.224689e-07
4.088867, -7.224476e-07
4.220703, -7.224267e-07
4.350586, -7.224044e-07
4.482422, -7.223994e-07
4.613281, -7.223849e-07
4.745117, -7.223773e-07
4.875, -7.223695e-07
5.006836, -7.425662e-07
5.136719, -8.350391e-07
5.267578, -9.307831e-07
5.398438, -1.028329e-06
5.529297, -1.126392e-06
5.661133, -1.225002e-06
5.792969, -1.323816e-06
5.924805, -1.422382e-06
6.053711, -1.438167e-06
6.18457, -1.438148e-06
6.3125, -1.438127e-06
6.443359, -1.438108e-06
6.575195, -1.438088e-06
6.705078, -1.438071e-06
6.834961, -1.43807e-06
6.967773, -1.446565e-06
7.097656, -1.53695e-06
7.229492, -1.631732e-06
7.361328, -1.728382e-06
7.492188, -1.825411e-06
7.623047, -1.921469e-06
7.75293, -2.018464e-06
7.950195, -2.144136e-06
8.082031, -2.144117e-06
8.212891, -2.144117e-06
8.344727, -2.144029e-06
8.475586, -2.144026e-06
8.607422, -2.143988e-06
8.740234, -2.144024e-06
8.869141, -2.143991e-06
9.000977, -2.197831e-06
9.130859, -2.290833e-06
9.259766, -2.384644e-06
9.392578, -2.482166e-06
9.525391, -2.580786e-06
9.65332, -2.675694e-06
9.78418, -2.773307e-06
9.917969, -2.8497e-06
10.0498, -2.849725e-06
10.18164, -2.849638e-06
10.31152, -2.849656e-06
10.44238, -2.849531e-06
10.57324, -2.849609e-06
10.70215, -2.849546e-06
10.83301, -2.849588e-06
10.96484, -2.892936e-06
11.09863, -2.988042e-06
11.22754, -3.082863e-06
11.35742, -3.180489e-06
11.49121, -3.280421e-06
11.62305, -3.379686e-06
11.75391, -3.477601e-06
11.88672, -3.562697e-06
12.01465, -3.562601e-06
12.14551, -3.562631e-06
12.27734, -3.562525e-06
12.4082, -3.562589e-06
12.53906, -3.562498e-06
12.67285, -3.562497e-06
12.80371, -3.562511e-06
12.93359, -3.562479e-06
