Time sep (ms?), Current (A)
0.0, -3.253e-08
2.002, -3.353e-08
4.004, -3.286e-08
6.006, -3.147e-08
8.008, -3.379e-08
10.01, -3.6e-08
12.012, -3.594e-08
14.014, -3.365e-08
16.016, -3.249e-08
18.018, -3.12e-08
20.02, -3.169e-08
22.022, -3.452e-08
24.024, -3.213e-08
26.026, -3.105e-08
28.028, -3.109e-08
30.03, -2.954e-08
32.032, -3.306e-08
34.034, -3.281e-08
36.036, -3.117e-08
38.038, -3.303e-08
40.04, -3.048e-08
42.042, -3.702e-08
44.044, -3.621e-08
46.046, -4.057e-08
48.048, -3.744e-08
50.05, -3.402e-08
52.052, -3.423e-08
54.054, -3.786e-08
56.056, -3.562e-08
58.058, -3.392e-08
60.06, -3.616e-08
62.062, -3.717e-08
64.064, -3.558e-08
66.066, -3.755e-08
68.068, -3.957e-08
70.07, -3.498e-08
72.072, -3.868e-08
74.074, -3.708e-08
76.076, -3.823e-08
78.078, -3.212e-08
80.08, -3.492e-08
82.082, -3.637e-08
84.084, -3.539e-08
86.086, -3.583e-08
88.088, -3.59e-08
90.09, -3.19e-08
92.092, -3.3e-08
94.094, -3.071e-08
96.096, -3.429e-08
98.098, -3.204e-08
100.1, -3.174e-08
102.1, -3.244e-08
104.1, -3.395e-08
106.11, -3.383e-08
108.11, -3.129e-08
110.11, -3.358e-08
112.11, -3.285e-08
114.11, -3.344e-08
116.12, -3.467e-08
118.12, -3.445e-08
120.12, -3.323e-08
122.12, -3.141e-08
124.12, -3.075e-08
126.13, -3.158e-08
128.13, -3.208e-08
130.13, -3.735e-08
132.13, -3.263e-08
134.13, -3.025e-08
136.14, -3.108e-08
138.14, -3.15e-08
140.14, -3.043e-08
142.14, -3.065e-08
144.14, -2.963e-08
146.15, -3.22e-08
148.15, -3.277e-08
150.15, -3.189e-08
152.15, -3.283e-08
154.15, -3.37e-08
156.16, -3.386e-08
158.16, -3.341e-08
160.16, -3.373e-08
162.16, -3.372e-08
164.16, -3.416e-08
166.17, -3.072e-08
168.17, -2.64e-08
170.17, -2.88e-08
172.17, -2.908e-08
174.17, -3.219e-08
176.18, -3.516e-08
178.18, -3.238e-08
180.18, -3.121e-08
182.18, -3.079e-08
184.18, -3.422e-08
186.19, -3.069e-08
188.19, -3.169e-08
190.19, -3.101e-08
192.19, -3.49e-08
194.19, -3.515e-08
196.2, -3.3e-08
198.2, -3.512e-08
200.2, -3.38e-08
202.2, -3.507e-08
204.2, -3.474e-08
206.21, -2.791e-08
208.21, -3.549e-08
210.21, -3.437e-08
212.21, -3.254e-08
214.21, -3.43e-08
216.22, -3.709e-08
218.22, -3.268e-08
220.22, -3.717e-08
222.22, -3.499e-08
224.22, -3.471e-08
226.23, -3.429e-08
228.23, -3.096e-08
230.23, -3.297e-08
232.23, -3.111e-08
234.23, -3.041e-08
236.24, -3.284e-08
238.24, -3.345e-08
240.24, -3.351e-08
242.24, -3.302e-08
244.24, -3.064e-08
246.25, -3.022e-08
248.25, -3.267e-08
250.25, -2.916e-08
252.25, -2.818e-08
254.25, -2.863e-08
256.26, -2.989e-08
258.26, -3.155e-08
260.26, -2.922e-08
262.26, -2.911e-08
264.26, -2.76e-08
266.27, -3.112e-08
268.27, -3.004e-08
270.27, -3.104e-08
272.27, -3.059e-08
274.27, -3.036e-08
276.28, -3.191e-08
278.28, -3.015e-08
280.28, -2.916e-08
282.28, -3.17e-08
284.28, -3.238e-08
286.29, -3.235e-08
288.29, -2.732e-08
290.29, -3.036e-08
292.29, -3.185e-08
294.29, -3.346e-08
296.3, -2.971e-08
298.3, -3.103e-08
300.3, -3.404e-08
302.3, -3.367e-08
304.3, -3.392e-08
306.31, -3.454e-08
308.31, -3.087e-08
310.31, -3.663e-08
312.31, -3.331e-08
314.31, -3.475e-08
316.32, -3.426e-08
318.32, -3.441e-08
320.32, -3.418e-08
322.32, -3.378e-08
324.32, -3.727e-08
326.33, -3.964e-08
328.33, -3.386e-08
330.33, -3.315e-08
332.33, -3.379e-08
334.33, -3.154e-08
336.34, -3.453e-08
338.34, -3.312e-08
340.34, -3.198e-08
342.34, -3.394e-08
344.34, -3.528e-08
346.35, -3.681e-08
348.35, -3.593e-08
350.35, -3.438e-08
352.35, -3.237e-08
354.35, -3.26e-08
356.36, -2.912e-08
358.36, -3.137e-08
360.36, -3.064e-08
362.36, -3.302e-08
364.36, -3.077e-08
366.37, -2.935e-08
368.37, -3.187e-08
370.37, -2.827e-08
372.37, -3.14e-08
374.37, -3.105e-08
376.38, -2.87e-08
378.38, -3.076e-08
380.38, -2.7e-08
382.38, -2.92e-08
384.38, -3.271e-08
386.39, -2.852e-08
388.39, -3.171e-08
390.39, -2.732e-08
392.39, -2.861e-08
394.39, -3.27e-08
396.4, -2.968e-08
398.4, -2.87e-08
400.4, -2.915e-08
402.4, -3.019e-08
404.4, -3.392e-08
406.41, -3.395e-08
408.41, -3.056e-08
410.41, -3.052e-08
412.41, -2.902e-08
414.41, -2.717e-08
416.42, -3.259e-08
418.42, -3.147e-08
420.42, -3.174e-08
422.42, -3.636e-08
424.42, -2.958e-08
426.43, -3.249e-08
428.43, -3.162e-08
430.43, -3.244e-08
432.43, -3.189e-08
434.43, -2.964e-08
436.44, -3.085e-08
438.44, -3.38e-08
440.44, -3.077e-08
442.44, -3.41e-08
444.44, -3.091e-08
446.45, -3.325e-08
448.45, -3.064e-08
450.45, -2.966e-08
452.45, -2.764e-08
454.45, -3.374e-08
456.46, -3.107e-08
458.46, -2.857e-08
460.46, -3.17e-08
462.46, -2.721e-08
464.46, -2.777e-08
466.47, -2.883e-08
468.47, -3.128e-08
470.47, -3.135e-08
472.47, -2.882e-08
474.47, -3.012e-08
476.48, -2.802e-08
478.48, -2.921e-08
480.48, -3.088e-08
482.48, -3.2e-08
484.48, -3.19e-08
486.49, -3.213e-08
488.49, -2.991e-08
490.49, -2.815e-08
492.49, -3.337e-08
494.49, -3.101e-08
496.5, -2.792e-08
498.5, -2.982e-08
500.5, -2.919e-08
502.5, -3.094e-08
504.5, -3.492e-08
506.51, -3.393e-08
508.51, -3.244e-08
510.51, -3.312e-08
512.51, -3.179e-08
514.51, -2.748e-08
516.52, -2.999e-08
518.52, -2.909e-08
520.52, -2.666e-08
522.52, -2.698e-08
524.52, -2.766e-08
526.53, -2.938e-08
528.53, -2.735e-08
530.53, -2.557e-08
532.53, -2.712e-08
534.53, -2.681e-08
536.54, -2.54e-08
538.54, -2.576e-08
540.54, -2.969e-08
542.54, -2.86e-08
544.54, -3.026e-08
546.55, -2.652e-08
548.55, -2.55e-08
550.55, -2.445e-08
552.55, -2.594e-08
554.55, -2.873e-08
556.56, -2.433e-08
558.56, -2.563e-08
560.56, -2.412e-08
562.56, -2.408e-08
564.56, -2.495e-08
566.57, -2.599e-08
568.57, -2.507e-08
570.57, -2.401e-08
572.57, -2.377e-08
574.57, -2.619e-08
576.58, -2.615e-08
578.58, -2.681e-08
580.58, -2.97e-08
582.58, -2.656e-08
584.58, -3.184e-08
586.59, -3.047e-08
588.59, -2.661e-08
590.59, -2.801e-08
592.59, -2.657e-08
594.59, -2.791e-08
596.6, -2.911e-08
598.6, -2.779e-08
600.6, -2.643e-08
602.6, -2.331e-08
604.6, -2.447e-08
606.61, -2.328e-08
608.61, -2.353e-08
610.61, -2.151e-08
612.61, -2.388e-08
614.61, -2.665e-08
616.62, -2.987e-08
618.62, -3.049e-08
620.62, -3.009e-08
622.62, -2.672e-08
624.62, -2.338e-08
626.63, -2.527e-08
628.63, -2.639e-08
630.63, -2.432e-08
632.63, -2.269e-08
634.63, -2.649e-08
636.64, -2.631e-08
638.64, -2.286e-08
640.64, -2.641e-08
642.64, -2.827e-08
644.64, -2.893e-08
646.65, -2.766e-08
648.65, -3.118e-08
650.65, -2.511e-08
652.65, -2.828e-08
654.65, -2.99e-08
656.66, -2.916e-08
658.66, -2.903e-08
660.66, -3.023e-08
662.66, -3.044e-08
664.66, -2.794e-08
666.67, -2.989e-08
668.67, -2.538e-08
670.67, -2.7e-08
672.67, -2.757e-08
674.67, -3.1e-08
676.68, -2.705e-08
678.68, -2.769e-08
680.68, -2.834e-08
682.68, -2.502e-08
684.68, -2.542e-08
686.69, -2.924e-08
688.69, -2.747e-08
690.69, -2.806e-08
692.69, -2.339e-08
694.69, -2.426e-08
696.7, -2.419e-08
698.7, -2.511e-08
700.7, -2.469e-08
702.7, -2.688e-08
704.7, -2.631e-08
706.71, -2.996e-08
708.71, -2.507e-08
710.71, -2.849e-08
712.71, -2.994e-08
714.71, -3.145e-08
716.72, -3.028e-08
718.72, -3.329e-08
720.72, -3.011e-08
722.72, -3.175e-08
724.72, -2.715e-08
726.73, -2.774e-08
728.73, -2.975e-08
730.73, -2.543e-08
732.73, -2.68e-08
734.73, -2.836e-08
736.74, -2.812e-08
738.74, -2.693e-08
740.74, -2.471e-08
742.74, -2.64e-08
744.74, -2.514e-08
746.75, -2.743e-08
748.75, -3.208e-08
750.75, -2.804e-08
752.75, -2.681e-08
754.75, -2.878e-08
756.76, -2.73e-08
758.76, -2.954e-08
760.76, -2.659e-08
762.76, -3.129e-08
764.76, -2.815e-08
766.77, -3.064e-08
768.77, -3.105e-08
770.77, -2.884e-08
772.77, -2.754e-08
774.77, -2.663e-08
776.78, -3.021e-08
778.78, -3.058e-08
780.78, -2.587e-08
782.78, -2.698e-08
784.78, -2.583e-08
786.79, -2.713e-08
788.79, -2.634e-08
790.79, -2.417e-08
792.79, -2.539e-08
794.79, -2.488e-08
796.8, -2.607e-08
798.8, -2.724e-08
800.8, -2.538e-08
802.8, -2.899e-08
804.8, -2.96e-08
806.81, -2.889e-08
808.81, -2.588e-08
810.81, -2.629e-08
812.81, -2.342e-08
814.81, -2.412e-08
816.82, -2.692e-08
818.82, -2.662e-08
820.82, -2.743e-08
822.82, -2.311e-08
824.82, -2.994e-08
826.83, -2.657e-08
828.83, -2.686e-08
830.83, -2.677e-08
832.83, -2.295e-08
834.83, -2.618e-08
836.84, -2.948e-08
838.84, -2.742e-08
840.84, -2.559e-08
842.84, -2.673e-08
844.84, -2.555e-08
846.85, -2.526e-08
848.85, -2.625e-08
850.85, -2.151e-08
852.85, -2.756e-08
854.85, -2.941e-08
856.86, -2.837e-08
858.86, -2.608e-08
860.86, -2.979e-08
862.86, -2.609e-08
864.86, -2.75e-08
866.87, -2.463e-08
868.87, -3.08e-08
870.87, -2.946e-08
872.87, -2.851e-08
874.87, -2.693e-08
876.88, -2.735e-08
878.88, -2.94e-08
880.88, -3.057e-08
882.88, -2.999e-08
884.88, -2.869e-08
886.89, -3.236e-08
888.89, -3.328e-08
890.89, -2.989e-08
892.89, -3.186e-08
894.89, -2.769e-08
896.9, -2.752e-08
898.9, -2.836e-08
900.9, -2.846e-08
902.9, -2.893e-08
904.9, -2.988e-08
906.91, -2.574e-08
908.91, -2.814e-08
910.91, -2.564e-08
912.91, -2.692e-08
914.91, -2.636e-08
916.92, -2.998e-08
918.92, -2.916e-08
920.92, -2.82e-08
922.92, -3.392e-08
924.92, -3.12e-08
926.93, -2.878e-08
928.93, -2.887e-08
930.93, -3.085e-08
932.93, -2.745e-08
934.93, -2.907e-08
936.94, -2.943e-08
