Time sep (ms?), Current (A)
0.0, -3.062e-08
2.002, -3.33e-08
4.004, -2.868e-08
6.006, -3.225e-08
8.008, -2.879e-08
10.01, -2.815e-08
12.012, -3.04e-08
14.014, -3.188e-08
16.016, -3.456e-08
18.018, -3.201e-08
20.02, -3.454e-08
22.022, -3.046e-08
24.024, -2.678e-08
26.026, -2.834e-08
28.028, -3.012e-08
30.03, -2.779e-08
32.032, -3.442e-08
34.034, -3.402e-08
36.036, -3.257e-08
38.038, -3.487e-08
40.04, -3.3e-08
42.042, -3.105e-08
44.044, -3.297e-08
46.046, -3.217e-08
48.048, -3.224e-08
50.05, -2.841e-08
52.052, -2.941e-08
54.054, -3.051e-08
56.056, -3.036e-08
58.058, -3.128e-08
60.06, -3.271e-08
62.062, -3.28e-08
64.064, -3.213e-08
66.066, -3.509e-08
68.068, -3.791e-08
70.07, -3.387e-08
72.072, -3.626e-08
74.074, -3.422e-08
76.076, -3.176e-08
78.078, -2.967e-08
80.08, -3.669e-08
82.082, -3.199e-08
84.084, -3.842e-08
86.086, -3.267e-08
88.088, -3.334e-08
90.09, -3.087e-08
92.092, -3.24e-08
94.094, -3.422e-08
96.096, -2.963e-08
98.098, -2.838e-08
100.1, -3.011e-08
102.1, -3.207e-08
104.1, -3.052e-08
106.11, -3.181e-08
108.11, -2.744e-08
110.11, -2.875e-08
112.11, -2.873e-08
114.11, -2.596e-08
116.12, -2.632e-08
118.12, -2.934e-08
120.12, -3.014e-08
122.12, -3.014e-08
124.12, -3.256e-08
126.13, -2.828e-08
128.13, -3.033e-08
130.13, -3.164e-08
132.13, -3.29e-08
134.13, -3.319e-08
136.14, -3.337e-08
138.14, -3.073e-08
140.14, -3.221e-08
142.14, -3.256e-08
144.14, -3.262e-08
146.15, -3.372e-08
148.15, -2.936e-08
150.15, -2.779e-08
152.15, -3.116e-08
154.15, -3.014e-08
156.16, -3.141e-08
158.16, -2.861e-08
160.16, -2.958e-08
162.16, -3.445e-08
164.16, -3.345e-08
166.17, -3.107e-08
168.17, -3.078e-08
170.17, -3.166e-08
172.17, -3.279e-08
174.17, -3.281e-08
176.18, -2.878e-08
178.18, -2.78e-08
180.18, -3.076e-08
182.18, -3.244e-08
184.18, -3.451e-08
186.19, -3.027e-08
188.19, -2.869e-08
190.19, -3.213e-08
192.19, -3.182e-08
194.19, -3.111e-08
196.2, -3.73e-08
198.2, -3.468e-08
200.2, -3.15e-08
202.2, -3.088e-08
204.2, -2.958e-08
206.21, -3.398e-08
208.21, -3.372e-08
210.21, -3.094e-08
212.21, -3.285e-08
214.21, -3.183e-08
216.22, -2.792e-08
218.22, -3.148e-08
220.22, -3.051e-08
222.22, -3.131e-08
224.22, -3.244e-08
226.23, -2.913e-08
228.23, -3.221e-08
230.23, -2.894e-08
232.23, -3.07e-08
234.23, -3.248e-08
236.24, -3.274e-08
238.24, -3.253e-08
240.24, -3.325e-08
242.24, -3.389e-08
244.24, -3.405e-08
246.25, -2.868e-08
248.25, -3.265e-08
250.25, -3.219e-08
252.25, -3.281e-08
254.25, -3.262e-08
256.26, -3.253e-08
258.26, -3.297e-08
260.26, -3.033e-08
262.26, -3.097e-08
264.26, -3.308e-08
266.27, -2.914e-08
268.27, -3.101e-08
270.27, -2.954e-08
272.27, -3.044e-08
274.27, -3.291e-08
276.28, -3.27e-08
278.28, -3.27e-08
280.28, -3.105e-08
282.28, -3.137e-08
284.28, -3.209e-08
286.29, -2.664e-08
288.29, -2.699e-08
290.29, -3.382e-08
292.29, -3.479e-08
294.29, -3.13e-08
296.3, -2.776e-08
298.3, -2.843e-08
300.3, -2.945e-08
302.3, -2.878e-08
304.3, -2.479e-08
306.31, -2.873e-08
308.31, -3.317e-08
310.31, -2.954e-08
312.31, -3.093e-08
314.31, -2.819e-08
316.32, -3.068e-08
318.32, -3.23e-08
320.32, -3.261e-08
322.32, -2.974e-08
324.32, -3.249e-08
326.33, -3.121e-08
328.33, -2.619e-08
330.33, -2.855e-08
332.33, -3.185e-08
334.33, -2.805e-08
336.34, -2.915e-08
338.34, -2.903e-08
340.34, -2.873e-08
342.34, -2.774e-08
344.34, -2.911e-08
346.35, -2.808e-08
348.35, -2.802e-08
350.35, -2.802e-08
352.35, -3.131e-08
354.35, -3.091e-08
356.36, -3.19e-08
358.36, -2.937e-08
360.36, -3.434e-08
362.36, -3.292e-08
364.36, -3.422e-08
366.37, -2.977e-08
368.37, -2.956e-08
370.37, -3.012e-08
372.37, -3.191e-08
374.37, -3.033e-08
376.38, -2.946e-08
378.38, -2.799e-08
380.38, -2.759e-08
382.38, -3.412e-08
384.38, -3.017e-08
386.39, -3.137e-08
388.39, -2.662e-08
390.39, -2.976e-08
392.39, -2.996e-08
394.39, -3.178e-08
396.4, -2.837e-08
398.4, -2.751e-08
400.4, -3.04e-08
402.4, -3.037e-08
404.4, -3.436e-08
406.41, -3.127e-08
408.41, -3.048e-08
410.41, -3.129e-08
412.41, -3.327e-08
414.41, -3.245e-08
416.42, -2.951e-08
418.42, -3.225e-08
420.42, -2.929e-08
422.42, -3.186e-08
424.42, -3.121e-08
426.43, -2.828e-08
428.43, -3.062e-08
430.43, -3.039e-08
432.43, -3.028e-08
434.43, -2.921e-08
436.44, -3.003e-08
438.44, -2.656e-08
440.44, -2.825e-08
442.44, -3.036e-08
444.44, -2.904e-08
446.45, -3.033e-08
448.45, -2.497e-08
450.45, -3.323e-08
452.45, -3.231e-08
454.45, -3.463e-08
456.46, -2.827e-08
458.46, -3.293e-08
460.46, -2.7e-08
462.46, -3.219e-08
464.46, -2.999e-08
466.47, -3.26e-08
468.47, -3.198e-08
470.47, -3.164e-08
472.47, -3.046e-08
474.47, -2.811e-08
476.48, -2.794e-08
478.48, -3.366e-08
480.48, -3.084e-08
482.48, -3.292e-08
484.48, -3.382e-08
486.49, -3.464e-08
488.49, -3.333e-08
490.49, -3.005e-08
492.49, -2.938e-08
494.49, -3.181e-08
496.5, -3.454e-08
498.5, -3.282e-08
500.5, -3.09e-08
502.5, -3.024e-08
504.5, -3.312e-08
506.51, -3.044e-08
508.51, -3.338e-08
510.51, -2.721e-08
512.51, -3.17e-08
514.51, -3.311e-08
516.52, -3.044e-08
518.52, -3.143e-08
520.52, -2.992e-08
522.52, -2.769e-08
524.52, -2.633e-08
526.53, -2.716e-08
528.53, -2.493e-08
530.53, -2.697e-08
532.53, -2.699e-08
534.53, -2.94e-08
536.54, -2.541e-08
538.54, -2.671e-08
540.54, -2.792e-08
542.54, -2.623e-08
544.54, -3.01e-08
546.55, -3.178e-08
548.55, -2.982e-08
550.55, -2.636e-08
552.55, -3.012e-08
554.55, -2.831e-08
556.56, -2.848e-08
558.56, -2.271e-08
560.56, -2.485e-08
562.56, -2.399e-08
564.56, -2.481e-08
566.57, -2.543e-08
568.57, -2.212e-08
570.57, -2.849e-08
572.57, -2.827e-08
574.57, -2.614e-08
576.58, -2.631e-08
578.58, -2.625e-08
580.58, -2.481e-08
582.58, -2.724e-08
584.58, -2.596e-08
586.59, -2.62e-08
588.59, -2.522e-08
590.59, -2.153e-08
592.59, -2.997e-08
594.59, -2.988e-08
596.6, -2.826e-08
598.6, -2.847e-08
600.6, -2.59e-08
602.6, -2.38e-08
604.6, -2.327e-08
606.61, -2.469e-08
608.61, -2.655e-08
610.61, -2.871e-08
612.61, -2.72e-08
614.61, -2.574e-08
616.62, -2.438e-08
618.62, -2.375e-08
620.62, -2.224e-08
622.62, -2.038e-08
624.62, -2.711e-08
626.63, -2.508e-08
628.63, -2.517e-08
630.63, -2.542e-08
632.63, -2.329e-08
634.63, -2.487e-08
636.64, -2.687e-08
638.64, -2.316e-08
640.64, -2.676e-08
642.64, -2.65e-08
644.64, -2.628e-08
646.65, -2.788e-08
648.65, -2.751e-08
650.65, -2.666e-08
652.65, -2.958e-08
654.65, -2.931e-08
656.66, -2.786e-08
658.66, -2.61e-08
660.66, -3.038e-08
662.66, -2.962e-08
664.66, -2.915e-08
666.67, -2.673e-08
668.67, -2.751e-08
670.67, -2.753e-08
672.67, -2.9e-08
674.67, -2.94e-08
676.68, -2.933e-08
678.68, -2.569e-08
680.68, -2.691e-08
682.68, -2.675e-08
684.68, -2.42e-08
686.69, -2.721e-08
688.69, -2.649e-08
690.69, -2.312e-08
692.69, -2.97e-08
694.69, -2.743e-08
696.7, -2.774e-08
698.7, -2.462e-08
700.7, -2.465e-08
702.7, -2.372e-08
704.7, -2.594e-08
706.71, -2.482e-08
708.71, -2.895e-08
710.71, -2.568e-08
712.71, -2.591e-08
714.71, -2.513e-08
716.72, -2.471e-08
718.72, -2.769e-08
720.72, -2.406e-08
722.72, -2.455e-08
724.72, -2.4e-08
726.73, -2.364e-08
728.73, -2.405e-08
730.73, -2.255e-08
732.73, -2.452e-08
734.73, -2.383e-08
736.74, -2.543e-08
738.74, -2.255e-08
740.74, -2.645e-08
742.74, -2.649e-08
744.74, -2.876e-08
746.75, -2.918e-08
748.75, -2.476e-08
750.75, -2.478e-08
752.75, -2.225e-08
754.75, -2.432e-08
756.76, -2.262e-08
758.76, -2.713e-08
760.76, -2.392e-08
762.76, -2.642e-08
764.76, -2.672e-08
766.77, -2.475e-08
768.77, -2.311e-08
770.77, -2.592e-08
772.77, -2.749e-08
774.77, -2.704e-08
776.78, -2.821e-08
778.78, -2.734e-08
780.78, -2.51e-08
782.78, -2.806e-08
784.78, -2.822e-08
786.79, -2.563e-08
788.79, -2.949e-08
790.79, -2.655e-08
792.79, -2.688e-08
794.79, -2.696e-08
796.8, -2.427e-08
798.8, -2.783e-08
800.8, -2.539e-08
802.8, -2.477e-08
804.8, -2.9e-08
806.81, -3.341e-08
808.81, -3.316e-08
810.81, -2.596e-08
812.81, -2.464e-08
814.81, -2.633e-08
816.82, -2.459e-08
818.82, -2.368e-08
820.82, -2.478e-08
822.82, -2.721e-08
824.82, -2.453e-08
826.83, -2.475e-08
828.83, -2.574e-08
830.83, -2.742e-08
832.83, -2.589e-08
834.83, -2.813e-08
836.84, -2.707e-08
838.84, -2.727e-08
840.84, -3.019e-08
842.84, -2.822e-08
844.84, -2.671e-08
846.85, -2.682e-08
848.85, -3.032e-08
850.85, -2.801e-08
852.85, -2.9e-08
854.85, -2.776e-08
856.86, -2.71e-08
858.86, -2.727e-08
860.86, -2.888e-08
862.86, -2.672e-08
864.86, -2.676e-08
866.87, -2.736e-08
868.87, -2.855e-08
870.87, -2.772e-08
872.87, -3.34e-08
874.87, -2.577e-08
876.88, -2.665e-08
878.88, -3.205e-08
880.88, -2.486e-08
882.88, -2.866e-08
884.88, -2.804e-08
886.89, -3.101e-08
888.89, -3.279e-08
890.89, -2.706e-08
892.89, -3.201e-08
894.89, -3.168e-08
896.9, -2.485e-08
898.9, -2.599e-08
900.9, -3.074e-08
902.9, -3.022e-08
904.9, -2.882e-08
906.91, -3.159e-08
908.91, -2.583e-08
910.91, -2.454e-08
912.91, -3.091e-08
914.91, -2.741e-08
916.92, -2.872e-08
918.92, -3.213e-08
920.92, -2.799e-08
922.92, -2.58e-08
924.92, -2.655e-08
926.93, -2.78e-08
928.93, -2.859e-08
930.93, -2.978e-08
932.93, -3.12e-08
934.93, -2.818e-08
936.94, -2.739e-08
938.94, -2.33e-08
940.94, -2.662e-08
942.94, -2.515e-08
944.94, -2.574e-08
946.95, -2.93e-08
948.95, -2.364e-08
950.95, -2.229e-08
952.95, -2.833e-08
954.95, -2.864e-08
956.96, -2.811e-08
958.96, -2.939e-08
