Burst starts (s), Burst ends(A)
1625624580.7569408, 1625624582.77441
1625624582.7754853, 1625624584.7996724
1625624584.8324876, 1625624586.860224
1625624586.9011958, 1625624588.9065287
1625624588.966289, 1625624590.974671
