Wavelength(nm), SC photons / PD electrons
816.0, 2877.747942117968
817.0, 2879.742460113687
818.0, 2866.6044933481785
819.0, 2864.6926084913903
820.0, 2856.193912933882
821.0, 2859.797028198003
822.0, 2852.829598393087
823.0, 2856.2996381521266
824.0, 2846.340162527606
825.0, 2850.8068021491626
826.0, 2840.778605791558
827.0, 2836.281951245963
828.0, 2843.1917571369813
829.0, 2832.8813689516287
830.0, 2840.9041572110714
831.0, 2831.594148049153
832.0, 2823.480145213258
833.0, 2829.050362011787
834.0, 2851.5114967866843
835.0, 2831.530870706215
836.0, 2840.863704020525
837.0, 2849.230097161175
838.0, 2830.8545726854854
839.0, 2818.765757765239
840.0, 2853.013306199168
841.0, 2860.673833830687
842.0, 2843.4348443374442
843.0, 2842.318854968113
844.0, 2835.476090087621
845.0, 2848.2356831058696
846.0, 2856.6442802659367
847.0, 2856.993312073928
848.0, 2861.644221878322
849.0, 2881.8977654291607
850.0, 2916.6607642976505
851.0, 2951.514006527605
852.0, 2994.444075106255
853.0, 3084.144602049632
854.0, 3125.223694668249
856.0, 3424.242675551769
857.0, 3336.406329168671
858.0, 3240.8350824605204
859.0, 3114.8910378934047
860.0, 3025.9846603034152
861.0, 2972.9800460543215
862.0, 2943.0835469956123
863.0, 2946.5539109884394
864.0, 2944.4922763031536
865.0, 2946.4774044181922
866.0, 2950.5348475316628
867.0, 2964.925968778626
868.0, 2973.43883584276
869.0, 2974.2418779089867
870.0, 2982.2725543816496
871.0, 3002.9225338896995
873.0, 3000.544969428942
874.0, 3000.840170987608
875.0, 3007.345200352905
876.0, 3015.450768795194
877.0, 3023.810289636908
878.0, 3019.476249360474
879.0, 3031.4230307263138
880.0, 3037.4103536800167
881.0, 3046.853807451515
882.0, 3049.0065651786567
883.0, 3049.356372095519
884.0, 3055.5664289732736
885.0, 3058.211111948199
886.0, 3073.789117904569
887.0, 3068.2683338518373
888.0, 3085.810121173161
889.0, 3076.3793523753898
890.0, 3067.5809981252296
891.0, 3065.535022391333
892.0, 3067.6269634571995
893.0, 3068.689931363801
894.0, 3057.661062299866
895.0, 3061.470080049464
896.0, 3074.7329791026937
897.0, 3071.8163259751927
898.0, 3071.6864622422054
899.0, 3071.1116111759084
900.0, 3092.6141986701246
901.0, 3094.8686596169046
902.0, 3097.381213290474
903.0, 3103.8287229154553
904.0, 3119.9918108327997
905.0, 3118.566958654494
906.0, 3122.476832319327
907.0, 3129.857924413982
908.0, 3132.731813717369
909.0, 3142.0934373749033
911.0, 3159.040658882316
912.0, 3163.1160406493814
913.0, 3164.1341352873987
914.0, 3178.892787203683
915.0, 3192.9985798200023
916.0, 3199.326196438224
917.0, 3205.65551897339
918.0, 3200.757167175587
919.0, 3219.7039808204636
920.0, 3231.0790251171243
921.0, 3257.6071929427044
922.0, 3268.4220345939
923.0, 3265.951436575708
924.0, 3255.89339518438
925.0, 3280.631444227741
926.0, 3288.445746866014
927.0, 3306.3489265745966
928.0, 3312.381128296756
929.0, 3318.9950061586746
930.0, 3326.8326102618607
931.0, 3330.856519660728
932.0, 3336.627486285147
933.0, 3346.0666474425175
934.0, 3365.4427275842895
935.0, 3373.2278839681017
936.0, 3394.0735600050457
937.0, 3404.9636271898103
938.0, 3410.231127967427
939.0, 3420.0012236137136
940.0, 3449.115220019847
941.0, 3473.120279353412
942.0, 3499.024357540386
943.0, 3521.846350056739
944.0, 3539.682385875201
945.0, 3548.067155879084
946.0, 3573.690605484653
947.0, 3587.320919236617
948.0, 3610.819642298287
949.0, 3599.670009459756
950.0, 3635.0673657231237
951.0, 3659.5535240143618
953.0, 3687.039322299151
954.0, 3710.3314268419717
955.0, 3731.078997643847
956.0, 3754.2154765105965
957.0, 3773.079655081262
958.0, 3775.8493662129745
959.0, 3797.4099661039504
960.0, 3807.707237083466
961.0, 3848.6333994253905
962.0, 3876.2532513624938
963.0, 3897.6368287031114
964.0, 3912.000353604645
965.0, 3936.59085459174
966.0, 3944.265672765886
967.0, 3970.6066428693857
968.0, 3986.0755267067775
969.0, 4024.5000637453427
970.0, 4025.090130299543
971.0, 4075.3700766602396
972.0, 4089.697378946375
974.0, 4118.275930707003
975.0, 4183.871531116947
976.0, 4235.258417967732
977.0, 4258.664191307762
978.0, 4275.794749170329
979.0, 4277.74059071994
980.0, 4316.355586626664
981.0, 4407.4022717632715
982.0, 4424.291050615973
983.0, 4447.042250851618
984.0, 4462.106756499083
985.0, 4529.521147528397
986.0, 4603.93594762905
987.0, 4647.051689736997
988.0, 4657.411004083081
989.0, 4695.0325056761485
990.0, 4729.895321018257
991.0, 4873.549309400351
992.0, 4893.814218413118
993.0, 4939.8071182803205
994.0, 4929.427358892538
995.0, 4936.793774385385
996.0, 5048.600163864913
997.0, 5051.981103934043
998.0, 5050.148763496402
1000.0, 5147.490700772295
1001.0, 5179.936853202567
1002.0, 5199.900842039085
1003.0, 5221.512634672839
1004.0, 5232.794438040261
1005.0, 5305.467529652818
1006.0, 5349.218740798497
1007.0, 5351.708979721748
1008.0, 5369.941915162538
1009.0, 5404.790492530527
1010.0, 5531.885300221418
1012.0, 5553.381155560503
1013.0, 5582.238533454759
1014.0, 5599.8891039434175
1015.0, 5684.086587668993
1016.0, 5685.2367599796935
1017.0, 5712.5097965621735
1018.0, 5750.810679989871
1019.0, 5757.726480245845
1020.0, 5856.509805892643
1021.0, 5883.302660089735
1022.0, 5918.9831935533375
1023.0, 5936.710289397851
1024.0, 5994.115138692634
1025.0, 6113.8202917158105
1026.0, 6197.987807825201
1027.0, 6221.533441037265
1028.0, 6262.0287600475
1029.0, 6364.560228017098
1030.0, 6482.532581288212
1031.0, 6545.079256534751
1032.0, 6647.148807146873
1033.0, 6757.2556727693545
1034.0, 6874.453741570133
1035.0, 7029.77509599506
1036.0, 7110.20217563051
1037.0, 7240.862471788463
1038.0, 7342.951458472816
1039.0, 7484.887824198098
1040.0, 7787.010474316814
1041.0, 7895.532127654493
1042.0, 8000.430424369028
1043.0, 8170.623150690201
1044.0, 8258.000270077508
1045.0, 8545.865101907262
1046.0, 8713.544914434136
1047.0, 8804.633475845923
1048.0, 8937.420371839184
1049.0, 9058.931394105499
