Wavelength(nm), SC charge (e-), PD charge (e-)
509.0, 0.00017817169221402216, 2.2959894999999995e-08
510.0, 0.0001769988418762089, 2.3274736249999998e-08
511.0, 0.00018085905747572815, 2.3879395000000002e-08
512.0, 0.00018311733349514567, 2.4020190178571473e-08
513.0, 0.00018579547164556965, 2.4500776249999985e-08
515.0, 0.00018550426116279066, 2.494871767857148e-08
516.0, 0.00018628647276264592, 2.490916625000001e-08
517.0, 0.000182381297627551, 2.4450183750000002e-08
518.0, 0.00017868053266037736, 2.4157425000000002e-08
519.0, 0.00017570894535447762, 2.3962146249999994e-08
520.0, 0.000173114120913242, 2.347209339285709e-08
521.0, 0.00017210309180592994, 2.3826992499999995e-08
522.0, 0.00017207595807588075, 2.340251321428575e-08
523.0, 0.00017229199264367817, 2.416318785714282e-08
524.0, 0.0001707460824662813, 2.3795553749999996e-08
525.0, 0.0001691097282524272, 2.3673359285714326e-08
526.0, 0.00017294296482568808, 2.4386465833333364e-08
527.0, 0.00016971207635883907, 2.397514166666674e-08
528.0, 0.00016889317348837206, 2.4232934999999985e-08
529.0, 0.0001689016240234375, 2.4354978750000024e-08
530.0, 0.0001687191583752418, 2.4403725000000006e-08
531.0, 0.00019353652045112782, 2.8288047727272673e-08
532.0, 0.00018755781938547484, 2.7649181249999974e-08
533.0, 0.000130203587751938, 1.8947765e-08
534.0, 0.00011721158146067415, 1.731541142857143e-08
536.0, 0.0001228354279303675, 1.7940802788461557e-08
537.0, 0.00012130141018867924, 1.7891463750000026e-08
538.0, 0.00012383759144508669, 1.81946625e-08
539.0, 0.0001196065876404494, 1.810438625e-08
540.0, 0.00012335312562499997, 1.8356298749999998e-08
541.0, 0.0001238829895856874, 1.870198541666668e-08
542.0, 0.00012344563312849163, 1.870034250000004e-08
543.0, 0.0001220164402661597, 1.8806325000000004e-08
544.0, 0.0001209994240690979, 1.8561479821428604e-08
545.0, 0.0001201891034951456, 1.8581129999999995e-08
546.0, 0.00012058398737864074, 1.8495100000000003e-08
547.0, 0.00012156189976744185, 1.8662062500000053e-08
548.0, 0.00012400790964352718, 1.9047537499999996e-08
549.0, 0.00012356446037664783, 1.91021625e-08
550.0, 0.00012551269142857145, 1.9589271428571432e-08
551.0, 0.0001277998134563107, 2.000103615384619e-08
552.0, 0.00013037055361216727, 2.0169896666666646e-08
553.0, 0.0001265482640970874, 2.023457749999999e-08
554.0, 0.00012827642157699445, 2.0303078750000014e-08
555.0, 0.00012877156224806204, 2.018996874999999e-08
556.0, 0.00012840229608247425, 2.0619228333333366e-08
557.0, 0.00012881710090206186, 2.0419433653846174e-08
558.0, 0.00012680095411764708, 2.0391979999999995e-08
559.0, 0.00012776371157894735, 2.0419050000000002e-08
560.0, 0.00012888592083011585, 2.0550122499999993e-08
561.0, 0.00012918369975308642, 2.0647935000000003e-08
562.0, 0.00012650460476190477, 2.0638067142857137e-08
563.0, 0.00012590317700575816, 2.0360831249999996e-08
564.0, 0.00012478399181474478, 2.0670458749999996e-08
565.0, 0.00012415176455968688, 2.008891750000002e-08
566.0, 0.00012406091999999998, 2.0152551964285714e-08
567.0, 0.00012278619666666665, 1.9991776249999994e-08
568.0, 0.00011934660284046694, 1.982313714285715e-08
569.0, 0.0001187386500682594, 1.963898142857144e-08
570.0, 0.00011758252718929257, 1.9519790096153855e-08
571.0, 0.00011492808386363637, 1.93473869047619e-08
572.0, 0.00011461817434951457, 1.9095716249999997e-08
573.0, 0.00011520249392156863, 1.8756688571428577e-08
574.0, 0.00011223081063725489, 1.8804352499999996e-08
575.0, 0.00011280790786407769, 1.862529278846157e-08
576.0, 0.00011330385463178293, 1.868146250000001e-08
577.0, 0.00011259185854651163, 1.844940874999999e-08
578.0, 0.00011104241612403104, 1.8584955714285718e-08
579.0, 0.00011092412208566109, 1.8513467499999997e-08
580.0, 0.0001119714894029851, 1.871249388888894e-08
581.0, 0.00011248054704280155, 1.8879525714285704e-08
582.0, 0.00011329768475655427, 1.9128416249999986e-08
583.0, 0.00011259970994219651, 1.8890686607142833e-08
584.0, 0.00011549914446384039, 1.9230656111111153e-08
585.0, 0.00011302242076350095, 1.895643375e-08
586.0, 0.00011133043069767443, 1.8870554285714286e-08
587.0, 0.0001104569988737864, 1.89089075e-08
588.0, 0.0001102047828790787, 1.890232767857142e-08
589.0, 0.00011023129007812502, 1.8899244999999985e-08
590.0, 0.00011032341656488549, 1.8910788412698415e-08
591.0, 0.00010701449038834949, 1.861604125e-08
592.0, 0.00010949993358348968, 1.88015425e-08
593.0, 0.00010821551860335195, 1.8510623749999988e-08
594.0, 0.00010745498779376497, 1.861093771428571e-08
595.0, 0.00010464620705426355, 1.84726675e-08
596.0, 0.00010622509077669903, 1.8497287499999994e-08
597.0, 0.00010770291846153844, 1.861251749999998e-08
598.0, 0.00010562792097087377, 1.8573683749999996e-08
599.0, 0.00010523095124513618, 1.8591648035714263e-08
600.0, 0.00010293578186311787, 1.8290636249999996e-08
601.0, 0.00010086418640624996, 1.8204912500000003e-08
602.0, 0.00010111953561959656, 1.7864303750000024e-08
603.0, 9.92966803846154e-05, 1.7761152857142873e-08
604.0, 9.938063144531249e-05, 1.769057e-08
605.0, 9.534990611650488e-05, 1.734409666666667e-08
606.0, 9.513613532710284e-05, 1.736456000000001e-08
607.0, 9.574285079847906e-05, 1.7085478749999997e-08
608.0, 9.49798764092664e-05, 1.7260815e-08
609.0, 9.398259664062499e-05, 1.708587028846156e-08
610.0, 9.193964333333334e-05, 1.6998283749999988e-08
611.0, 9.289263029126214e-05, 1.682016428571429e-08
612.0, 9.139141230769231e-05, 1.693543999999998e-08
613.0, 9.183255677669904e-05, 1.703346499999999e-08
614.0, 9.264244357976654e-05, 1.7268898035714305e-08
615.0, 9.42921807518797e-05, 1.734474374999999e-08
616.0, 9.244626267961167e-05, 1.7282606071428585e-08
617.0, 9.414219917808217e-05, 1.745928178571431e-08
618.0, 9.38205666536965e-05, 1.7424443750000003e-08
619.0, 9.184778900383142e-05, 1.7388037032967024e-08
620.0, 9.028106042801556e-05, 1.7094881978021974e-08
621.0, 8.839770558490566e-05, 1.7178845000000005e-08
622.0, 8.823845578125e-05, 1.6863735192307716e-08
623.0, 8.786790396226416e-05, 1.6749721785714278e-08
624.0, 8.541392342431759e-05, 1.6653878928571468e-08
625.0, 8.529930207729468e-05, 1.645226625e-08
626.0, 8.490982660268712e-05, 1.6390110000000005e-08
627.0, 8.409185373271888e-05, 1.636271910714285e-08
628.0, 8.327474672289154e-05, 1.6336045480769243e-08
629.0, 8.557338115384614e-05, 1.633890857142858e-08
630.0, 8.14959671042471e-05, 1.6083312019230804e-08
631.0, 8.29942141984733e-05, 1.61105825e-08
632.0, 8.391088633027521e-05, 1.667268749999999e-08
633.0, 8.344123287671233e-05, 1.6455267500000002e-08
634.0, 8.225450011257038e-05, 1.6580690892857127e-08
635.0, 8.400259504258942e-05, 1.6576950357142887e-08
636.0, 8.241330591682418e-05, 1.650871357142858e-08
637.0, 8.172920230912476e-05, 1.6487076607142845e-08
638.0, 8.11623405319149e-05, 1.6432805e-08
640.0, 7.987024767772512e-05, 1.622745571428572e-08
641.0, 7.998700497087379e-05, 1.6201118749999998e-08
642.0, 8.005041505836576e-05, 1.6139100000000005e-08
643.0, 7.906625242884251e-05, 1.6118448749999992e-08
644.0, 7.793494389413987e-05, 1.599695553571431e-08
645.0, 7.861510193798451e-05, 1.6061182499999988e-08
646.0, 7.686464647969053e-05, 1.6087191269841266e-08
647.0, 7.785716766603413e-05, 1.6034237321428568e-08
648.0, 7.68965816697936e-05, 1.5912028472222237e-08
649.0, 7.567194753731341e-05, 1.5939042499999997e-08
650.0, 7.541646317507418e-05, 1.6064268749999993e-08
651.0, 7.568265840466926e-05, 1.6062926250000013e-08
653.0, 7.715154133704735e-05, 1.638995964285713e-08
654.0, 7.726201572778827e-05, 1.6287015000000014e-08
655.0, 7.651544537275064e-05, 1.6375632499999998e-08
656.0, 7.601307255813953e-05, 1.645152142857143e-08
657.0, 7.442531873786408e-05, 1.631959e-08
658.0, 7.492154891050586e-05, 1.617589125e-08
659.0, 7.34801119318182e-05, 1.5902001250000004e-08
660.0, 7.306321518590997e-05, 1.5879360952380958e-08
661.0, 7.151875782771534e-05, 1.5714252499999997e-08
662.0, 7.109272863198457e-05, 1.592893553571429e-08
663.0, 7.173869556420236e-05, 1.5827169821428562e-08
664.0, 7.104432493333334e-05, 1.557708375e-08
665.0, 7.061201852998064e-05, 1.5662612857142843e-08
666.0, 6.97739325e-05, 1.5627079999999994e-08
667.0, 6.947405139999998e-05, 1.5581578571428535e-08
668.0, 6.94728222007722e-05, 1.5547728571428574e-08
669.0, 0.0013814226234339622, 3.070364125e-07
670.0, 0.0017005951032046328, 3.775229535714285e-07
671.0, 0.001893009915271318, 4.2954362499999983e-07
672.0, 0.0020405885983877155, 4.735717857142857e-07
673.0, 0.0021058239311007466, 5.000246749999998e-07
674.0, 0.002193239775380117, 5.235666464285713e-07
675.0, 0.002269058457239488, 5.638864999999995e-07
676.0, 0.002320293799455252, 5.82935875e-07
677.0, 0.0023622533412621357, 6.039094464285719e-07
678.0, 0.002416402270233918, 6.394643928571423e-07
679.0, 0.002466476983495146, 6.758719285714292e-07
680.0, 0.0025047717519267824, 7.047278571428571e-07
681.0, 0.0025296516396153845, 7.201761571428573e-07
682.0, 0.002506319257037038, 7.105226249999998e-07
683.0, 0.002392269142256809, 6.297715142857145e-07
684.0, 0.0021374507577536232, 5.255252142857149e-07
685.0, 0.0021701279377574364, 5.40185342857143e-07
686.0, 0.0022157598725581398, 5.595561153846159e-07
687.0, 0.00224472153961165, 5.635451249999997e-07
688.0, 0.0021981664558252427, 5.478225374999998e-07
689.0, 0.0022094270215799617, 5.542917571428576e-07
690.0, 0.002293275950402685, 6.001787305555554e-07
691.0, 0.0023353094066218814, 6.14946714285714e-07
692.0, 0.0023649242660194175, 6.378527142857143e-07
693.0, 0.002368125427957559, 6.457091250000004e-07
694.0, 0.0024179678666406247, 6.643297916666673e-07
695.0, 0.002472961922337165, 7.137222500000018e-07
696.0, 0.0025095019200970874, 7.335082678571434e-07
697.0, 0.002515769998461538, 7.509510000000001e-07
698.0, 0.002556868865703275, 7.752489027777791e-07
699.0, 0.0025708621361165045, 7.982782884615398e-07
700.0, 0.002594444326717557, 8.159001000000001e-07
701.0, 0.002607891486212121, 8.317431071428557e-07
702.0, 0.0026147613813281246, 8.439085428571427e-07
703.0, 0.002599555272815534, 8.539101249999996e-07
704.0, 0.0026320733585603107, 8.722943076923066e-07
705.0, 0.0026439629020921303, 8.761651785714301e-07
706.0, 0.002648240703409962, 8.815808749999999e-07
707.0, 0.0026365538866666666, 8.881946428571424e-07
708.0, 0.0026326160281749046, 8.848735875e-07
709.0, 0.0026531995843190664, 8.848215833333359e-07
710.0, 0.0026400820788281248, 8.826602714285717e-07
711.0, 0.0026369823817153993, 8.825003428571429e-07
712.0, 0.0026318704427450985, 8.794773321428567e-07
713.0, 0.0026449134060302455, 8.759177500000014e-07
714.0, 0.002623043872941177, 8.611973750000002e-07
715.0, 0.002610721855294117, 8.590745000000001e-07
716.0, 0.002607570822713178, 8.738796250000007e-07
717.0, 0.0026123340440950635, 8.653956571428576e-07
718.0, 0.0026178101661240307, 8.672713749999999e-07
719.0, 0.0026187618078599216, 8.715970142857145e-07
720.0, 0.002602563740485437, 8.647792285714289e-07
721.0, 0.0026071280508521305, 8.691499999999995e-07
722.0, 0.002603746744414587, 8.699056826923101e-07
723.0, 0.002613023630078125, 8.753391249999996e-07
725.0, 0.0025892305138834944, 8.690391250000009e-07
726.0, 0.0026118729049999997, 8.738401666666672e-07
727.0, 0.0025975332911650486, 8.714929423076928e-07
729.0, 0.00261132754583174, 8.84059374999999e-07
730.0, 0.0026086997560869564, 8.82366957142857e-07
731.0, 0.002623535061590909, 9.020091250000004e-07
732.0, 0.002625391336770427, 9.053823333333342e-07
733.0, 0.00263139110241966, 9.142928714285715e-07
734.0, 0.002635356369500924, 9.228441250000002e-07
735.0, 0.0026430071098443577, 9.328718428571428e-07
736.0, 0.0026407253098116763, 9.296451249999992e-07
737.0, 0.002642308152843327, 9.299249249999999e-07
738.0, 0.002634364691588785, 9.370251249999998e-07
739.0, 0.002640261070818414, 9.328424285714279e-07
740.0, 0.0026320106588888894, 9.292201874999998e-07
741.0, 0.0026240765720388346, 9.273348249999995e-07
742.0, 0.0026287303117054264, 9.268275357142842e-07
743.0, 0.002623273133009708, 9.298113571428572e-07
744.0, 0.002633067179806576, 9.287976624999998e-07
745.0, 0.002625263345944056, 9.319725946428575e-07
746.0, 0.0026247570926782268, 9.23929125e-07
747.0, 0.0026234903500562843, 9.345595375e-07
748.0, 0.002620795047599244, 9.307932499999986e-07
749.0, 0.0026082734185156244, 9.265132500000016e-07
750.0, 0.002615292997436399, 9.353965000000008e-07
751.0, 0.002602545714863813, 9.227904874999997e-07
752.0, 0.0026102523252434454, 9.302373863636345e-07
753.0, 0.002598913105540797, 9.22983821428572e-07
754.0, 0.0025895825834615386, 9.178940119047622e-07
755.0, 0.0025949365563106793, 9.041289807692322e-07
756.0, 0.002589975356448598, 9.061303571428573e-07
757.0, 0.002579300065413711, 9.017551249999997e-07
758.0, 0.0025708385272868216, 8.946835972222212e-07
759.0, 0.0025716137395953753, 9.051036666666679e-07
760.0, 0.0025693316312621357, 8.924234999999998e-07
761.0, 0.002563146658918919, 8.962397571428574e-07
763.0, 0.002552862950058027, 8.887142087912075e-07
764.0, 0.002543900694448669, 8.786082714285717e-07
765.0, 0.0025534472832319383, 8.84519e-07
767.0, 0.002543163906601942, 8.720072499999999e-07
768.0, 0.0025310346757575755, 8.644211547619057e-07
769.0, 0.0025223948180470163, 8.633374166666666e-07
770.0, 0.0025190156141245133, 8.568223428571429e-07
771.0, 0.0025010444326177025, 8.493298035714291e-07
772.0, 0.0025045411247619043, 8.486652000000002e-07
773.0, 0.0024851373727221167, 8.435754285714288e-07
774.0, 0.0024795456169667317, 8.422014642857154e-07
775.0, 0.0024882517757142857, 8.430618392857156e-07
776.0, 0.0024752525182022466, 8.391843857142859e-07
777.0, 0.002484386914163424, 8.389416249999998e-07
778.0, 0.002472832039725776, 8.39313971428572e-07
779.0, 0.002471276788464419, 8.382903749999998e-07
780.0, 0.002467057910152091, 8.339509107142851e-07
781.0, 0.0024727739673786405, 8.374892499999989e-07
782.0, 0.0024728658228519197, 8.301472596153863e-07
783.0, 0.002461704320175438, 8.331171190476177e-07
784.0, 0.002457722857131783, 8.395694999999995e-07
785.0, 0.002460188614776119, 8.350788749999991e-07
786.0, 0.0024563069939062504, 8.326388392857138e-07
788.0, 0.002458331953320463, 8.351273333333344e-07
789.0, 0.0024628993771755726, 8.333058249999999e-07
790.0, 0.0024632951473076924, 8.458819166666677e-07
791.0, 0.002463405341411992, 8.420198571428572e-07
792.0, 0.002465138102616822, 8.481832019230784e-07
793.0, 0.0024621701322480615, 8.486994134615397e-07
794.0, 0.0024712671303773587, 8.524183874999998e-07
795.0, 0.0024755081158252426, 8.534540000000004e-07
797.0, 0.0024700737622813684, 8.673438791208798e-07
798.0, 0.0024804444668965514, 8.660046785714301e-07
799.0, 0.002477024980970874, 8.67402025e-07
800.0, 0.00248058228959847, 8.704327499999985e-07
801.0, 0.002486973197374517, 8.786621571428576e-07
802.0, 0.0024867686612451358, 8.850030416666678e-07
803.0, 0.0024959983764864862, 8.885784999999996e-07
804.0, 0.002493859720646388, 8.825169285714288e-07
805.0, 0.002506511776124031, 8.966009642857128e-07
806.0, 0.0025044773891262136, 8.985427788461553e-07
807.0, 0.0024975076672778826, 9.061128749999999e-07
808.0, 0.002512164082801556, 9.069597678571419e-07
809.0, 0.002508186032467043, 9.057237749999999e-07
810.0, 0.0025129631269811318, 9.134896249999989e-07
811.0, 0.002513310445503876, 9.127157625e-07
812.0, 0.002517442073592233, 9.14280983928572e-07
813.0, 0.0025246779258252436, 9.186839326923088e-07
814.0, 0.0025198745142968747, 9.167179875e-07
815.0, 0.0025355180815384614, 9.224887499999999e-07
816.0, 0.002535078470621469, 9.358586857142858e-07
817.0, 0.002529714441828794, 9.36519791666668e-07
818.0, 0.002533735318054475, 9.400875178571421e-07
819.0, 0.002538899952606284, 9.456422714285716e-07
820.0, 0.0025572825599999996, 9.527248750000008e-07
821.0, 0.002542527161059246, 9.505513624999998e-07
822.0, 0.002536834444612477, 9.43347625e-07
823.0, 0.002548506484328358, 9.445651250000007e-07
824.0, 0.00254150600815534, 9.555307875e-07
825.0, 0.0025584926588845406, 9.552042375e-07
826.0, 0.0025502264060311285, 9.581486538461541e-07
827.0, 0.0025456643230528375, 9.517943571428574e-07
828.0, 0.0025596060937864078, 9.5534875e-07
829.0, 0.002550847863686201, 9.579558571428574e-07
830.0, 0.002558876835048543, 9.58928275e-07
831.0, 0.0025565901618518523, 9.639062874999998e-07
832.0, 0.0025548812759315586, 9.635472500000015e-07
833.0, 0.0025567783624120604, 9.601170000000002e-07
834.0, 0.002545486853534972, 9.626519e-07
835.0, 0.0025572021582026764, 9.609687500000018e-07
836.0, 0.0025553178518955516, 9.634435749999997e-07
837.0, 0.0025506483159695816, 9.552389749999998e-07
838.0, 0.0025574004161538462, 9.662780892857135e-07
839.0, 0.002567251228049713, 9.658942857142858e-07
840.0, 0.0025495588119117643, 9.555840000000002e-07
841.0, 0.002543608818735632, 9.517674999999999e-07
842.0, 0.0025533286076923076, 9.623346875000002e-07
843.0, 0.0025558666285714284, 9.634632857142862e-07
844.0, 0.0025590767921402214, 9.641048428571423e-07
845.0, 0.002566457601832062, 9.63509708333334e-07
846.0, 0.0025564525270888464, 9.566621964285705e-07
847.0, 0.002557571252962963, 9.56537775e-07
848.0, 0.0025661669530097093, 9.636676250000002e-07
849.0, 0.002565673837104247, 9.57376241758241e-07
850.0, 0.002572453204772727, 9.491309642857155e-07
851.0, 0.0025832525673624286, 9.405255113636347e-07
852.0, 0.002583790804285714, 9.265809999999994e-07
853.0, 0.002573092642641509, 8.960417261904765e-07
854.0, 0.0025945658167441854, 8.88574375e-07
856.0, 0.002511868511428571, 7.874510000000002e-07
857.0, 0.002523550069662922, 8.128552624999996e-07
858.0, 0.0025474142486792456, 8.474342749999998e-07
859.0, 0.0025559404597297296, 8.771678750000003e-07
860.0, 0.0025536376412915126, 9.086993714285716e-07
861.0, 0.002553329230674157, 9.203539090909075e-07
862.0, 0.0025297594403921567, 9.224633214285727e-07
863.0, 0.0025207806998279155, 9.216019220779204e-07
864.0, 0.002510225141573896, 9.126548051948032e-07
865.0, 0.002500883353479923, 9.114136785714302e-07
866.0, 0.0025092745358070495, 9.150917142857145e-07
867.0, 0.002506570670740741, 9.059925714285719e-07
868.0, 0.002496835224206501, 8.976283999999999e-07
869.0, 0.0024996117616901403, 9.012322571428573e-07
870.0, 0.0024922161772675516, 9.004177285714287e-07
871.0, 0.002497842256015037, 8.945007012986994e-07
873.0, 0.002480814562730627, 8.890357142857148e-07
874.0, 0.0024846721671875, 8.926747142857147e-07
875.0, 0.0024808840501814875, 8.906058392857149e-07
