Time sep (s?), Charge (C)
1.97168, 3.768289e-11
2.098633, 4.632747e-11
2.228516, 3.888335e-11
2.356445, 4.10447e-11
2.487305, 3.828301e-11
2.618164, 3.672249e-11
2.756836, 4.224538e-11
2.884766, 3.684227e-11
3.016602, -1.557157e-08
3.147461, -1.587684e-08
3.27832, -1.587241e-08
3.40625, -1.587562e-08
3.538086, -1.58758e-08
3.669922, -1.587878e-08
3.801758, -1.587085e-08
3.930664, -1.587622e-08
4.057617, -1.587816e-08
4.188477, -1.586952e-08
4.318359, -1.587703e-08
4.450195, -1.587497e-08
4.582031, -1.587854e-08
4.712891, -1.586999e-08
4.842773, -1.587597e-08
4.973633, -1.841777e-08
5.104492, -3.184824e-08
5.235352, -3.184507e-08
5.368164, -3.184275e-08
5.501953, -3.183709e-08
5.632813, -3.183735e-08
5.760742, -3.183563e-08
5.891602, -3.184242e-08
6.021484, -3.183738e-08
6.154297, -3.184501e-08
6.282227, -3.184295e-08
6.413086, -3.183458e-08
6.542969, -3.183811e-08
6.674805, -3.183651e-08
6.803711, -3.184214e-08
6.93457, -3.18336e-08
7.06543, -4.782214e-08
7.195313, -4.781266e-08
7.325195, -4.781926e-08
7.457031, -4.78153e-08
7.587891, -4.781613e-08
7.716797, -4.781748e-08
7.847656, -4.781476e-08
7.980469, -4.781063e-08
8.108398, -4.781992e-08
8.240234, -4.780961e-08
8.370117, -4.781471e-08
8.5, -4.781043e-08
8.629883, -4.781509e-08
8.761719, -4.780734e-08
8.891602, -4.781468e-08
9.021484, -6.349349e-08
9.149414, -6.350044e-08
9.280273, -6.349251e-08
9.412109, -6.34959e-08
9.542969, -6.348748e-08
9.671875, -6.349597e-08
9.804688, -6.348868e-08
9.93457, -6.349316e-08
10.06543, -6.349153e-08
10.19336, -6.349027e-08
10.32422, -6.34868e-08
10.45605, -6.349205e-08
10.58789, -6.349018e-08
10.7168, -6.348544e-08
10.84863, -6.348852e-08
10.97949, -7.894858e-08
11.10742, -7.894089e-08
11.23926, -7.894059e-08
11.37109, -7.894604e-08
11.50391, -7.893556e-08
11.63379, -7.894118e-08
11.7627, -7.893873e-08
11.89258, -7.8943e-08
12.02148, -7.893943e-08
12.15234, -7.893485e-08
12.2832, -7.893707e-08
12.41602, -7.893746e-08
12.54395, -7.89359e-08
12.6748, -7.893809e-08
12.80566, -7.89358e-08
12.93555, -7.893861e-08
13.06348, -7.893669e-08
13.19434, -7.893833e-08
13.32617, -7.893276e-08
