Wavelength(nm), SC photons / PD photons
350.0, 2.94874363847114
355.0, 3.057591161637633
360.0, 3.0974814592495563
365.0, 2.9546041791476396
370.0, 3.097406212038689
380.0, 2.908101163970622
385.0, 2.983271335957529
390.0, 3.0641121012115002
395.0, 3.0140549134464245
400.0, 3.069114768231412
405.0, 3.2667956172209687
410.0, 3.2948569978013826
415.0, 3.255675440351828
420.0, 2.9754757625470387
425.0, 3.126594958361939
430.0, 3.13400041149964
435.0, 3.0892796388754222
440.0, 2.96482809119361
445.0, 2.9652000235832787
450.0, 2.92135113445617
455.0, 3.14719040523805
460.0, 2.997739285863996
465.0, 3.3441327630275253
470.0, 3.0493177059823293
475.0, 3.1334976796761977
480.0, 3.2123125218624073
485.0, 3.4328288376039815
490.0, 3.61805907687203
495.0, 3.454859775815014
500.0, 3.338638759466526
505.0, 3.253935424087912
510.0, 3.1915745905520176
515.0, 3.1959218883782925
520.0, 3.600285363922867
525.0, 3.4106061908096703
530.0, 3.0028712260478145
535.0, 3.1903178892600303
540.0, 3.2351200633881296
545.0, 6.3956041594224065
550.0, 3.169425392487605
555.0, 3.060163050416065
560.0, 3.0880646992359333
565.0, 3.7267772336445075
570.0, 3.311697584733934
575.0, 3.2473232807813246
580.0, 3.201467344926292
590.0, 3.204056434808312
595.0, 3.3596633433593
600.0, 3.3113751634317663
605.0, 3.215809781815915
610.0, 3.069419288042631
615.0, 3.219226393204349
620.0, 3.0773905009403326
625.0, 3.200536122423895
635.0, 3.27458022984754
640.0, 3.160995623431848
645.0, 3.2057353470751853
650.0, 3.0827684162302345
655.0, 2.875505681954455
660.0, 2.961216306190406
665.0, 3.0203562642749042
670.0, 3.001112766758379
675.0, 2.9994519951631857
680.0, 2.8744000284320044
685.0, 2.8560632337779697
695.0, 2.7398413049433583
700.0, 3.0218742080547774
705.0, 2.793437438919272
710.0, 2.9323562589385705
715.0, 2.71124687686604
720.0, 2.8012974832060125
725.0, 2.7250681158436887
730.0, 2.670606187715721
735.0, 2.6776456731705016
740.0, 2.6809230507854958
745.0, 2.9312039063131983
750.0, 2.974092281731513
755.0, 2.6268634458089433
760.0, 2.717835061288821
765.0, 2.6097874470549116
770.0, 2.675908149992238
775.0, 2.67597933055955
780.0, 2.873715509713054
785.0, 2.6587810456204433
790.0, 2.784932626341542
795.0, 2.6859109308093774
800.0, 2.6640990520522583
805.0, 2.651300966116304
810.0, 2.672206029614843
815.0, 2.934528502263661
820.0, 2.711465563723663
825.0, 2.5756752276810797
830.0, 3.0112264658395347
835.0, 2.798613093675626
840.0, 2.724750977187708
845.0, 2.8557238020688924
850.0, 2.93581463864503
855.0, 3.519538935402555
860.0, 3.292431741378431
865.0, 2.8139628663574356
870.0, 2.971935934837872
875.0, 2.7961195242003494
880.0, 2.8962368948699817
885.0, 2.8876528651346454
890.0, 2.91204177752429
895.0, 2.8590588377788317
900.0, 3.150006901506774
905.0, 2.995649504582577
910.0, 3.1931282990235412
915.0, 3.063753984967299
920.0, 3.288984570235662
925.0, 3.1162619316823172
930.0, 3.10239885430758
935.0, 3.1023476694298924
940.0, 3.2286754125322092
945.0, 3.3529927102444645
950.0, 3.305098205198953
955.0, 3.3375968195690433
960.0, 3.9148455646805385
965.0, 3.444387537860439
970.0, 3.5759011228794737
975.0, 3.558862801311949
980.0, 3.6171601295393634
985.0, 3.9816912775816737
990.0, 3.7573339786610718
995.0, 4.034205006982032
1000.0, 4.318796430125934
1005.0, 4.042742829706718
1010.0, 4.084948864915172
1015.0, 4.139740562642754
1020.0, 4.1201799824344265
1025.0, 4.1517625643409914
1030.0, 4.278479067537406
1035.0, 4.2852829273812825
1040.0, 5.153248751320991
1045.0, 4.914049045247663
