Time sep (s?), Charge (C)
1.982422, 3.612192e-11
2.112305, 4.428648e-11
2.241211, 4.116456e-11
2.37207, 4.116475e-11
2.504883, 3.444108e-11
2.634766, 3.888366e-11
2.765625, 3.768284e-11
2.895508, 3.660235e-11
3.02832, -1.244017e-10
3.15918, -2.498996e-09
3.290039, -5.067268e-09
3.422852, -7.782862e-09
3.554688, -1.054811e-08
3.685547, -1.326099e-08
3.813477, -1.593598e-08
3.945313, -1.708964e-08
4.076172, -1.709601e-08
4.207031, -1.708874e-08
4.337891, -1.709159e-08
4.469727, -1.709025e-08
4.600586, -1.709611e-08
4.730469, -1.709417e-08
4.858398, -1.708639e-08
4.988281, -1.709007e-08
5.120117, -1.907499e-08
5.249023, -2.1533e-08
5.379883, -2.416447e-08
5.510742, -2.688968e-08
5.643555, -2.965388e-08
5.772461, -3.230368e-08
5.90332, -3.405814e-08
6.029297, -3.405889e-08
6.158203, -3.40621e-08
6.287109, -3.40584e-08
6.417969, -3.406059e-08
6.548828, -3.40634e-08
6.679688, -3.406124e-08
6.8125, -3.405905e-08
6.942383, -3.406497e-08
7.075195, -3.598536e-08
7.204102, -3.845277e-08
7.334961, -4.108992e-08
7.46582, -4.378267e-08
7.59668, -4.648389e-08
7.726563, -4.924398e-08
7.857422, -5.122746e-08
7.987305, -5.122377e-08
8.119141, -5.123139e-08
8.248047, -5.122303e-08
8.379883, -5.122434e-08
8.509766, -5.122429e-08
8.641602, -5.122741e-08
8.773438, -5.122554e-08
8.90332, -5.122748e-08
9.033203, -5.288448e-08
9.161133, -5.538865e-08
9.292969, -5.81278e-08
9.422852, -6.093375e-08
9.552734, -6.376057e-08
9.681641, -6.656521e-08
9.811523, -6.893455e-08
9.944336, -6.893868e-08
10.0752, -6.894121e-08
10.20801, -6.893173e-08
10.33984, -6.893947e-08
10.47168, -6.893574e-08
10.60059, -6.89333e-08
10.73145, -6.893193e-08
10.8623, -6.893551e-08
10.99316, -7.065332e-08
11.12207, -7.321756e-08
11.25293, -7.597038e-08
11.38477, -7.873059e-08
11.51563, -8.156286e-08
11.64648, -8.43726e-08
11.77734, -8.655086e-08
11.9082, -8.655579e-08
12.03711, -8.655437e-08
12.16699, -8.654771e-08
12.29688, -8.654779e-08
12.42969, -8.65539e-08
12.55859, -8.655034e-08
12.68945, -8.655063e-08
12.82129, -8.654391e-08
12.95313, -8.654467e-08
13.08398, -8.65457e-08
13.21387, -8.654929e-08
13.3418, -8.654613e-08
