Time sep (ms?), Charge (C)
0.0, -2.1e-10
2.002, -2.92e-10
4.004, -3.7e-10
6.006, -4.52e-10
8.008, -5.31e-10
10.01, -6.15e-10
12.012, -6.95e-10
14.014, -7.77e-10
16.016, -8.54e-10
18.018, -9.35e-10
20.02, -1.021e-09
22.022, -1.106e-09
24.024, -1.188e-09
26.026, -1.267e-09
28.028, -1.35e-09
30.03, -1.436e-09
32.032, -1.527e-09
34.034, -1.617e-09
36.036, -1.7e-09
38.038, -1.785e-09
40.04, -1.864e-09
42.042, -1.947e-09
44.044, -2.033e-09
46.046, -2.114e-09
48.048, -2.192e-09
50.05, -2.269e-09
52.052, -2.344e-09
54.054, -2.42e-09
56.056, -2.493e-09
58.058, -2.568e-09
60.06, -2.644e-09
62.062, -2.723e-09
64.064, -2.807e-09
66.066, -2.892e-09
68.068, -2.98e-09
70.07, -3.067e-09
72.072, -3.147e-09
74.074, -3.232e-09
76.076, -3.315e-09
78.078, -3.399e-09
80.08, -3.486e-09
82.082, -3.573e-09
84.084, -3.659e-09
86.086, -3.745e-09
88.088, -3.821e-09
90.09, -3.897e-09
92.092, -3.973e-09
94.094, -4.049e-09
96.096, -4.134e-09
98.098, -4.222e-09
100.1, -4.311e-09
102.1, -4.402e-09
104.1, -4.484e-09
106.11, -4.57e-09
108.11, -4.653e-09
110.11, -4.735e-09
112.11, -4.818e-09
114.11, -4.901e-09
116.12, -4.981e-09
118.12, -5.059e-09
120.12, -5.139e-09
122.12, -5.221e-09
124.12, -5.304e-09
126.13, -5.391e-09
128.13, -5.473e-09
130.13, -5.556e-09
132.13, -5.63e-09
134.13, -5.706e-09
136.14, -5.789e-09
138.14, -5.871e-09
140.14, -5.954e-09
142.14, -6.035e-09
144.14, -6.115e-09
146.15, -6.196e-09
148.15, -6.279e-09
150.15, -6.361e-09
152.15, -6.437e-09
154.15, -6.516e-09
156.16, -6.597e-09
158.16, -6.678e-09
160.16, -6.759e-09
162.16, -6.844e-09
164.16, -6.93e-09
166.17, -7.008e-09
168.17, -7.09e-09
170.17, -7.174e-09
172.17, -7.264e-09
174.17, -7.352e-09
176.18, -7.435e-09
