Burst starts (s), Burst ends(A)
1626165715.7958934, 1626165718.7434142
1626165718.7587464, 1626165720.7672763
1626165720.7985168, 1626165722.8204837
1626165722.8249993, 1626165724.8313205
1626165724.8482616, 1626165726.8690069
