Burst starts (s), Burst ends(A)
1626166244.2748687, 1626166246.2990198
1626166246.3153212, 1626166248.3376415
1626166248.368932, 1626166250.3957238
1626166250.3957238, 1626166252.4197521
1626166252.4356618, 1626166254.4574862
