Time sep (s?), Charge (C)
1.989258, 3.780297e-11
2.118164, 3.900343e-11
2.25, 3.756289e-11
2.378906, 4.044419e-11
2.510742, 3.984404e-11
2.642578, 3.420106e-11
2.774414, 4.356608e-11
2.902344, 3.660218e-11
3.03418, 1.403043e-11
3.164063, -1.715953e-09
3.294922, -3.556396e-09
3.425781, -5.499132e-09
3.557617, -7.446336e-09
3.686523, -9.361282e-09
3.817383, -1.134775e-08
3.945313, -1.327996e-08
4.077148, -1.411628e-08
4.208008, -1.412158e-08
4.336914, -1.41206e-08
4.467773, -1.411161e-08
4.599609, -1.411363e-08
4.730469, -1.4115e-08
4.859375, -1.411774e-08
4.991211, -1.411244e-08
5.12207, -1.455676e-08
5.25293, -1.640025e-08
5.381836, -1.82806e-08
5.512695, -2.02161e-08
5.643555, -2.216328e-08
5.774414, -2.412669e-08
5.90625, -2.609608e-08
6.039063, -2.808802e-08
6.167969, -2.840336e-08
6.296875, -2.840047e-08
6.429688, -2.839985e-08
6.55957, -2.839681e-08
6.69043, -2.840185e-08
6.819336, -2.839988e-08
6.951172, -2.839749e-08
7.083008, -2.842259e-08
7.211914, -3.020214e-08
7.34082, -3.207587e-08
7.473633, -3.401869e-08
7.606445, -3.599051e-08
7.737305, -3.795565e-08
7.869141, -3.993757e-08
8.0, -4.192293e-08
8.129883, -4.270771e-08
8.257813, -4.270719e-08
8.387695, -4.271213e-08
8.518555, -4.270784e-08
8.649414, -4.270597e-08
8.779297, -4.270108e-08
8.90918, -4.270903e-08
9.039063, -4.272462e-08
9.170898, -4.446829e-08
9.300781, -4.634515e-08
9.429688, -4.824436e-08
9.561523, -5.019203e-08
9.694336, -5.218484e-08
9.828125, -5.417747e-08
9.958008, -5.612e-08
10.09082, -5.68561e-08
10.21875, -5.685639e-08
10.34766, -5.685559e-08
10.47754, -5.685484e-08
10.60938, -5.686007e-08
10.7373, -5.685553e-08
10.86816, -5.685599e-08
11.0, -5.685643e-08
11.13086, -5.784246e-08
11.25879, -5.962927e-08
11.3916, -6.151829e-08
11.52246, -6.344316e-08
11.6543, -6.537467e-08
11.7832, -6.730266e-08
11.91406, -6.924783e-08
12.0459, -7.086408e-08
12.17578, -7.08591e-08
12.30762, -7.086576e-08
12.43945, -7.086311e-08
12.57031, -7.086437e-08
12.69922, -7.085698e-08
12.83008, -7.086537e-08
12.95996, -7.086138e-08
13.0918, -7.086119e-08
13.22266, -7.086772e-08
13.35352, -7.085801e-08
13.48535, -7.086349e-08
