Burst starts (s), Burst ends(A)
1626218708.8338852, 1626218710.856159
1626218710.856159, 1626218712.8774197
1626218712.9184356, 1626218714.9317825
1626218714.952162, 1626218716.9582071
1626218716.973834, 1626218718.9968362
