Wavelength(nm), SC photons / PD electrons
350.0, 17.75501377686932
355.0, 19.740969944672166
360.0, 20.664059487334576
365.0, 19.55832015774749
370.0, 19.71682007871435
380.0, 18.57481802401891
385.0, 19.001399611875325
390.0, 17.757834527735007
400.0, 15.934487111683678
405.0, 15.906842006529901
410.0, 15.713282328485633
415.0, 13.930904877545865
420.0, 13.94737745422711
425.0, 12.822799980078925
430.0, 12.60369827996476
435.0, 11.320837728890883
440.0, 10.992463305166275
445.0, 10.380965351392925
450.0, 9.547562317152519
455.0, 8.964286605391555
460.0, 9.751684990480486
465.0, 9.59873863440495
470.0, 9.47898132526289
475.0, 9.097671636753692
480.0, 9.320914882615149
485.0, 9.072698284707903
490.0, 8.787023064416971
495.0, 8.978502829282283
500.0, 8.327662711405674
505.0, 7.808301459301032
510.0, 8.204676548106766
515.0, 7.424041014642204
520.0, 7.595032370115128
525.0, 7.741056075183277
530.0, 7.219617436789861
535.0, 7.087001815389178
540.0, 6.958282618073508
545.0, 6.5866951594797145
550.0, 6.669329334594477
555.0, 7.006916984587313
560.0, 6.463994300136581
565.0, 6.904616770816283
570.0, 6.618924845509327
575.0, 6.22176945868731
580.0, 5.860214818633586
585.0, 5.929433327106715
590.0, 6.191640655168232
595.0, 6.037944870675627
600.0, 5.724538168687186
605.0, 5.631539303622509
610.0, 5.568506864454391
615.0, 5.502372705312483
620.0, 5.5572496316155044
625.0, 5.070997838610707
630.0, 5.5281252431212025
635.0, 5.184124850678773
640.0, 5.320036354332835
645.0, 4.729905206093884
650.0, 5.1168980213154365
655.0, 4.714280747871392
660.0, 4.648369151064795
665.0, 4.7412824804933695
675.0, 4.85056845716234
680.0, 4.238446968764502
685.0, 4.121619176359277
690.0, 4.119548392964206
695.0, 4.021516007544624
700.0, 4.0396218802230655
705.0, 3.8895465528131172
710.0, 3.995719158163107
715.0, 3.9410298245784343
720.0, 3.8529572407878203
725.0, 3.7757195987351
730.0, 3.798553354880551
735.0, 3.6979832561333117
740.0, 3.7364027618074287
745.0, 3.691141037900646
750.0, 3.7395337891362472
755.0, 3.6161891067442697
760.0, 3.7119800999579806
765.0, 3.8391648814318997
770.0, 4.004063948829747
780.0, 3.573678898162464
785.0, 3.5707356464373317
790.0, 3.4351918428111734
795.0, 3.509099349168043
800.0, 3.77991670490128
805.0, 3.3824436013959156
810.0, 3.407832646497442
815.0, 3.531958630086034
820.0, 3.359575287964663
825.0, 3.292528392476337
830.0, 3.4919321771085237
835.0, 3.3820569065192267
840.0, 3.3525434393877744
845.0, 3.47628422322026
850.0, 3.7750347733393532
855.0, 4.3915561014424025
860.0, 3.9896916723418676
865.0, 3.942138909178814
870.0, 3.589865685296818
875.0, 3.6110681783191727
880.0, 3.604990253707287
885.0, 3.628460371560917
890.0, 3.6875115599023003
895.0, 3.71095843803447
900.0, 3.7398729383949205
905.0, 3.7243240410696714
910.0, 3.610486581311994
915.0, 3.8622115035430045
920.0, 4.210497779348797
925.0, 4.105441068703717
930.0, 3.8245909841762646
935.0, 3.960563448639544
940.0, 3.9691402612310034
945.0, 4.187720016639455
950.0, 4.2125809100373175
955.0, 4.144496396679681
960.0, 4.288260200375425
965.0, 4.316045003149465
970.0, 4.565738438147839
975.0, 4.339304932611013
980.0, 4.428679548186677
985.0, 4.914278556044221
990.0, 4.869348369104552
995.0, 5.190234266719937
1000.0, 5.229520636695164
1005.0, 5.352560685199539
1010.0, 5.680476806112201
1015.0, 5.907186471605017
1020.0, 6.2085729081549115
1025.0, 6.918358310640612
1030.0, 6.801478334044087
1035.0, 7.210479991744445
1040.0, 7.811334833172688
1045.0, 8.542305467582327
