Time sep (ms?), Charge (C)
0.0, -3.47e-10
2.002, -4.26e-10
4.004, -5.09e-10
6.006, -5.93e-10
8.008, -6.78e-10
10.01, -7.57e-10
12.012, -8.37e-10
14.014, -9.17e-10
16.016, -9.98e-10
18.018, -1.082e-09
20.02, -1.169e-09
22.022, -1.251e-09
24.024, -1.335e-09
26.026, -1.42e-09
28.028, -1.5e-09
30.03, -1.578e-09
32.032, -1.654e-09
34.034, -1.74e-09
36.036, -1.825e-09
38.038, -1.904e-09
40.04, -1.983e-09
42.042, -2.068e-09
44.044, -2.154e-09
46.046, -2.238e-09
48.048, -2.318e-09
50.05, -2.397e-09
52.052, -2.483e-09
54.054, -2.564e-09
56.056, -2.644e-09
58.058, -2.719e-09
60.06, -2.797e-09
62.062, -2.878e-09
64.064, -2.965e-09
66.066, -3.052e-09
68.068, -3.138e-09
70.07, -3.226e-09
72.072, -3.312e-09
74.074, -3.399e-09
76.076, -3.482e-09
78.078, -3.562e-09
80.08, -3.639e-09
82.082, -3.709e-09
84.084, -3.789e-09
86.086, -3.869e-09
88.088, -3.948e-09
90.09, -4.032e-09
92.092, -4.117e-09
94.094, -4.2e-09
96.096, -4.281e-09
98.098, -4.365e-09
100.1, -4.448e-09
102.1, -4.533e-09
104.1, -4.619e-09
106.11, -4.704e-09
108.11, -4.784e-09
110.11, -4.863e-09
112.11, -4.939e-09
114.11, -5.02e-09
116.12, -5.102e-09
118.12, -5.184e-09
120.12, -5.266e-09
122.12, -5.349e-09
124.12, -5.43e-09
126.13, -5.517e-09
128.13, -5.605e-09
130.13, -5.686e-09
132.13, -5.768e-09
134.13, -5.851e-09
136.14, -5.936e-09
138.14, -6.017e-09
140.14, -6.101e-09
142.14, -6.187e-09
144.14, -6.27e-09
146.15, -6.356e-09
148.15, -6.44e-09
150.15, -6.52e-09
152.15, -6.601e-09
154.15, -6.684e-09
156.16, -6.762e-09
158.16, -6.839e-09
160.16, -6.919e-09
162.16, -7e-09
164.16, -7.083e-09
166.17, -7.161e-09
168.17, -7.238e-09
170.17, -7.325e-09
172.17, -7.408e-09
174.17, -7.491e-09
176.18, -7.575e-09
178.18, -7.653e-09
180.18, -7.733e-09
182.18, -7.816e-09
184.18, -7.9e-09
186.19, -7.987e-09
188.19, -8.072e-09
190.19, -8.157e-09
192.19, -8.244e-09
194.19, -8.327e-09
196.2, -8.41e-09
198.2, -8.491e-09
200.2, -8.577e-09
202.2, -8.661e-09
204.2, -8.743e-09
206.21, -8.825e-09
208.21, -8.909e-09
210.21, -8.996e-09
212.21, -9.081e-09
214.21, -9.164e-09
216.22, -9.25e-09
218.22, -9.332e-09
220.22, -9.416e-09
222.22, -9.495e-09
224.22, -9.578e-09
226.23, -9.666e-09
228.23, -9.752e-09
230.23, -9.828e-09
232.23, -9.908e-09
234.23, -9.989e-09
236.24, -1.0065e-08
238.24, -1.0143e-08
240.24, -1.0226e-08
242.24, -1.0307e-08
