Time sep (ms?), Charge (C)
0.0, -2.872e-09
2.002, -2.949e-09
4.004, -3.027e-09
6.006, -3.105e-09
8.008, -3.189e-09
10.01, -3.269e-09
12.012, -3.348e-09
14.014, -3.433e-09
16.016, -3.512e-09
18.018, -3.597e-09
20.02, -3.68e-09
22.022, -3.762e-09
24.024, -3.842e-09
26.026, -3.923e-09
28.028, -3.996e-09
30.03, -4.077e-09
32.032, -4.156e-09
34.034, -4.236e-09
36.036, -4.317e-09
38.038, -4.398e-09
40.04, -4.483e-09
42.042, -4.564e-09
44.044, -4.645e-09
46.046, -4.729e-09
48.048, -4.809e-09
50.05, -4.89e-09
52.052, -4.972e-09
54.054, -5.052e-09
56.056, -5.132e-09
58.058, -5.218e-09
60.06, -5.304e-09
62.062, -5.382e-09
64.064, -5.463e-09
66.066, -5.545e-09
68.068, -5.626e-09
70.07, -5.71e-09
72.072, -5.79e-09
74.074, -5.872e-09
76.076, -5.951e-09
78.078, -6.028e-09
80.08, -6.113e-09
82.082, -6.192e-09
84.084, -6.271e-09
86.086, -6.349e-09
88.088, -6.427e-09
90.09, -6.504e-09
92.092, -6.58e-09
94.094, -6.655e-09
96.096, -6.731e-09
98.098, -6.814e-09
100.1, -6.892e-09
102.1, -6.974e-09
104.1, -7.055e-09
106.11, -7.138e-09
108.11, -7.217e-09
110.11, -7.298e-09
112.11, -7.382e-09
114.11, -7.463e-09
116.12, -7.55e-09
118.12, -7.635e-09
120.12, -7.721e-09
122.12, -7.804e-09
124.12, -7.887e-09
126.13, -7.966e-09
128.13, -8.053e-09
130.13, -8.136e-09
132.13, -8.217e-09
134.13, -8.296e-09
136.14, -8.375e-09
138.14, -8.452e-09
140.14, -8.528e-09
142.14, -8.604e-09
144.14, -8.682e-09
146.15, -8.757e-09
148.15, -8.836e-09
150.15, -8.918e-09
152.15, -8.998e-09
154.15, -9.078e-09
156.16, -9.162e-09
158.16, -9.24e-09
160.16, -9.322e-09
162.16, -9.398e-09
164.16, -9.475e-09
166.17, -9.558e-09
168.17, -9.634e-09
170.17, -9.71e-09
172.17, -9.787e-09
174.17, -9.868e-09
176.18, -9.945e-09
178.18, -1.0019e-08
180.18, -1.0092e-08
182.18, -1.0161e-08
184.18, -1.0238e-08
186.19, -1.0315e-08
188.19, -1.0394e-08
190.19, -1.0469e-08
192.19, -1.0551e-08
194.19, -1.0632e-08
196.2, -1.0713e-08
198.2, -1.0797e-08
200.2, -1.0885e-08
202.2, -1.0966e-08
204.2, -1.1043e-08
206.21, -1.1124e-08
208.21, -1.121e-08
210.21, -1.1291e-08
212.21, -1.137e-08
214.21, -1.145e-08
216.22, -1.1528e-08
218.22, -1.1605e-08
220.22, -1.1687e-08
222.22, -1.1765e-08
224.22, -1.1842e-08
226.23, -1.1917e-08
228.23, -1.1999e-08
