Wavelength(nm), SC photons / PD electrons
350.0, 20.6208181202452
360.0, 19.804995632385356
370.0, 21.458455972242163
380.0, 19.37125248706261
390.0, 18.44268616930736
400.0, 18.490551123193033
420.0, 15.387008440813563
430.0, 13.503493491080667
440.0, 12.093800759501034
450.0, 10.751121280532118
460.0, 10.354570447713561
470.0, 9.80875117002905
480.0, 9.428676824068656
490.0, 10.11545404528393
500.0, 8.744380420351193
510.0, 9.167736651623214
520.0, 7.8832764720710005
530.0, 7.72793199297417
540.0, 7.006569399234619
550.0, 6.8477179620295505
560.0, 7.117172366103122
570.0, 6.5883417062355525
580.0, 6.356503167617151
590.0, 6.4537084098495985
610.0, 6.011881686772932
620.0, 5.852825341996193
630.0, 5.5836211158596445
640.0, 5.3204428988929715
650.0, 5.201606832468305
660.0, 4.896947713736625
670.0, 4.964783089471717
680.0, 4.5355464427932395
690.0, 4.380992015044486
700.0, 4.2192918335745535
710.0, 3.5133381778548145
720.0, 4.064500349381233
730.0, 4.094497487889415
740.0, 3.9625149984011863
750.0, 3.8598167403867505
760.0, 3.7587997951925427
770.0, 3.654711471944118
780.0, 3.7902387662968184
790.0, 3.8353173666041322
800.0, 3.780631475403929
810.0, 3.633240268317434
820.0, 3.562706123739626
830.0, 3.5692885816182325
840.0, 3.6703772143419973
850.0, 3.75703039720213
860.0, 4.0670456983568855
870.0, 3.760589109732097
880.0, 3.800852989668755
890.0, 3.9683219981102553
