Wavelength(nm), SC photons / PD photons
350.0, 3057.0080961969607
354.0, 3192.1544547534004
358.0, 3173.2247271235974
362.0, 3250.378602034017
366.0, 3206.0609055935897
370.0, 3213.858640535738
374.0, 3112.1627175542467
378.0, 2991.678735486369
382.0, 3016.487312032886
386.0, 3081.9880550484804
390.0, 3186.778043530729
394.0, 3274.5579151462684
398.0, 3347.0305169636595
402.0, 3427.6384523465244
406.0, 3339.0345682412276
410.0, 3354.0440164423903
414.0, 3440.7965593582903
418.0, 3416.342637539029
422.0, 3340.0944419210814
426.0, 3339.5989316612436
430.0, 3328.9807698931295
434.0, 3283.2672107790368
438.0, 3245.285846199148
442.0, 3231.532177117485
446.0, 3210.384511771575
450.0, 3235.935116014585
454.0, 3278.508081853787
458.0, 3300.7069653484477
462.0, 3350.2770792074125
466.0, 3404.019702391522
470.0, 3445.254075991501
474.0, 3490.7388314826053
478.0, 3523.211348773263
482.0, 3539.733816116481
486.0, 3562.046027236829
490.0, 3529.1944806332745
494.0, 3521.4399354763013
498.0, 3510.7168549492094
502.0, 3513.6176784889003
506.0, 3489.0867626085155
510.0, 3471.588318411501
514.0, 3458.462391352668
518.0, 3415.0852839460326
522.0, 3398.948079193136
526.0, 3389.2893346686874
530.0, 3377.5669408889576
534.0, 3359.246996025606
538.0, 3351.0786024740287
542.0, 3348.7883047267123
546.0, 3349.808672872403
550.0, 3317.1612588100743
554.0, 3324.0524082925203
558.0, 3331.170981827046
562.0, 3355.4241983207266
566.0, 3345.6869335285865
570.0, 3327.2935858943797
574.0, 3357.851260738896
578.0, 3346.297393821558
582.0, 3341.1012559721607
586.0, 3321.00831463168
590.0, 3329.776029292216
594.0, 3326.7962710122183
598.0, 3339.843556203285
602.0, 3345.0628486366713
606.0, 3308.8656880894296
610.0, 3316.6327686851
614.0, 3306.3131397495076
618.0, 3279.3711288446398
622.0, 3255.6365515057105
626.0, 3292.0963004782725
630.0, 3255.7328534728967
634.0, 3241.9259134190443
638.0, 3238.7268504600397
646.0, 3180.9298700244635
650.0, 3193.0329432426897
654.0, 3140.1798862852766
658.0, 3134.4358108047327
662.0, 3086.030923216077
666.0, 3085.0610068078026
670.0, 3075.4530235009875
674.0, 2899.477803680344
678.0, 2628.9832037063425
682.0, 2490.196209121759
686.0, 2840.7731318984474
690.0, 2740.56706884476
694.0, 2578.310939499989
698.0, 2355.5685503961968
702.0, 2232.1493417005327
706.0, 2169.857964308942
710.0, 2173.9301962482377
714.0, 2222.277492240454
718.0, 2232.3693629296445
722.0, 2229.9693319817675
726.0, 2217.3135941322994
730.0, 2212.195463147359
734.0, 2162.84924872443
738.0, 2142.0484523836058
742.0, 2177.4799765384428
746.0, 2184.8928490583444
750.0, 2190.5720352173726
754.0, 2220.3671963583156
758.0, 2235.1635119521056
762.0, 2259.003550137497
766.0, 2285.929646460201
770.0, 2321.141503719035
774.0, 2353.529851269047
778.0, 2378.971020129419
782.0, 2390.8366218503465
786.0, 2393.4769220158305
790.0, 2384.3209432076546
794.0, 2362.802732865911
798.0, 2358.629442320348
802.0, 2338.6795324514874
806.0, 2319.3540621683746
810.0, 2302.0933963508214
814.0, 2292.3122096843863
818.0, 2269.45423970432
822.0, 2276.366850613129
826.0, 2264.698818850754
830.0, 2259.9530946284426
834.0, 2274.6464228975
838.0, 2263.858391923934
842.0, 2283.4211688102205
846.0, 2308.7981763866314
850.0, 2341.154206510412
854.0, 2507.9016758707344
862.0, 2412.4614903171223
874.0, 1586.5411532251978
894.0, 2516.76963371473
910.0, 2584.9976763680183
914.0, 2873.690412453988
922.0, 2660.845670291226
930.0, 2724.0052675447314
938.0, 2828.2572341920695
946.0, 2939.1382891551852
950.0, 2971.9894399916734
954.0, 2997.236541958787
958.0, 3056.3034038962505
962.0, 2592.0123178330327
970.0, 3279.109655940943
974.0, 3324.208449317838
986.0, 3665.876080705867
1006.0, 3990.046508836031
1010.0, 4082.9024554556627
1026.0, 4059.07565905605
1030.0, 4119.035466065694
