Wavelength(nm), SC photons / PD electrons
350.0, 19177.22590823035
354.0, 20250.02645892554
358.0, 20358.691548476378
362.0, 20995.5552046077
366.0, 20754.211197802953
370.0, 20849.91687537301
374.0, 20061.623000451695
378.0, 19162.957618042998
382.0, 18897.52815192246
386.0, 18605.76920047134
390.0, 18563.348938896517
394.0, 18204.887715789897
398.0, 17796.30247384918
402.0, 17427.375753400876
406.0, 16233.112899730851
410.0, 15621.6869493005
414.0, 15328.703166946698
418.0, 14585.370629268982
422.0, 13669.661640423115
426.0, 13106.434401225544
430.0, 12549.47562742667
434.0, 11928.075422558955
438.0, 11377.295540829045
442.0, 10954.077226522177
446.0, 10541.394260913023
450.0, 10302.464629676564
454.0, 10177.173316508226
458.0, 9996.287609510167
462.0, 9894.510392276763
466.0, 9799.626102800064
470.0, 9674.287941893339
474.0, 9576.200162374764
478.0, 9447.637062515383
482.0, 9299.4287396402
486.0, 9188.048140802404
490.0, 8940.88971262833
494.0, 8771.012582791629
498.0, 8599.490666673542
502.0, 8459.176952370595
506.0, 8251.750857378907
510.0, 8067.868164236057
514.0, 7905.434869111509
518.0, 7680.215818715115
522.0, 7524.698304582114
526.0, 7390.262299777381
530.0, 7255.384337667717
534.0, 7114.340898085036
538.0, 6998.418035513675
542.0, 6905.914624695677
546.0, 6830.400651878434
550.0, 6688.677522644251
554.0, 6608.170307028339
558.0, 6530.345239446625
562.0, 6500.2800888555075
566.0, 6418.055129287756
570.0, 6320.977978383563
574.0, 6309.799702930412
578.0, 6220.578466442266
582.0, 6150.807664671978
586.0, 6060.939337727421
590.0, 6024.832127531022
594.0, 5952.2980848015
598.0, 5909.723553555482
602.0, 5855.425214843112
606.0, 5731.566399935482
610.0, 5685.635189349909
614.0, 5611.807464952072
618.0, 5511.491332939568
622.0, 5415.749077017553
626.0, 5418.377677150229
630.0, 5302.349887241273
634.0, 5239.871825754548
638.0, 5195.349565961566
646.0, 5019.690908332708
650.0, 4996.957016345537
654.0, 4880.690921532854
658.0, 4838.725327202279
662.0, 4729.703301749545
666.0, 4692.245436874766
670.0, 4642.314281519591
674.0, 4349.597666798491
678.0, 3919.5625768470736
682.0, 3690.2752518234106
686.0, 4184.9585884931585
690.0, 4013.6508825707356
694.0, 3762.3863140672393
698.0, 3424.983161368952
702.0, 3229.1581387014553
706.0, 3118.7393109317186
710.0, 3104.511235219923
714.0, 3150.768159411662
718.0, 3142.513288864369
722.0, 3121.663934913948
726.0, 3091.4523941729817
730.0, 3071.950162219379
734.0, 2988.983948593949
738.0, 2946.0718140694667
742.0, 2979.380207505735
746.0, 2973.0563225388523
750.0, 2964.455559882306
754.0, 2991.4625569852064
758.0, 2998.1127322725447
762.0, 3019.5513461590213
766.0, 3047.7402571488005
770.0, 3086.804513125663
774.0, 3116.870425573566
778.0, 3137.5251513497683
782.0, 3141.6382435960845
786.0, 3135.094586424132
790.0, 3113.1901493282885
794.0, 3073.0975661775324
798.0, 3055.787264054958
802.0, 3018.393363139143
806.0, 2982.2277951646433
810.0, 2948.977415987888
814.0, 2928.0458805026988
818.0, 2890.5780331053716
822.0, 2891.233049316211
826.0, 2868.44915498267
830.0, 2854.5346100473053
834.0, 2869.638763030358
838.0, 2852.598579247528
842.0, 2872.783047708279
846.0, 2899.1869488333705
850.0, 2934.2376463281043
854.0, 3139.6764961698445
862.0, 3011.2804905252797
874.0, 1968.3319797657964
894.0, 3103.1887863745796
910.0, 3167.439962533162
914.0, 3520.2089460573934
922.0, 3259.8200561532553
930.0, 3344.1314958506537
938.0, 3465.6962543447676
946.0, 3605.384945670869
950.0, 3649.387182398772
954.0, 3679.3814806660453
958.0, 3750.864847714098
962.0, 3184.1947661854015
970.0, 4046.430460084571
974.0, 4111.160769874835
986.0, 4593.78719114794
1006.0, 5279.182362554039
1010.0, 5488.471567553844
1026.0, 6119.363567139301
1030.0, 6432.129632715575
