Time sep (ms?), Current (A)
0.0, -3.722e-08
2.002, -3.962e-08
4.004, -3.983e-08
6.006, -3.998e-08
8.008, -3.88e-08
10.01, -3.541e-08
12.012, -3.663e-08
14.014, -3.657e-08
16.016, -3.75e-08
18.018, -3.736e-08
20.02, -4.277e-08
22.022, -3.75e-08
24.024, -3.746e-08
26.026, -4.007e-08
28.028, -3.754e-08
30.03, -3.862e-08
32.032, -3.639e-08
34.034, -3.822e-08
36.036, -3.952e-08
38.038, -4.062e-08
40.04, -3.658e-08
42.042, -3.408e-08
44.044, -3.683e-08
46.046, -3.573e-08
48.048, -3.773e-08
50.05, -3.612e-08
52.052, -3.826e-08
54.054, -4.201e-08
56.056, -3.682e-08
58.058, -3.608e-08
60.06, -3.642e-08
62.062, -3.76e-08
64.064, -3.72e-08
66.066, -3.927e-08
68.068, -3.865e-08
70.07, -3.898e-08
72.072, -3.787e-08
74.074, -3.827e-08
76.076, -3.645e-08
78.078, -4.091e-08
80.08, -3.721e-08
82.082, -3.971e-08
84.084, -4.208e-08
86.086, -4.11e-08
88.088, -4.107e-08
90.09, -3.818e-08
92.092, -3.82e-08
94.094, -3.69e-08
96.096, -3.54e-08
98.098, -3.631e-08
100.1, -3.798e-08
102.1, -3.495e-08
104.1, -3.749e-08
106.11, -3.737e-08
108.11, -3.499e-08
110.11, -3.784e-08
112.11, -3.376e-08
114.11, -3.653e-08
116.12, -3.428e-08
118.12, -3.529e-08
120.12, -3.823e-08
122.12, -3.647e-08
124.12, -3.593e-08
126.13, -3.593e-08
128.13, -4.101e-08
130.13, -3.792e-08
132.13, -3.661e-08
134.13, -3.657e-08
136.14, -3.875e-08
138.14, -3.376e-08
140.14, -3.501e-08
142.14, -3.712e-08
144.14, -3.501e-08
146.15, -4.084e-08
148.15, -3.502e-08
150.15, -4.007e-08
152.15, -3.434e-08
154.15, -3.676e-08
156.16, -3.22e-08
158.16, -3.573e-08
160.16, -3.718e-08
162.16, -3.734e-08
164.16, -3.702e-08
166.17, -3.682e-08
168.17, -3.604e-08
170.17, -3.706e-08
172.17, -3.45e-08
174.17, -3.493e-08
176.18, -3.577e-08
178.18, -3.71e-08
180.18, -3.253e-08
182.18, -3.836e-08
184.18, -3.492e-08
186.19, -4.122e-08
188.19, -4.077e-08
190.19, -3.487e-08
192.19, -3.473e-08
194.19, -3.785e-08
196.2, -3.562e-08
198.2, -3.542e-08
200.2, -3.376e-08
202.2, -3.669e-08
204.2, -3.267e-08
206.21, -3.942e-08
208.21, -4.036e-08
