Burst starts (s), Burst ends(A)
1625739716.858982, 1625739718.8818846
1625739718.8982854, 1625739720.9041178
1625739720.9569519, 1625739722.982347
1625739723.016612, 1625739725.0320244
1625739725.0467594, 1625739727.0614796
