Time sep (ms?), Current (A)
0.0, -2.891e-08
2.002, -2.56e-08
4.004, -2.601e-08
6.006, -2.479e-08
8.008, -2.926e-08
10.01, -2.433e-08
12.012, -2.665e-08
14.014, -2.661e-08
16.016, -2.915e-08
18.018, -2.968e-08
20.02, -2.914e-08
22.022, -2.632e-08
24.024, -2.605e-08
26.026, -2.746e-08
28.028, -3.029e-08
30.03, -3.065e-08
32.032, -2.921e-08
34.034, -2.598e-08
36.036, -3.052e-08
38.038, -3.026e-08
40.04, -2.785e-08
42.042, -2.793e-08
44.044, -2.989e-08
46.046, -2.606e-08
48.048, -2.841e-08
50.05, -2.879e-08
52.052, -2.691e-08
54.054, -2.552e-08
56.056, -3.118e-08
58.058, -2.818e-08
60.06, -2.731e-08
62.062, -2.716e-08
64.064, -2.828e-08
66.066, -2.514e-08
68.068, -2.654e-08
70.07, -2.255e-08
72.072, -2.607e-08
74.074, -3.05e-08
76.076, -2.601e-08
78.078, -2.872e-08
80.08, -2.504e-08
82.082, -2.547e-08
84.084, -2.777e-08
86.086, -2.931e-08
88.088, -2.672e-08
90.09, -2.549e-08
92.092, -2.693e-08
94.094, -2.514e-08
96.096, -2.857e-08
98.098, -2.829e-08
100.1, -2.577e-08
102.1, -2.535e-08
104.1, -3.096e-08
106.11, -2.726e-08
108.11, -2.842e-08
110.11, -2.551e-08
112.11, -2.687e-08
114.11, -2.773e-08
116.12, -2.908e-08
118.12, -2.495e-08
120.12, -2.358e-08
122.12, -2.708e-08
124.12, -2.745e-08
126.13, -2.373e-08
128.13, -2.533e-08
130.13, -2.782e-08
132.13, -3.059e-08
134.13, -2.857e-08
136.14, -2.936e-08
138.14, -2.772e-08
140.14, -2.884e-08
142.14, -2.74e-08
144.14, -2.605e-08
146.15, -2.935e-08
148.15, -2.684e-08
150.15, -2.918e-08
152.15, -2.726e-08
154.15, -2.874e-08
156.16, -3.093e-08
158.16, -2.7e-08
160.16, -3.087e-08
162.16, -3.017e-08
164.16, -2.842e-08
166.17, -3.636e-08
168.17, -3.24e-08
170.17, -3.286e-08
172.17, -3.053e-08
174.17, -3.309e-08
176.18, -3.069e-08
178.18, -2.967e-08
180.18, -2.993e-08
182.18, -3.076e-08
184.18, -3.027e-08
186.19, -3.194e-08
188.19, -2.728e-08
190.19, -2.609e-08
192.19, -2.493e-08
194.19, -2.894e-08
196.2, -2.969e-08
198.2, -3.144e-08
200.2, -2.752e-08
202.2, -2.974e-08
204.2, -3.127e-08
206.21, -3.027e-08
208.21, -3e-08
210.21, -2.523e-08
212.21, -2.931e-08
214.21, -2.855e-08
216.22, -2.97e-08
218.22, -2.681e-08
220.22, -2.706e-08
222.22, -2.816e-08
224.22, -2.714e-08
226.23, -2.88e-08
228.23, -2.933e-08
230.23, -2.789e-08
232.23, -2.876e-08
234.23, -2.705e-08
236.24, -2.615e-08
238.24, -2.36e-08
240.24, -2.628e-08
242.24, -2.544e-08
244.24, -2.961e-08
246.25, -2.676e-08
248.25, -2.981e-08
250.25, -2.874e-08
252.25, -2.842e-08
254.25, -2.729e-08
256.26, -2.625e-08
258.26, -2.315e-08
260.26, -2.541e-08
262.26, -2.456e-08
264.26, -2.334e-08
266.27, -2.681e-08
268.27, -2.334e-08
270.27, -2.718e-08
272.27, -2.264e-08
274.27, -2.458e-08
276.28, -2.756e-08
278.28, -2.51e-08
280.28, -2.288e-08
282.28, -2.626e-08
284.28, -2.946e-08
286.29, -2.535e-08
288.29, -2.963e-08
290.29, -2.558e-08
292.29, -2.266e-08
294.29, -2.325e-08
296.3, -2.391e-08
298.3, -2.455e-08
300.3, -2.427e-08
302.3, -2.761e-08
304.3, -2.417e-08
306.31, -2.435e-08
308.31, -2.552e-08
310.31, -2.175e-08
312.31, -2.402e-08
314.31, -2.179e-08
316.32, -2.474e-08
318.32, -2.258e-08
320.32, -2.323e-08
322.32, -2.333e-08
324.32, -2.556e-08
326.33, -2.44e-08
328.33, -2.543e-08
330.33, -2.628e-08
332.33, -2.271e-08
334.33, -2.464e-08
336.34, -2.554e-08
338.34, -2.381e-08
340.34, -2.278e-08
342.34, -2.397e-08
344.34, -2.463e-08
346.35, -2.191e-08
348.35, -2.126e-08
350.35, -2.23e-08
352.35, -2.735e-08
354.35, -2.506e-08
356.36, -2.512e-08
358.36, -2.603e-08
360.36, -2.27e-08
362.36, -2.267e-08
364.36, -2.2e-08
366.37, -2.584e-08
368.37, -2.425e-08
370.37, -2.686e-08
372.37, -2.803e-08
374.37, -2.59e-08
376.38, -2.912e-08
378.38, -2.489e-08
380.38, -2.563e-08
382.38, -2.51e-08
384.38, -2.66e-08
386.39, -2.271e-08
388.39, -2.262e-08
390.39, -2.609e-08
392.39, -2.648e-08
394.39, -2.372e-08
396.4, -2.279e-08
398.4, -2.286e-08
400.4, -2.025e-08
402.4, -2.292e-08
404.4, -2.283e-08
406.41, -2.412e-08
408.41, -2.354e-08
410.41, -2.353e-08
412.41, -2.425e-08
414.41, -2.28e-08
416.42, -2.508e-08
418.42, -2.654e-08
420.42, -2.674e-08
422.42, -2.49e-08
424.42, -2.304e-08
426.43, -2.482e-08
428.43, -2.359e-08
430.43, -2.404e-08
432.43, -2.386e-08
434.43, -2.319e-08
436.44, -2.207e-08
438.44, -2.22e-08
440.44, -1.999e-08
442.44, -1.899e-08
444.44, -2.105e-08
446.45, -2.152e-08
448.45, -2.512e-08
450.45, -2.366e-08
452.45, -2.131e-08
454.45, -2.461e-08
456.46, -2.087e-08
458.46, -2.165e-08
460.46, -2.098e-08
462.46, -2.536e-08
464.46, -2.599e-08
466.47, -2.891e-08
468.47, -2.421e-08
470.47, -2.37e-08
472.47, -2.585e-08
474.47, -2.082e-08
476.48, -2.362e-08
478.48, -2.348e-08
480.48, -2.266e-08
482.48, -2.412e-08
484.48, -2.506e-08
486.49, -2.426e-08
488.49, -2.48e-08
490.49, -2.494e-08
492.49, -2.498e-08
494.49, -2.419e-08
496.5, -2.415e-08
498.5, -2.57e-08
500.5, -2.691e-08
502.5, -2.789e-08
504.5, -2.441e-08
506.51, -2.658e-08
508.51, -2.548e-08
510.51, -2.031e-08
512.51, -2.598e-08
514.51, -2.324e-08
516.52, -2.509e-08
518.52, -1.963e-08
520.52, -2.176e-08
522.52, -2.458e-08
524.52, -2.235e-08
526.53, -2.637e-08
528.53, -2.643e-08
530.53, -2.268e-08
532.53, -2.277e-08
534.53, -2.294e-08
536.54, -2.359e-08
538.54, -2.386e-08
540.54, -2.299e-08
542.54, -2.337e-08
544.54, -2.859e-08
546.55, -2.704e-08
548.55, -2.42e-08
550.55, -2.735e-08
552.55, -2.868e-08
554.55, -2.452e-08
556.56, -2.914e-08
558.56, -2.902e-08
560.56, -2.89e-08
562.56, -2.703e-08
564.56, -2.868e-08
566.57, -2.604e-08
568.57, -2.45e-08
570.57, -2.436e-08
572.57, -2.621e-08
574.57, -2.709e-08
576.58, -2.683e-08
