Time sep (s?), Charge (C)
2.000977, 3.97229e-11
2.141602, 2.075237e-11
2.28418, -5.421698e-12
2.419922, -2.018957e-11
2.558594, -3.567856e-11
2.698242, -5.825061e-11
2.837891, -7.037752e-11
2.976563, -8.526618e-11
3.118164, -2.938131e-08
3.259766, -1.030125e-07
3.401367, -1.807206e-07
3.541992, -2.597367e-07
3.686523, -3.401363e-07
3.827148, -4.190557e-07
3.966797, -4.991657e-07
4.111328, -5.330311e-07
4.256836, -5.330259e-07
4.405273, -5.330152e-07
4.555664, -5.330215e-07
4.704102, -5.330165e-07
4.853516, -5.330099e-07
5.000977, -5.330206e-07
6.044922, -1.071836e-06
6.19043, -1.073152e-06
6.335938, -1.073139e-06
6.485352, -1.073133e-06
6.635742, -1.073119e-06
6.786133, -1.073117e-06
6.917969, -1.073109e-06
7.050781, -1.073102e-06
7.182617, -1.13299e-06
7.322266, -1.209829e-06
7.459961, -1.287952e-06
7.591797, -1.364094e-06
7.728516, -1.442545e-06
7.862305, -1.521639e-06
7.996094, -1.599881e-06
8.129883, -1.624756e-06
8.265625, -1.624737e-06
8.405273, -1.624734e-06
8.542969, -1.624707e-06
8.68457, -1.624705e-06
8.825195, -1.624686e-06
8.96582, -1.624689e-06
9.106445, -1.646189e-06
9.249023, -1.723765e-06
9.393555, -1.805132e-06
9.538086, -1.887561e-06
9.674805, -1.968104e-06
9.819336, -2.052041e-06
10.0332, -2.173901e-06
10.17969, -2.175674e-06
10.3291, -2.175637e-06
10.47949, -2.175665e-06
10.63086, -2.175619e-06
10.77539, -2.175589e-06
10.9043, -2.17558e-06
11.03711, -2.175534e-06
11.16895, -2.237605e-06
11.30078, -2.309473e-06
11.43359, -2.384531e-06
11.56543, -2.459958e-06
11.70117, -2.537547e-06
11.83301, -2.613203e-06
11.96387, -2.688072e-06
12.09375, -2.717049e-06
12.22363, -2.71696e-06
12.35742, -2.716934e-06
12.49219, -2.716954e-06
12.62891, -2.716892e-06
12.75977, -2.716936e-06
12.89453, -2.716885e-06
13.03027, -2.716931e-06
13.16504, -2.716896e-06
13.30273, -2.716891e-06
13.44336, -2.716848e-06
13.58105, -2.716836e-06
